ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
11614485,11.624,3309,0.366,30,8007.404,5576.779,7984.586,5611.360
11645994,14.739,0,0.000,30,21721.181,4046.217,21176.519,4052.800
11649826,8.353,0,0.000,30,408.131,84.051,391.530,74.970
11974826,11.005,3094,0.221,35,4623.642,3841.875,4686.533,3810.568
11974826,11.005,3094,0.221,36,5840.946,4853.763,5732.547,4796.112
12013892,8.095,4479,20.383,35,501.237,259.494,566.999,271.111
12359032,11.588,5471,0.901,29,2831.857,1284.311,2769.079,1016.518
12378718,14.079,40975,0.131,29,15132.651,2687.308,14596.550,2708.205
12393800,10.740,5571,1.313,29,6002.575,6307.239,6215.032,6444.056
12395214,14.126,37500,0.127,29,16255.006,3312.222,16330.129,2911.364
12395634,8.064,6275,2.197,29,450.659,87.046,431.017,86.199
12421477,11.701,3461,0.582,29,7420.917,6615.134,7421.967,6590.812
12421862,9.928,3782,0.447,29,1015.416,226.679,1128.615,240.069
12423805,12.722,38000,0.658,29,5822.655,1053.420,5777.470,1085.776
12433577,8.159,4780,8.143,29,581.997,352.954,568.120,345.600
12473170,8.748,6966,2.582,29,2099.845,806.936,2123.562,809.405
12474920,11.488,3509,0.454,29,2445.731,648.240,2481.920,662.230
12511303,10.528,7768,2.733,31,5263.307,888.885,5248.807,935.862
12532010,8.233,4981,10.502,31,586.287,380.030,708.832,374.151
12549312,13.451,37400,0.160,31,8667.875,1648.067,8406.403,1562.049
12723842,8.011,4005,43.150,28,512.832,316.045,516.542,172.111
12862728,8.863,0,0.000,29,1339.151,274.802,1456.140,286.789
12865353,8.016,4890,2.391,29,445.981,96.680,485.879,102.453
12878505,8.118,4908,10.849,29,556.265,337.436,593.203,337.036
12968953,10.094,7883,2.424,29,1086.849,188.232,1245.236,218.854
12969617,8.094,4712,10.054,29,584.046,404.396,616.569,403.550
12972937,8.338,6383,1.564,29,501.869,97.420,580.993,103.357
13021029,11.723,6245,1.433,32,2995.574,1475.485,2920.780,1442.102
13069774,11.931,34000,0.143,32,3569.060,671.983,3627.939,656.174
13072717,14.318,0,0.000,32,16028.024,2923.487,16077.805,2942.055
13072758,12.224,6313,1.431,32,3779.705,855.537,3777.770,855.287
13074467,8.396,4918,9.816,29,642.520,378.268,770.916,381.730
13133610,16.226,0,0.000,32,86444.616,15596.434,86201.444,15527.896
13203779,8.036,5129,9.597,32,430.531,180.870,407.834,175.694
13205578,8.143,4585,8.817,32,521.117,319.411,499.253,320.827
13273388,8.077,4509,12.976,32,545.760,392.813,522.480,390.257
13344668,12.673,4469,0.700,32,5237.713,931.677,5399.245,1281.760
13349647,12.212,5928,0.960,34,4440.740,2729.474,4368.700,2732.233
13390495,8.014,4813,10.625,34,553.774,379.072,571.574,376.733
13741812,8.051,4019,45.402,34,783.624,257.686,432.594,105.043
13818381,8.001,8233,1.872,34,394.925,74.833,404.933,70.980
13934072,8.132,4972,9.485,31,474.860,222.407,463.149,222.075
13934072,8.132,4972,9.485,32,459.293,205.131,432.089,200.911
13955147,8.738,5701,1.006,31,1007.877,656.936,974.300,656.153
13955147,8.738,5701,1.006,32,896.546,727.262,862.024,712.061
14001734,11.739,3304,0.439,32,12047.449,10611.691,12088.625,10678.891
14161523,8.339,4593,17.024,32,549.587,317.087,530.527,280.079
