ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
17817705,8.179,4869,10.920,34,504.718,277.469,552.973,269.705
17863112,8.296,4616,17.690,34,579.532,396.681,634.042,399.902
17897279,15.653,0,0.000,35,93249.373,36779.877,93229.145,38233.425
18786687,8.038,4242,42.969,35,486.831,142.549,534.487,179.036
18930259,8.169,4948,10.891,35,588.910,325.740,635.589,307.502
18934976,10.968,3351,0.344,34,1854.651,370.987,1884.362,368.344
18998800,10.483,3482,0.425,34,1445.947,383.702,1611.735,412.946
19064309,8.092,4679,12.008,34,561.891,387.692,590.323,379.653
19117868,8.170,4139,41.259,34,452.681,163.198,523.354,186.792
19341385,8.030,4316,33.783,34,498.357,300.251,513.088,161.153
19436296,8.103,4427,32.305,35,650.604,406.229,566.401,217.096
19513176,8.165,0,0.000,34,1365.948,1106.369,797.760,411.991
19684256,13.176,5790,1.022,35,7947.250,4197.542,7777.000,4075.854
19911846,8.089,5033,10.084,35,565.738,387.818,635.225,390.434
19946620,8.033,4207,24.057,34,489.220,271.540,448.747,188.351
19976193,7.832,3864,0.621,35,840.624,745.519,854.314,742.573
20061482,15.420,0,0.000,32,40726.069,7311.575,42002.317,7749.062
20061482,15.420,0,0.000,33,41979.466,7340.346,42537.507,7761.856
20090407,8.174,4781,12.048,35,574.922,388.876,620.786,386.753
20096356,8.854,5458,0.955,32,6893.963,7620.594,6960.060,7626.799
20096356,8.854,5458,0.955,33,3873.116,4018.155,3861.881,4007.580
20143614,14.788,0,0.000,32,22181.308,3993.702,22675.442,4350.654
20143614,14.788,0,0.000,33,22132.246,4013.470,22584.114,3963.919
20179778,8.018,3698,56.911,33,481.600,292.682,408.109,219.822
20299658,12.702,0,0.000,32,4558.908,1080.708,4506.954,1087.266
20299658,12.702,0,0.000,33,4593.972,1116.598,4474.760,1106.271
20318757,10.210,4272,0.680,36,1202.255,407.387,1172.225,373.357
20325431,8.344,3544,0.454,36,483.685,92.046,544.285,141.807
20448010,12.865,23430,0.285,36,6397.771,1700.360,6591.734,1678.963
20488899,8.084,6164,6.881,36,406.952,138.693,399.191,134.528
20498843,8.008,4664,10.865,36,586.450,426.696,590.987,413.465
20500188,8.043,3900,53.407,36,465.672,194.514,515.865,177.501
20501510,11.136,0,0.000,36,3811.011,740.631,3900.826,830.892
20881066,8.211,4703,10.737,29,631.289,352.430,620.056,341.787
20892891,11.514,3516,0.490,29,4169.837,2138.664,3835.706,2059.788
20897989,8.500,4777,9.743,29,737.110,462.551,758.364,452.666
20924617,8.035,6733,2.752,29,412.906,122.889,436.633,120.749
20925762,8.022,4981,10.959,30,500.543,279.116,571.815,283.327
21184505,8.800,6146,1.356,34,763.028,472.407,805.014,415.590
21221785,11.909,3511,0.410,34,3899.119,816.231,3813.173,841.115
21438038,8.057,4737,11.002,32,550.002,366.205,524.521,359.313
21540586,10.326,5417,1.183,32,1706.844,1452.975,1782.264,1517.242
21540586,10.326,5417,1.183,33,2379.854,1882.307,2418.335,1910.641
21618270,8.007,4746,11.582,32,587.734,430.401,564.354,433.812
21618270,8.007,4746,11.582,33,577.437,437.694,560.850,436.881
21813917,11.977,0,0.000,35,7134.010,4257.505,6995.387,4103.702
21891703,8.058,6574,1.695,35,429.358,109.505,512.694,118.080
21894942,16.904,0,0.000,35,206884.176,45292.784,211349.234,42762.563
22014729,15.757,0,0.000,35,98677.702,73320.292,100208.052,74093.394
22016715,16.490,0,0.000,35,123035.781,23743.227,123878.375,24285.808
22222900,8.194,7968,1.843,35,2610.647,1386.931,2573.496,1490.197
22233733,8.021,9452,1.926,35,378.681,76.371,471.708,105.627
22288945,8.351,4610,15.044,36,599.397,376.813,588.471,376.666
22529346,10.056,6776,1.523,33,4023.099,3693.300,4050.184,3733.988
22529346,10.056,6776,1.523,34,3996.817,3663.633,3958.499,3641.206
22600633,5.286,9517,4.397,33,135.598,33.936,118.618,29.951
22600633,5.286,9517,4.397,34,118.342,26.229,95.714,21.535
22641187,15.630,0,0.000,33,316445.172,164319.053,313837.469,162986.472
22641187,15.630,0,0.000,34,277187.228,145357.624,274053.782,144614.518
23026869,8.029,9364,2.342,33,607.456,241.887,592.801,238.172
23026869,8.029,9364,2.342,34,624.062,250.841,579.136,238.491
23031858,8.024,0,0.000,33,1183.168,1017.647,1175.459,1018.716
23031858,8.024,0,0.000,34,1179.418,1007.980,1168.372,1006.283
23126920,12.524,3216,0.331,31,8689.578,6375.126,8620.136,6309.559
23186105,8.315,4964,2.352,36,465.537,104.651,457.749,94.289
23188170,8.046,6474,3.322,36,449.495,132.822,402.436,102.096
23219822,8.174,3734,57.836,31,569.800,326.282,550.040,330.642
23226265,13.814,0,0.000,36,21936.471,5309.493,21152.938,4781.241
23226268,12.052,0,0.000,36,8159.745,3128.584,6984.401,2522.122
23270430,5.940,5847,1.142,36,168.135,33.206,150.327,30.951
23325655,9.191,0,0.000,36,1940.249,1848.770,1816.810,1441.159
23328912,8.758,8690,2.051,36,1077.614,882.924,1066.862,880.322
23369524,9.030,3532,0.371,33,2221.592,1751.424,2236.380,1749.965
23434737,7.999,5742,1.173,36,395.498,87.729,384.220,83.667
23498749,8.036,4473,15.050,36,536.921,385.466,524.711,379.572
23582373,6.355,6199,1.364,36,195.724,38.858,171.526,34.563
23612266,8.217,9160,2.169,36,423.567,91.612,419.443,101.300
23733602,8.207,4230,30.387,33,450.694,174.599,522.267,215.271
24225890,9.712,7492,2.169,30,1528.732,1266.040,1379.741,801.875
