#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type
science,TESS,SPOC,Photometer,TESS,TESS,Optical,88863718,,tess2021014023720-s0034-0000000088863718-0204-a_fast,122.580486567678,-5.51378471694102,3,59228.25654979,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,88795426,,tess2021014023720-s0034-0000000088795426-0204-a_fast,122.486174769542,-5.60497328503395,3,59228.25446328,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,82903968,,tess2021014023720-s0034-0000000082903968-0204-a_fast,125.128513884737,-44.9570219635464,3,59228.25165588,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,82365647,,tess2021014023720-s0034-0000000082365647-0204-a_fast,124.472112600141,-47.0706889343301,3,59228.25146911,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,81739998,,tess2021014023720-s0034-0000000081739998-0204-a_fast,107.098977403736,-21.9981816756781,3,59228.25351463,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,81614523,,tess2021014023720-s0034-0000000081614523-0204-a_fast,123.522789298939,-46.9179817034192,3,59228.25149153,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,81606112,,tess2021014023720-s0034-0000000081606112-0204-a_fast,123.40000569043,-45.9606372076118,3,59228.25158047,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,81299063,,tess2021014023720-s0034-0000000081299063-0204-a_fast,123.003886959407,-44.4621679918616,3,59228.25172023,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,80283159,,tess2021014023720-s0034-0000000080283159-0204-a_fast,105.443097359538,-23.1056777550312,3,59228.25480318,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,79705703,,tess2021014023720-s0034-0000000079705703-0204-a_fast,120.564261197937,-43.6684804041026,3,59228.25180826,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,73235712,,tess2021014023720-s0034-0000000073235712-0204-a_fast,120.858962356244,-3.7961404859537,3,59228.25664045,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,73185296,,tess2021014023720-s0034-0000000073185296-0204-a_fast,120.562028728429,-3.97120625312452,3,59228.25663523,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,73096141,,tess2021014023720-s0034-0000000073096141-0204-a_fast,120.511092874489,-2.98056298793099,3,59228.25922337,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,73036915,,tess2021014023720-s0034-0000000073036915-0204-a_fast,120.286249391925,-0.288824358774054,3,59228.25932963,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,72983511,,tess2021014023720-s0034-0000000072983511-0204-a_fast,120.095216354878,-1.78414494620879,3,59228.26158904,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,69366876,,tess2021014023720-s0034-0000000069366876-0204-a_fast,121.913802892152,13.3529579804625,3,59228.25734916,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,68359524,,tess2021014023720-s0034-0000000068359524-0204-a_fast,116.892835247286,-1.81447250179322,3,59228.29377657,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,68070930,,tess2021014023720-s0034-0000000068070930-0204-a_fast,116.211243465005,0.12651495795447,3,59228.29385003,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,68064256,,tess2021014023720-s0034-0000000068064256-0204-a_fast,116.13420311949,-5.06788008744052,3,59228.29364116,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,66338087,,tess2021014023720-s0034-0000000066338087-0204-a_fast,109.234388660839,-27.5230366762645,3,59228.25314436,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,66315917,,tess2021014023720-s0034-0000000066315917-0204-a_fast,115.453309809854,-1.99199870444146,3,59228.2937697,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,66239853,,tess2021014023720-s0034-0000000066239853-0204-a_fast,109.036604297286,-24.5472624724798,3,59228.25336001,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,66186327,,tess2021014023720-s0034-0000000066186327-0204-a_fast,115.020635958781,-1.41610171110523,3,59228.29379153,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65951358,,tess2021014023720-s0034-0000000065951358-0204-a_fast,114.571347133735,-4.99706976498679,3,59228.29364233,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65673065,,tess2021014023720-s0034-0000000065673065-0204-a_fast,114.029499365932,-3.11077537776264,3,59228.25668397,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65212867,,tess2021014023720-s0034-0000000065212867-0204-a_fast,112.752391224577,-4.46337393467268,3,59228.25662119,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65155744,,tess2021014023720-s0034-0000000065155744-0204-a_fast,112.626640203661,-3.6593331269439,3,59228.25665488,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65145453,,tess2021014023720-s0034-0000000065145453-0204-a_fast,112.493646732222,-2.11044421968376,3,59228.25671745,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65068595,,tess2021014023720-s0034-0000000065068595-0204-a_fast,112.572959448458,-3.67346332551437,3,59228.25665398,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,65062000,,tess2021014023720-s0034-0000000065062000-0204-a_fast,112.391062655297,-5.01629045976109,3,59228.25520601,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,64911153,,tess2021014023720-s0034-0000000064911153-0204-a_fast,112.166135034565,-3.43577695855986,3,59228.2552726,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,64910894,,tess2021014023720-s0034-0000000064910894-0204-a_fast,112.189329292615,-3.29814053210741,3,59228.2566672,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,64539333,,tess2021014023720-s0034-0000000064539333-0204-a_fast,106.927263680925,-28.0483079112084,3,59228.25446734,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,64298181,,tess2021014023720-s0034-0000000064298181-0204-a_fast,106.586968279713,-28.3344347107376,3,59228.25305235,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,64065116,,tess2021014023720-s0034-0000000064065116-0204-a_fast,106.31820437131,-25.7988067885964,3,59228.25323639,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,63428034,,tess2021014023720-s0034-0000000063428034-0204-a_fast,105.275205304987,-25.3883055789148,3,59228.25463931,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,63423875,,tess2021014023720-s0034-0000000063423875-0204-a_fast,105.148381017414,-24.2880407105778,3,59228.25332686,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,63196845,,tess2021014023720-s0034-0000000063196845-0204-a_fast,104.65523244429,-28.065521912662,3,59228.25304377,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,62569281,,tess2021014023720-s0034-0000000062569281-0204-a_fast,133.574779087202,-5.434457357834,3,59228.25587941,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,60423761,,tess2021014023720-s0034-0000000060423761-0204-a_fast,112.575844282812,-42.3339055161052,3,59228.2519327,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,59858193,,tess2021014023720-s0034-0000000059858193-0204-a_fast,110.495232880984,-46.6881219594752,3,59228.25152664,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,59730055,,tess2021014023720-s0034-0000000059730055-0204-a_fast,109.80495325551,-44.4354723496648,3,59228.25172765,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,59651924,,tess2021014023720-s0034-0000000059651924-0204-a_fast,109.64516896695,-42.4643703615805,3,59228.25190377,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,59534248,,tess2021014023720-s0034-0000000059534248-0204-a_fast,109.171434442552,-46.3548673837799,3,59228.25154786,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,56380389,,tess2021014023720-s0034-0000000056380389-0204-a_fast,119.203537580695,-12.7816537043275,3,59228.25437476,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55652896,,tess2021014023720-s0034-0000000055652896-0204-a_fast,73.9802301387634,-63.2600874606349,3,59228.24932701,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55650590,,tess2021014023720-s0034-0000000055650590-0204-a_fast,73.737231358606,-62.5223519900679,3,59228.24937767,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55650407,,tess2021014023720-s0034-0000000055650407-0204-a_fast,73.8636352590415,-62.9790594791291,3,59228.24934573,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55604374,,tess2021014023720-s0034-0000000055604374-0204-a_fast,73.6576890406761,-60.2341188210571,3,59228.24955301,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55604274,,tess2021014023720-s0034-0000000055604274-0204-a_fast,73.5674645930967,-59.943470008698,3,59228.24957279,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55557707,,tess2021014023720-s0034-0000000055557707-0204-a_fast,73.0708952919691,-60.3943251183973,3,59228.24952234,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55523561,,tess2021014023720-s0034-0000000055523561-0204-a_fast,72.0654065083018,-62.4282327349319,3,59228.24933559,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55478693,,tess2021014023720-s0034-0000000055478693-0204-a_fast,71.2142252920919,-64.9762182145874,3,59228.24911825,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55452078,,tess2021014023720-s0034-0000000055452078-0204-a_fast,70.6824809151596,-63.7037986623063,3,59228.24919837,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55401680,,tess2021014023720-s0034-0000000055401680-0204-a_fast,77.9798507737015,-60.6550201104146,3,59228.24964758,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55298271,,tess2021014023720-s0034-0000000055298271-0204-a_fast,76.8633964348965,-62.7504834890333,3,59228.24944693,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55272404,,tess2021014023720-s0034-0000000055272404-0204-a_fast,76.547003225251,-62.7895714885335,3,59228.24943532,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,55269690,,tess2021014023720-s0034-0000000055269690-0204-a_fast,76.2400443655962,-63.8176319159122,3,59228.24934442,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,54957535,,tess2021014023720-s0034-0000000054957535-0204-a_fast,130.985252976364,-11.5576575677353,3,59228.25564537,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,54869684,,tess2021014023720-s0034-0000000054869684-0204-a_fast,130.71414169594,-9.4272547907099,3,59228.25414215,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,54698149,,tess2021014023720-s0034-0000000054698149-0204-a_fast,118.843068457422,-13.6752308654215,3,59228.25432587,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,54137341,,tess2021014023720-s0034-0000000054137341-0204-a_fast,117.942894,-13.898045,3,59228.25431624,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,53750200,,tess2021014023720-s0034-0000000053750200-0204-a_fast,103.517356499931,-27.0503951060211,3,59228.25448853,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,53688090,,tess2021014023720-s0034-0000000053688090-0204-a_fast,103.391427513779,-28.539793320747,3,59228.25437522,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,53458803,,tess2021014023720-s0034-0000000053458803-0204-a_fast,102.8475054911,-29.0586237808273,3,59228.25432625,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,52980684,,tess2021014023720-s0034-0000000052980684-0204-a_fast,102.40368531456,-31.1183978517485,3,59228.25275958,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,52689469,,tess2021014023720-s0034-0000000052689469-0204-a_fast,101.394822312933,-33.8817027716553,3,59228.25252164,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,52687259,,tess2021014023720-s0034-0000000052687259-0204-a_fast,101.345585321683,-31.7936478329077,3,59228.25268606,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,52640302,,tess2021014023720-s0034-0000000052640302-0204-a_fast,101.115021722017,-32.8583829752677,3,59228.25259772,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,52455342,,tess2021014023720-s0034-0000000052455342-0204-a_fast,100.504303598849,-34.9583535461824,3,59228.25241686,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,51510104,,tess2021014023720-s0034-0000000051510104-0204-a_fast,129.607760064021,-10.8251447224407,3,59228.25409471,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,51254335,,tess2021014023720-s0034-0000000051254335-0204-a_fast,128.515804108652,-7.0794089827542,3,59228.25430426,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50836040,,tess2021014023720-s0034-0000000050836040-0204-a_fast,126.812395703704,-11.4021752637805,3,59228.25411766,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50753571,,tess2021014023720-s0034-0000000050753571-0204-a_fast,126.673638192127,-11.0140715700373,3,59228.25576112,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50719539,,tess2021014023720-s0034-0000000050719539-0204-a_fast,126.501494894919,-8.40599353069545,3,59228.25589745,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50719221,,tess2021014023720-s0034-0000000050719221-0204-a_fast,126.575158200122,-7.99042201937329,3,59228.25429618,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50716374,,tess2021014023720-s0034-0000000050716374-0204-a_fast,126.384779104152,-7.47311463759087,3,59228.25594475,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50712784,,tess2021014023720-s0034-0000000050712784-0204-a_fast,126.33784851591,-11.5009863929394,3,59228.25574065,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50365310,,tess2021014023720-s0034-0000000050365310-0204-a_fast,112.35773412505,-12.6959595449479,3,59228.25437617,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50107996,,tess2021014023720-s0034-0000000050107996-0204-a_fast,112.100439601344,-13.1876116737293,3,59228.2541155,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,50106987,,tess2021014023720-s0034-0000000050106987-0204-a_fast,111.993322491572,-13.5427196715666,3,59228.25432615,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,49927077,,tess2021014023720-s0034-0000000049927077-0204-a_fast,111.953875524093,-12.6862497719999,3,59228.25437419,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,47632865,,tess2021014023720-s0034-0000000047632865-0204-a_fast,104.190551419253,-26.364911416581,3,59228.25316176,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,41533357,,tess2021014023720-s0034-0000000041533357-0204-a_fast,93.7750761845555,-71.7027644411129,3,59228.24897888,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,41488282,,tess2021014023720-s0034-0000000041488282-0204-a_fast,93.2839958291823,-66.0458210254249,3,59228.24949929,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,41464373,,tess2021014023720-s0034-0000000041464373-0204-a_fast,93.1624697001907,-69.2400879318162,3,59228.24920083,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,41259805,,tess2021014023720-s0034-0000000041259805-0204-a_fast,92.1220142745476,-71.1199677363329,3,59228.2490136,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,41035485,,tess2021014023720-s0034-0000000041035485-0204-a_fast,90.430735466005,-67.8641025517851,3,59228.24928949,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,40898510,,tess2021014023720-s0034-0000000040898510-0204-a_fast,78.7284673396827,-69.561780317053,3,59228.2489356,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38954456,,tess2021014023720-s0034-0000000038954456-0204-a_fast,70.2611529535059,-60.8458542174083,3,59228.24939828,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38906005,,tess2021014023720-s0034-0000000038906005-0204-a_fast,69.441804016319,-60.5234143056494,3,59228.24939514,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38846515,,tess2021014023720-s0034-0000000038846515-0204-a_fast,68.9597092399964,-64.0270368810381,3,59228.24912347,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38827910,,tess2021014023720-s0034-0000000038827910-0204-a_fast,68.4854084571068,-61.4879396555469,3,59228.24929311,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38811498,,tess2021014023720-s0034-0000000038811498-0204-a_fast,67.387153633411,-65.3775593064792,3,59228.24897994,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38633493,,tess2021014023720-s0034-0000000038633493-0204-a_fast,64.9982953131408,-61.0058968087333,3,59228.24920866,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38586438,,tess2021014023720-s0034-0000000038586438-0204-a_fast,64.0902106825051,-62.0128901216405,3,59228.24910833,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38586127,,tess2021014023720-s0034-0000000038586127-0204-a_fast,64.1212567268398,-61.0838221001861,3,59228.24917238,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38583513,,tess2021014023720-s0034-0000000038583513-0204-a_fast,63.5258198268689,-65.4147747432018,3,59228.24886185,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38518773,,tess2021014023720-s0034-0000000038518773-0204-a_fast,63.1943769557069,-60.8883395531196,3,59228.24915235,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38515801,,tess2021014023720-s0034-0000000038515801-0204-a_fast,62.5514994993587,-63.8561282440237,3,59228.24893366,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38515329,,tess2021014023720-s0034-0000000038515329-0204-a_fast,62.7587041634032,-62.4473743494763,3,59228.24903343,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38510324,,tess2021014023720-s0034-0000000038510324-0204-a_fast,62.5308504888974,-61.5989449004365,3,59228.24908138,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38469670,,tess2021014023720-s0034-0000000038469670-0204-a_fast,61.8401287862728,-64.2223518641864,3,59228.24888654,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38461205,,tess2021014023720-s0034-0000000038461205-0204-a_fast,61.2404363822424,-63.9089041298381,3,59228.24888668,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,38459395,,tess2021014023720-s0034-0000000038459395-0204-a_fast,60.9298410074047,-62.0990506434319,3,59228.24899181,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,36635061,,tess2021014023720-s0034-0000000036635061-0204-a_fast,119.265208481077,-10.9514009482604,3,59228.25424291,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,36019134,,tess2021014023720-s0034-0000000036019134-0204-a_fast,117.985982840506,-9.65575911453803,3,59228.25454734,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,36016272,,tess2021014023720-s0034-0000000036016272-0204-a_fast,117.95286884132,-7.92676146660794,3,59228.25901416,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33881250,,tess2021014023720-s0034-0000000033881250-0204-a_fast,66.3424325544952,-76.5019675319404,3,59228.24818639,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33878971,,tess2021014023720-s0034-0000000033878971-0204-a_fast,66.139941423453,-72.7180667261095,3,59228.24843797,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33878688,,tess2021014023720-s0034-0000000033878688-0204-a_fast,66.2222796813898,-73.3333453194796,3,59228.24839758,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33866201,,tess2021014023720-s0034-0000000033866201-0204-a_fast,65.6899460161283,-75.1285889415581,3,59228.24826682,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33864387,,tess2021014023720-s0034-0000000033864387-0204-a_fast,65.4127632520518,-72.5655691480562,3,59228.24843249,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33836359,,tess2021014023720-s0034-0000000033836359-0204-a_fast,64.0610751369962,-75.3441904123394,3,59228.24822244,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33834564,,tess2021014023720-s0034-0000000033834564-0204-a_fast,63.7858612420961,-72.6419480237542,3,59228.24839197,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33834484,,tess2021014023720-s0034-0000000033834484-0204-a_fast,63.8381994523199,-72.8614420319815,3,59228.24837878,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33714944,,tess2021014023720-s0034-0000000033714944-0204-a_fast,60.398067660013,-72.255180464257,3,59228.2483395,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,33714875,,tess2021014023720-s0034-0000000033714875-0204-a_fast,60.3681946771919,-72.4251564727531,3,59228.24832838,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32090583,,tess2021014023720-s0034-0000000032090583-0204-a_fast,58.4203493783103,-68.739450510371,3,59228.24850019,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32090581,,tess2021014023720-s0034-0000000032090581-0204-a_fast,58.4128752926832,-68.7420568077149,3,59228.24849983,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32089522,,tess2021014023720-s0034-0000000032089522-0204-a_fast,58.2887997608137,-71.6784641242628,3,59228.24832308,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32072326,,tess2021014023720-s0034-0000000032072326-0204-a_fast,58.1707161435414,-69.4255418312102,3,59228.24845235,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32068755,,tess2021014023720-s0034-0000000032068755-0204-a_fast,57.6571074280869,-69.3492382096623,3,59228.24844253,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32068500,,tess2021014023720-s0034-0000000032068500-0204-a_fast,57.6252254228415,-68.4820138327605,3,59228.24849238,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32052779,,tess2021014023720-s0034-0000000032052779-0204-a_fast,57.367880603724,-67.4648421538501,3,59228.24854429,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32036692,,tess2021014023720-s0034-0000000032036692-0204-a_fast,56.7999168891724,-67.3906448873719,3,59228.24853118,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32036415,,tess2021014023720-s0034-0000000032036415-0204-a_fast,56.8310226436812,-68.3751136579114,3,59228.24847535,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,32008233,,tess2021014023720-s0034-0000000032008233-0204-a_fast,116.731199891457,-9.57514308216366,3,59228.25455403,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,31848001,,tess2021014023720-s0034-0000000031848001-0204-a_fast,116.491032386519,-9.76788403633024,3,59228.25431284,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,31383649,,tess2021014023720-s0034-0000000031383649-0204-a_fast,88.7144802543143,-70.5089922400699,3,59228.2490242,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,31381302,,tess2021014023720-s0034-0000000031381302-0204-a_fast,88.3602205142272,-71.5638308422149,3,59228.24892458,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,31266926,,tess2021014023720-s0034-0000000031266926-0204-a_fast,88.1561761358176,-71.5156748230434,3,59228.24892589,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,31189268,,tess2021014023720-s0034-0000000031189268-0204-a_fast,76.8661379952464,-69.8788811639141,3,59228.24887264,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30853028,,tess2021014023720-s0034-0000000030853028-0204-a_fast,75.7764498834779,-66.9100740565596,3,59228.2490859,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30848598,,tess2021014023720-s0034-0000000030848598-0204-a_fast,75.7374720834895,-68.5668510666484,3,59228.24895344,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30631031,,tess2021014023720-s0034-0000000030631031-0204-a_fast,75.1645018123802,-70.6239829195965,3,59228.2487791,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30630877,,tess2021014023720-s0034-0000000030630877-0204-a_fast,75.1357120143398,-70.6991684465288,3,59228.24877262,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30319402,,tess2021014023720-s0034-0000000030319402-0204-a_fast,74.4272704298252,-69.0013537472647,3,59228.2488903,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,30037565,,tess2021014023720-s0034-0000000030037565-0204-a_fast,73.5413604589817,-70.3793107992134,3,59228.24876453,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,29987437,,tess2021014023720-s0034-0000000029987437-0204-a_fast,72.8978031433364,-67.8700620797298,3,59228.24894238,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,29831118,,tess2021014023720-s0034-0000000029831118-0204-a_fast,66.4705071000457,-67.572182813006,3,59228.24879988,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,29830830,,tess2021014023720-s0034-0000000029830830-0204-a_fast,66.4710667602956,-66.9000919981123,3,59228.24884678,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,29780677,,tess2021014023720-s0034-0000000029780677-0204-a_fast,65.0526829043216,-70.099522068918,3,59228.24859038,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,29779873,,tess2021014023720-s0034-0000000029779873-0204-a_fast,64.806456,-71.353104,3,59228.24850006,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,27654821,,tess2021014023720-s0034-0000000027654821-0204-a_fast,123.665423164783,11.9249357295699,3,59228.25730896,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,27629918,,tess2021014023720-s0034-0000000027629918-0204-a_fast,123.25055649773,13.2107115394985,3,59228.25733346,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,27628872,,tess2021014023720-s0034-0000000027628872-0204-a_fast,123.241305013183,12.1793441682306,3,59228.25500317,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,27626711,,tess2021014023720-s0034-0000000027626711-0204-a_fast,123.136137570245,13.6884620860105,3,59228.25734133,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,26045568,,tess2021014023720-s0034-0000000026045568-0204-a_fast,119.746476239526,-4.50128327305854,3,59228.25916412,20,59281,
science,TESS,SPOC,Photometer,TESS,TESS,Optical,25948892,,tess2021014023720-s0034-0000000025948892-0204-a_fast,119.531399250324,-4.5347996430121,3,59228.26147875,20,59281,
