,period__0,t0__0,r__0,b__0,rho_star,ecs__0,ecs__1,u__0,u__1,sigma,sigma_gp,rho_gp,Q_gp,ecc,omega,aor__0,incl__0,rplanet__0,ror__0
10,6.267949970956123,2040.0362259821736,0.01877144166069622,0.10932576712760503,1.051015675550131,-0.3076819228129616,0.40751649410031265,0.4051296066507123,0.1950032784761144,1.3541025867746824e-05,7.337310277710286e-05,4.3247265422859815,2.013584740080684,0.2607378585896914,2.217500656518969,12.972014908862148,1.559871889464103,2.0475207292683337,0.016617981945225724
11,6.2677435339589165,2040.0366772871946,0.018770281765861176,0.22312148760284495,1.061943408911963,0.4943296200924223,0.2755812762374669,0.30875672436865825,0.23304759762424115,1.4727111511384483e-05,9.481649271007766e-05,5.000861914420911,1.1826238596280967,0.3203068131133896,0.50857157228357,13.016532188353574,1.5487142934625535,2.0473942121493267,0.016502526222216575
12,6.26774954111066,2040.0368565699407,0.018719299376819362,0.37703522739309553,1.0539543734451484,0.22281382729348165,0.33816882438167767,0.32364049529663697,0.24316551717901463,1.4368392163596925e-05,8.314908638853263e-05,4.778236121098078,1.2679283227569236,0.16400415541685542,0.9882015072040368,12.98381701902331,1.5368615114210895,2.0418332381827238,0.01648872815393029
13,6.267710464798486,2040.036994734324,0.01878070809593943,0.25662944709391006,1.0591306169460415,0.3471382645114218,0.34132474981321087,0.3521129619495674,0.19333031565210324,1.379853143758174e-05,7.763733798838426e-05,4.649854727606544,1.8877221190329012,0.23700755952305286,0.7769541708999935,13.004983894836567,1.546412130184923,2.0485314783940454,0.01647817426229917
14,6.267726890817766,2040.0372525275627,0.018930956544402196,0.3791690865089163,1.0576464447176035,0.5891404565508787,0.12242906498391239,0.26479736662025416,0.19588727322699567,1.2740497403189277e-05,8.391205513979417e-05,4.6441149387808585,1.9784737531072392,0.3620753534978128,0.20489342570500044,12.9989290871317,1.5347451644324595,2.064920033856573,0.016677157659348078
15,6.267718010228358,2040.0369039010993,0.019762267110709254,0.45632832346838,1.0527203360775865,-0.27964604805733695,0.2643386703230462,0.24532421590750422,0.2392200745291812,1.2730605656463197e-05,6.858150200724754e-05,4.64636044449054,1.161945104646043,0.14807684482224254,2.3843264190687146,12.978704083685498,1.531181354599569,2.1555963733589043,0.01739281927583264
16,6.268048886265609,2040.0358159894554,0.018701594160668095,0.178576839586434,1.040335987071977,0.6108127526373093,0.19633613745866244,0.10976565748992186,0.4444706369256951,1.5293428883137742e-05,4.683826725514144e-05,3.3336947582381082,1.19815085703597,0.41164009765655357,0.3110034250796618,12.928063729726425,1.5520689952294846,2.0399020174623783,0.01658960389888868
17,6.26798224789129,2040.0361675190281,0.018988030187783014,0.11629657155177645,1.0288745664821426,0.4052072063404948,0.36153724603163023,0.2570403260881252,0.38587355139902957,1.7372657409495096e-05,6.427250888840285e-05,5.037037432498198,1.3773293163058216,0.2949020603384038,0.7285045896895674,12.88032069253555,1.5589654791977,2.071145419739522,0.01656157732754748
18,6.267809573470986,2040.0362046957002,0.01931653766758734,0.5433909821162874,1.0536398091823853,-0.2646059982447738,0.15064703820762984,0.3631423195421385,0.09579592818251126,1.5606689742500483e-05,5.706233559309712e-05,3.849459561806258,1.161603955802829,0.09271086442784433,2.6240330940272316,12.982608066962646,1.526627251085241,2.106977823386355,0.016909843993456013
19,6.267963810535455,2040.0362512384272,0.018965246133572117,0.17236796280113534,1.0342586347181795,-0.15773244904906125,0.4479849604789983,0.44578189387716854,0.08191763679400726,1.2489415860320213e-05,6.695766573289847e-05,3.4257880690887186,1.7449842388021792,0.22557005029838434,1.9093346755452063,12.902723750836284,1.5537255488219086,2.068660217796228,0.01662585047310776
20,6.267979901340732,2040.0357660500874,0.01926570952006163,0.5407400596178255,1.0520614473261147,-0.10458087091541879,0.2078792864655295,0.08939318970073033,0.5022298789177726,1.299159808695441e-05,5.966253535477585e-05,3.0013323706927664,1.383327467216153,0.054150956302845166,2.036908582256244,12.976357222778711,1.5269668263995166,2.101433673524541,0.016882709416733088
21,6.267878518303389,2040.03674683273,0.019997441722448536,0.7535674571390398,1.0566915268786206,0.2482103927264585,-0.42340329240691327,0.012935613948415896,0.4634093887941421,1.256940787949379e-05,6.008537716669192e-05,5.146216796523802,1.0284901407950042,0.24087874707843687,-1.0405656786332913,12.995225373248184,1.5220094658002228,2.18124836648962,0.01747137354713443
22,6.267747394427846,2040.0365644306808,0.018810587773021598,0.2955387159540776,1.0627146160586454,-0.08405118628194896,0.40743286790175975,0.2686858831557224,0.29242086921093674,1.5149517818447302e-05,4.973012807439648e-05,4.646765565283372,1.2019545798347868,0.1730661437620557,1.7742369618171225,13.019687737979908,1.543426383912396,2.051790645128036,0.01670528939532893
23,6.268085128085836,2040.0359932300992,0.019761823440075446,0.655755658301073,1.0303841730960912,0.414331274170328,-0.15102149771934628,0.3051814849580882,0.12312733369417692,1.4805253528379524e-05,5.884429030552255e-05,3.7707482088742923,1.0322112581340448,0.19447789752900202,-0.3495287684181261,12.886758134413094,1.5214122260774317,2.15554797937638,0.017242957540823826
24,6.267785214213373,2040.0365913526364,0.019666667707975177,0.6065233135583906,1.0512957840168087,-0.41802930205743893,-0.030242486308619178,0.2688930908536738,0.1379486721211879,1.760296125160538e-05,4.319827995997426e-05,3.4202203604891332,1.003871170866699,0.17566310535675653,-3.069373099474195,12.972939867237537,1.5231482012795958,2.145168737467009,0.017336033166054664
25,6.26806932884522,2040.0354642506186,0.018826749820388747,0.1730348930981591,1.0368447102597411,0.5757129559170475,0.22776921083754212,0.291594268297506,0.3261572887706837,1.3439081764649184e-05,7.240763161961597e-05,6.29834335192323,3.423582717382917,0.38332422101630104,0.3767333091564062,12.91361378147502,1.5528728929792945,2.053553542598023,0.016464429727153555
26,6.267622456680042,2040.037053421707,0.019643148974228156,0.6537684590507263,1.0680538338873578,-0.5188779417210592,-0.17647495287252365,0.3340537248110563,0.10423146578349064,1.3549446322850884e-05,8.449423856626118e-05,4.799906024602884,1.044364268849455,0.3003777273960423,-2.813756626177689,13.041282223049363,1.5210028644844045,2.142603399346283,0.017382250152992017
27,6.267944355162825,2040.0333687163495,0.019399189529461056,0.6187950646134285,1.0301043040224187,-0.7119801144761698,-0.2537313307405162,0.3708764582788155,0.28704587447136554,1.5777682786335522e-05,7.142858289265093e-05,7.292104456419296,1.4953711122406244,0.5712952716088531,-2.799250600219462,12.88539834819285,1.5131458580677737,2.1159931885116348,0.01695699476582156
28,6.267941336136455,2040.033223357661,0.0195005519989205,0.6113269384915985,1.028426235681204,-0.7570964824349095,-0.3221922180329007,0.3692305851697666,0.23868038269286568,1.5826783760453535e-05,7.711903810237262e-05,7.053483632997964,1.3807567374037726,0.6770029090762734,-2.7392452728900882,12.878393520179118,1.506348521188368,2.1270494388060697,0.017083513890893597
29,6.267894696460409,2040.0350373336055,0.020101769582340518,0.692561715874826,1.03077670125041,-0.5984235482426112,-0.26855994177928516,0.45229761292703824,-0.088396616092868,1.7501938836042542e-05,4.7484782510425666e-05,5.552796241780216,1.1177189060644823,0.4302351854197699,-2.719754547759614,12.88813329979643,1.516443152587154,2.1926280708101626,0.017802858865322235
30,6.267777933522848,2040.0361299464894,0.019448827788562897,0.5930526365903938,1.0500368686844102,-0.5066437792575369,-0.06996059836465772,0.1610892672956134,0.5847475463876521,1.4454893580402958e-05,8.444057016385393e-05,5.435114207138795,2.058658027482229,0.2615824043839007,-3.004374050914313,12.967749438190426,1.523443187575432,2.121407549662628,0.01710626492323812
31,6.26791064602079,2040.0360295241019,0.018611810931304554,0.43900368527766753,1.042324235791399,-0.08287603689311163,0.33398128059397214,0.2407697359218431,0.42401019338046025,1.596038461154292e-05,6.849508704593245e-05,5.687495073410067,2.5986076642429006,0.11841193327829795,1.8140290578097487,12.936104150318393,1.5324123453282312,2.0301087886531377,0.016662927340886893
32,6.267825901939495,2040.036506701584,0.01946271288198065,0.4045884398049574,1.0583661137807663,-0.287917228740614,0.3053066594102311,0.3226046060718782,0.10735754266146101,1.3554221875849846e-05,4.776766929855466e-05,3.1824844913424952,1.0020911329835824,0.1761084868859099,2.326889445670787,13.002013692472326,1.5345606098730487,2.12292208525955,0.01687161858964253
33,6.268003290921329,2040.0358099079915,0.018727730714547888,0.4343317801151617,1.043788888477615,0.04188265049747897,0.35120167208074277,0.2877947836205893,0.30774697600285983,1.639377634667672e-05,9.027522781241753e-05,7.884102279824503,2.8018450769663183,0.12509677088500354,1.452101622696618,12.94228802763475,1.532459423551877,2.042752897902348,0.016763709205378098
34,6.267905031053898,2040.0364427942177,0.018457611164553592,0.1599989745281994,1.0163757951214727,0.3202955787216699,0.405030928313175,0.414030972337312,0.08721058813154818,1.4954782617469277e-05,6.828470672101165e-05,4.688374558816196,1.1991725582332236,0.26663931063888174,0.9016947438469028,12.827845976492599,1.5545598864157228,2.01328923773223,0.016442061371419125
35,6.2679776364550985,2040.0361343011377,0.019304306981171963,0.5029651735654045,1.0392729748206169,0.5649771242800732,0.05032864271486372,0.3544701318715496,0.0956683523180539,1.4649632937468985e-05,5.527002538765498e-05,4.695029185645043,1.1198032543917018,0.32173212323730166,0.08884633535735705,12.923561006381117,1.52613006190902,2.105643744500923,0.01699785598214232
36,6.2678979477851255,2040.036423240792,0.019381594247605355,0.4253084864111434,1.0293808713369432,0.23847948287302656,0.3223681246740916,0.4744516009605509,-0.012257588655103038,1.5625141603375873e-05,7.650539729654365e-05,6.119848370569744,1.5533375017976154,0.16079367155727683,0.9338721946067958,12.882317623066925,1.5325148349109472,2.1140739590252653,0.0168769905487471
37,6.267986173893448,2040.0359602912563,0.018945598049432234,0.3184020614159061,1.0544626482400727,0.2989200188718164,0.3440620166078152,0.26108411679325516,0.39322890922607673,1.5624692211632674e-05,4.0544484060882554e-05,2.5097259526834175,1.0570273977638551,0.2077318489545636,0.8554903971848141,12.986230698656088,1.5411495377228044,2.066517076086923,0.016700942309492563
38,6.26773546104526,2040.0358864948403,0.01971829959880609,0.6546704674562341,1.0359202980390643,-0.5527730730417961,-0.1770897997977885,0.3408855646862074,0.15252932570813782,1.4621243824762146e-05,7.604629430340632e-05,4.8634033701107064,1.0478646353970387,0.33691886747249167,-2.8315575749305286,12.909316445366276,1.51944730882621,2.150800556731534,0.01738317543843175
39,6.268056767348558,2040.03412186535,0.01935646165302194,0.5501315819346579,1.0670881607555163,-0.7523655437263663,-0.229144952442728,0.2902913025967037,0.26356260929070674,1.6114191902214505e-05,5.209334539324355e-05,4.058288572187922,1.3069222714355044,0.6185613206166509,-2.845952164671138,13.037952913633143,1.5147395188210886,2.111332586821681,0.016974014330529513
40,6.267810896037371,2040.0330795360787,0.019372403240775167,0.601439852961071,1.0429366299378113,-0.7744968249722561,-0.3703190854544384,0.35841560131969635,0.3169109683492085,1.3824505514885067e-05,4.248473108869125e-05,4.438364870651308,1.223944243709817,0.7369815569439172,-2.695584245203077,12.938499819223148,1.501339058055325,2.1130714373570942,0.017119333428647184
41,6.267651825229572,2040.0336459392765,0.019700449348793485,0.6889240424969018,1.0602699041005372,-0.7257212903574197,-0.4079521503223461,0.19751834933080514,0.3428736933476477,1.6486075569235844e-05,5.935461169048312e-05,4.422366521580877,1.0917364215819236,0.6930963482306643,-2.6294817496690515,13.00956415308201,1.503445863139061,2.1488535162439644,0.01729268563973611
42,6.267953803991516,2040.0329675227563,0.019328684560988775,0.4256785650446725,1.056141523786236,-0.8147395843472295,-0.43640069431358885,0.32067165019811494,0.13992932250185033,1.3802515223343018e-05,5.521427685638361e-05,3.3013463941297103,1.3641637475593738,0.8542461562996786,-2.6498473197748518,12.993074372100539,1.498405266429005,2.1083027624339366,0.01700468540460841
43,6.267963766169932,2040.0330184278878,0.019291963072230432,0.4129722167914388,1.0638824587449918,-0.8114589323115995,-0.4552934198274921,0.38099164733623303,0.08021594615560243,1.4489930280326256e-05,5.5049024911799505e-05,3.324433174321135,1.3382261399417608,0.865757696966494,-2.6302825026873786,13.02475495519941,1.4977678893921396,2.104297315713255,0.0170153573768367
44,6.267981329430223,2040.0332308520906,0.019222688171394574,0.4376182303332024,1.0709973047868973,-0.8120429427853868,-0.4325397085128095,0.394664887323603,0.04512116013713067,1.4345838262825457e-05,5.6155498216959916e-05,3.568004598945175,1.2579958380806389,0.8465043403678972,-2.6521626551261774,13.053749743407716,1.4995264521319236,2.0967410609490607,0.01694559494536
45,6.267776189956762,2040.0332550283797,0.020899959450196327,0.8035842878158189,1.0204994098146922,-0.5850024952382142,-0.5046292091879615,0.3193744654245255,0.18010769802281065,1.495498803527871e-05,8.166065074677962e-05,6.82575544563554,1.1864830035802456,0.5968785582006042,-2.4298230330565107,12.844994812376356,1.5114669551434081,2.2796917247301836,0.018228264184617617
46,6.2678067417127865,2040.0331524919993,0.0202865513331617,0.7303402813803312,1.0312831272749614,-0.678578808248054,-0.414357858367479,0.3490101182196969,0.23964594553797913,1.5688409437858214e-05,7.32287817353034e-05,7.4414708687064275,1.2089060639748326,0.6321616337942331,-2.593396537238373,12.890123034278343,1.5074721735979622,2.2127833935624395,0.0177489252719199
47,6.26788817158635,2040.0350717427834,0.01911549804653391,0.4526721661903376,1.046754640066398,-0.7942547871007983,-0.2114055774892526,0.3623873961329156,0.1662359753705094,1.4830234313933731e-05,9.704946109381134e-05,3.7249013680291916,1.1507303930322914,0.6755329850260988,-2.881455445559085,12.954375601434664,1.5176642900166053,2.0850491511537355,0.016856622811072364
48,6.26799880051142,2040.0348688619968,0.018985198098620523,0.41201534714277516,1.0348885631344404,-0.7755391510071401,-0.11552814964732372,0.29288350928575285,0.23672993774994902,1.4792605534029069e-05,9.027897460831065e-05,4.027616772951461,1.2768686011998656,0.6148077281058101,-2.9937151347217568,12.905390770094762,1.5241020476421736,2.0708365057321614,0.016686330883640837
49,6.2678830726047,2040.0362796678592,0.018867957222958646,0.365822819743777,1.0542937200704137,-0.3399349049231922,0.30105850802534656,0.273316221492605,0.27239085960315335,1.2716024448808022e-05,4.217482924943529e-05,4.073711736384111,1.2064944483821212,0.2061919648395874,2.4167705160116384,12.98539478488089,1.5373450447159684,2.058048296516569,0.01669734926722254
50,6.267981129803904,2040.0362330785274,0.019225781873372753,0.14355813384342792,1.0566401584514409,0.7469219904795523,0.04580569801279249,0.18689492002082644,0.2768586134762505,1.7350048392635468e-05,6.477414166745149e-05,3.621388689279486,1.1048579005443226,0.5599906218323756,0.06124923982352427,12.995156620284897,1.5541499575144035,2.097078510732887,0.01691160165645213
51,6.267729025582131,2040.0367751189797,0.019290701323206226,0.562171693511411,1.0595350504407637,-0.3049363389701002,0.07802549886162054,0.2518812479791607,0.25586242701325856,1.3967398736898912e-05,5.183874677901208e-05,3.5407177023746748,1.1113410536364912,0.0990741492970926,2.8910925352449044,13.006664698160623,1.5260591078772279,2.1041596887089526,0.017151129749296275
52,6.267747142926725,2040.036681672652,0.019178997474200824,0.5011089563627036,1.0560697599584528,-0.2966486232048783,0.19894381694251556,0.2926701822271563,0.11998612299465074,1.5473297272479747e-05,4.700471080557973e-05,3.113580817011861,1.1781977276873064,0.12757904794900699,2.550845754653136,12.992494484320193,1.5287906750690996,2.0919754382655515,0.016972698183557792
53,6.268040831798613,2040.035722790699,0.019532578648260194,0.5462303558988365,1.0274501066344548,0.15741761359558848,0.1999450973996032,0.010003907973881461,0.5666222917804802,1.637701073283031e-05,8.612262218351761e-05,5.363209170378875,1.1835102734274763,0.0647583470442668,0.9038448141347772,12.87445397049367,1.5260073628525328,2.1305427894819173,0.01710639319467211
54,6.2677776321503,2040.036849047354,0.018970047761064583,0.1891375695745133,1.0384708356088557,-0.12831222412904053,0.4435965097281999,0.1435377652397045,0.30800323124762347,1.4753722409167806e-05,7.888439353091938e-05,4.472617055063522,1.3550493231754177,0.2132418903039821,1.8523658145276944,12.919960383199408,1.5523171029383247,2.0691839618965884,0.016804063253247403
55,6.267959618262893,2040.0362048089617,0.018754108630471007,0.17714632987767776,1.062335237998999,0.449121321319327,0.31940775848466246,0.36536283420007176,0.24859237590170138,1.694065816557363e-05,5.3018976690446936e-05,4.829699644867466,1.1820580022827885,0.3037312774438147,0.6181924276083735,13.018432114120676,1.5531664234304194,2.04563010523803,0.016367622359481873
56,6.2680838825219665,2040.0358813519586,0.018766372711172402,0.3272226590592112,1.0499525008009363,0.7040820678352404,0.030534259138434817,0.19117583901744617,0.4020763103667042,1.2628906465519079e-05,5.34670719490778e-05,3.7360715546179857,1.1454737847463379,0.4966638992282812,0.04334031470866255,12.967824101653349,1.5365727770741466,2.0469678266509836,0.01657892330518715
57,6.267675455279195,2040.0372067467401,0.01969952476020545,0.5962889185019238,1.0489802389872203,-0.16709537588002155,0.06202327155125942,0.3978350548727914,0.06100722809241589,1.6277942886961894e-05,5.9364797607606626e-05,5.149383728627294,1.062319916668407,0.03176775085440695,2.786170962991093,12.963256953641837,1.5242256258057403,2.148752665476385,0.01728685762201151
58,6.26799295034093,2040.0357132762435,0.019751714091400637,0.5317862210758503,1.0578224743046114,-0.41586580798315165,0.09467445370619544,0.35422038306313613,0.17515266355593942,1.519429650588816e-05,6.570598012018645e-05,4.235837911982809,1.1931811593272346,0.1819076224340461,2.917751389355167,13.000018086787183,1.5267672831176582,2.15444528831273,0.01739544407296634
59,6.268109922179807,2040.0354287468745,0.019970440913752635,0.7724523012937025,1.0460488291966035,0.0374412047058037,-0.47102529289996065,0.3530176437422465,0.20366257926877854,1.5209309592757163e-05,5.621807058537083e-05,3.7443901438733684,1.1126570913955836,0.22326667036131562,-1.4914743753556903,12.951768770057331,1.5219776153271882,2.178303216270944,0.017602532672164887
60,6.267761440294701,2040.036909317174,0.01890968241472324,0.1220787880711338,1.0550787764543654,0.8386015480362987,-0.401329350815415,0.30306163826166,0.25129899429457037,1.498425225517018e-05,6.193384776560237e-05,3.6718849003277856,1.2808826197503251,0.8643178041947991,-0.446356916970854,12.98844904487298,1.5475009213955124,2.0625995290012633,0.016763044033300176
61,6.2678809741739565,2040.036746150992,0.018484877320490496,0.09072719297649963,1.0384939967588405,0.8488934933148922,-0.2216317247818608,0.4465237101537901,0.06644854375570146,1.3733737042604558e-05,5.688615648706298e-05,3.5380713022421424,1.1083300916511538,0.7697407844221433,-0.2553822871363161,12.920198449703822,1.5569144248963558,2.0162633310649314,0.016319942313684558
62,6.267824702889521,2040.0368598483396,0.018396237922159962,0.17378486902019405,1.0355125927861997,0.8457077773196484,-0.252366749823949,0.38875193921267825,0.15635316579728897,1.3589458393887108e-05,6.343439463852195e-05,3.7951885406819077,1.1645976625215435,0.7789106210356437,-0.28999645540897884,12.907745179174496,1.5441851838195606,2.0065948671934724,0.016261279786817986
63,6.2677702098859776,2040.0369766992055,0.018343795390613343,0.15763291806511417,1.0453025063111117,0.8481514722677881,-0.2702811695234368,0.33699396990374775,0.296310479965778,1.4658614810730581e-05,4.584083876267073e-05,3.071453733392406,1.041414881267967,0.7924128305089733,-0.30849681243713467,12.948219953939313,1.545946985625189,2.000874626181732,0.016464107673954436
64,6.267989129592504,2040.0357745236365,0.01882246157141855,0.16906137884489558,1.0578558540549057,0.6964248923611089,0.09515790193881428,0.37393641411211637,0.1650996637402581,1.744816119308412e-05,9.591431312535418e-05,6.12381259559567,2.094362221511719,0.49406265700157914,0.13579677360875003,13.000149541577462,1.5524405420025398,2.0530857959636704,0.0165798758790185
65,6.267995949347205,2040.035243039745,0.019496556288398227,0.591859525572246,1.0563674496781472,-0.4986149420805758,-0.048804574343854025,0.3126505692511991,0.2534209394101764,1.199957868653646e-05,4.0474278617988035e-05,4.53870308986237,1.1920793579778683,0.2509987469429007,-3.044023162903861,12.994059030067447,1.5233561392273014,2.1266136012039083,0.017055176171162752
66,6.26782564142787,2040.0356303178019,0.019668674834573265,0.6510157890260283,1.058597027509342,-0.5352169522888668,-0.19104221515943948,0.40911668727625067,0.27601040256397297,1.4996171872035696e-05,5.287620981506248e-05,3.9731992461789427,1.0037383370606061,0.3229543139904087,-2.7987455248730675,13.002958854113011,1.5209475108789952,2.145387667551876,0.017332956560954148
67,6.267946182289315,2040.0362780631353,0.019697492173971626,0.5755863546404747,1.0636976173468768,0.02234071937808979,0.14144884118112555,0.2013334035869676,0.3781120742503379,1.4074066721661858e-05,6.104021146081178e-05,4.794031939659418,1.0047519103282179,0.020506882413813838,1.4141482917711865,13.023976236497832,1.5256724890827027,2.1485309583468526,0.017077109572806642
68,6.267793331575433,2040.036434523403,0.019520937944742023,0.49639647116796,1.0715720663047053,-0.13016373057642294,0.23909478145040586,0.20478144209298899,0.4490230282381069,1.5905192812960982e-05,5.731962216448874e-05,3.654571902382227,1.0140374515963047,0.07410891127438896,2.0693316642807944,13.055823402761751,1.5300656109710313,2.1292730637896904,0.016980418165261177
69,6.267746584203705,2040.0360638278669,0.01946957764923273,0.4695738503467186,1.0530663979623367,-0.39076457584710245,0.16873491957889247,0.1724270614083944,0.46034110280171714,1.4210215512189465e-05,4.92810363775924e-05,3.02846418411797,1.0146996923396319,0.1811684268222612,2.733970485549506,12.980165545785669,1.530695292095598,2.1236708691571486,0.016897448360769635
70,6.267951585702637,2040.036513143583,0.01967145760493945,0.6001683321197265,1.050996736895632,-0.16124714900043158,0.009389364473032971,0.447304465612458,0.050147037186205334,1.4255716028290777e-05,6.14240927988925e-05,3.6325157456037527,1.6197096971799192,0.026088803225974833,3.0834286865259872,12.971939220373473,1.5244113065039555,2.1456912020439276,0.017197776455718367
71,6.267961284838954,2040.0358159740604,0.01938948876302854,0.5586971792564286,1.0485810525352226,-0.2580062606814646,0.14253699049580126,0.313553995297377,0.2938906434449003,1.462523034529801e-05,9.04911179561174e-05,4.899730922991494,1.236227904345799,0.086884024210432,2.636866139010299,12.962006430633691,1.5255256331659421,2.114935064116109,0.01711647835734555
72,6.267711537756493,2040.0370775875665,0.019049760786490566,0.3898360407624415,1.0556775031566004,0.04309442994507129,0.3782073298004924,0.34509616406644467,0.24525569459975724,1.4072464940142583e-05,8.338816685432934e-05,4.524443935636907,1.9717114096804973,0.14489791420710907,1.4573417092372236,12.990836482816034,1.535724173472822,2.0778787694080503,0.016734231507845244
73,6.267907492715445,2040.0363090910002,0.019462883621144324,0.4886107906743177,1.0410318608527662,0.18462416546044036,0.26944932945466016,0.2215904734872991,0.19921588914004199,1.3988371080219677e-05,3.9876750697464304e-05,3.0315288557999263,1.061389597410232,0.10668902361553007,0.9700788138311054,12.930751122309314,1.5291986025463957,2.122940708867861,0.01710257903630997
74,6.267972455726664,2040.035699260668,0.01819533654637305,0.07205373394063112,1.0541776819296915,-0.6465838419948542,0.16586488537478902,0.5266210725764404,0.0021151697615701434,1.4646343806684399e-05,8.103317944692732e-05,4.745915440559284,1.0401010979755323,0.4455818249292185,2.8904823552406764,12.985041813276121,1.5631060656625615,1.9846812742527917,0.016253096332446836
75,6.267972342087828,2040.0358992024628,0.018273622496569684,0.08787182507616924,1.0501108679920712,-0.6760580125054364,0.13660601642114242,0.47245095200391213,0.07238633428135453,1.5059022573455369e-05,7.866787283989705e-05,4.872536717368091,1.0377469895867166,0.47571563999525424,2.942214646630266,12.968322209953957,1.5612131918059282,1.993220421577512,0.016238039107283657
76,6.267842021378142,2040.036507454636,0.01919856862562567,0.1899664075269456,1.0418386449595816,0.5255410281902226,0.2647939168000295,0.10422127478110363,0.39743574371079743,1.4782526026836449e-05,5.9925961280523335e-05,4.958729549287194,1.6189491150179522,0.34630919068553734,0.4667229692431804,12.934000570548607,1.5515057083054427,2.094110188433511,0.016769842160870883
77,6.267833087121774,2040.0366659615684,0.019695055941948102,0.5662290263458848,1.0428183688840955,0.1004584277947429,0.17870643995463295,0.3008628232840839,0.17512909301011081,1.5733318439412416e-05,5.3868235453222166e-05,2.84322406159211,1.018475190920982,0.04202788739625041,1.0586787235806168,12.938041296223894,1.5253323596038553,2.148265222999529,0.01720745913048359
78,6.267844683607791,2040.036780726946,0.019440626240666142,0.4882844343800569,1.0418313145271456,0.2767075361698643,0.22690607119878053,0.21713536158572116,0.28199036723607906,1.6577731673558045e-05,5.2149445857783614e-05,3.394736430887264,3.8223242030886713,0.12805342572006284,0.6868303807760853,12.933973898123277,1.5292864882306405,2.1205129545838783,0.01705694436994442
