2318.143336,0.08501000000001113,0
2440.100928,0.033171999999922264,0
2563.603696,0.12832750000006854,0
2690.509206,0.16451499999993757,0
2816.295713,0.15646349999997256,0
2945.336529,0.14702200000010635,0
3068.403442,0.13523349999991296,0
3191.521908,0.025042499999926804,0
1741.961713,0.08918549999998504,1
1872.67493,0.05009350000000268,1
2001.378349,0.034562499999992724,1
2250.375514,0.07443800000010015,1
2373.763068,0.026337999999896056,1
2498.994719,0.09471450000000914,1
2625.746753,0.028791499999897496,1
2750.953611,0.15924500000005537,1
2877.092696,0.04954300000008516,1
3002.03038,0.045134500000131084,1
3127.728447,0.12750500000015563,1
2051.772856,0.04865350000000035,2
2181.076081,0.2632934999999179,2
2308.581522,0.31414749999999003,2
2559.151903,0.29872500000010405,2
2684.780851,0.30195449999996526,2
2809.879945,0.23275050000006559,2
2935.401478,0.20406950000005963,2
