ticids,tmags,slow_2min,slow_1hr,fast_2min,fast_1hr,n20s/n2m
2670610,11.54389954,2815.549281082423,529.3711166055233,3067.8428398902647,532.4005280625603,5.801544163063619
8112435,8.2791996,667.5925255880858,423.5532718239549,691.3234154501725,428.5874744357135,7.045296717171717
8194633,8.01990032,441.58291649906727,124.49452191605015,492.2096386186046,127.47107415677887,5.703157366141485
12723842,8.01130009,517.5956418896565,296.8756038797207,536.9394017542135,174.51833805567426,6.421852978265707
24705240,8.00769997,475.7612636595776,126.21505604643518,382.0029923124069,108.87390212306633,5.6067171504697795
24706089,8.00220013,567.0933013100863,384.24790512062333,554.6204979576102,382.24768590907246,5.693617303169819
24706893,8.20600033,1043.674887494584,872.3781482899567,523.88897635294,292.4249840736232,2.695524480192237
25132314,8.02890015,686.7401686138674,487.00431595386203,661.1719704346351,452.79806839642384,5.737154150197629
25133286,13.58250046,27286452.15782538,4267799.051916115,80426.90630800428,46689.90883307554,5.870973877758052
25155310,10.61030006,2138.2789594294904,1513.373183313845,2052.613550212882,1280.0241544163273,5.730405859665263
25230545,8.39999962,556.0947356089787,262.71987303688314,599.9641681460586,258.2697267956562,6.378451178451178
25247445,8.27873993,492.8850064454081,207.50179896302473,533.9112414986498,204.30915730620495,6.368294875636799
25300088,13.25599957,8686.794564687845,1711.7471925684229,8774.632595534536,2333.516085375228,5.892401798216523
25375915,8.18620014,538.0663713099773,297.5246612567668,570.5053997937684,298.2280111206625,6.3891254014489505
29284027,8.14669991,549.4486284518374,343.9516095697514,639.2239489619723,353.2122707833983,6.410210745028198
29344935,13.23659992,8663.361604480177,2866.356907918711,8928.5886500415,2928.9160328725366,6.0824082922884655
29433169,8.39929962,642.6246208504912,368.4072853869281,737.8521325678688,239.44420991195543,6.38314005352364
29495056,8.14890003,559.2684317148197,384.5272389225099,672.981420912254,408.4691209625575,6.355808043055763
29634122,8.05809975,464.8860329449281,235.95590955715662,541.4740832489023,185.8802860502723,6.344742360695027
29781292,8.93869972,620.0406626450289,172.66296751325535,655.913184772636,152.4660741361007,5.718903585447109
29821374,15.4090004,59153.81470089616,10896.005387019815,64267.3775024316,12469.052925596934,5.8555913414725485
29821613,8.22095966,1548.3715822303764,435.8191873521604,1587.8220682832896,437.4536323267365,6.3783039237584696
29831118,8.06159973,636.7623622242482,456.34472699612496,624.4854791115991,455.22578857873236,5.755348470927943
29840077,15.6260004,70873.50956302043,12447.532850774674,75246.49154269052,12999.72981035381,5.835859905906952
29857954,10.73789978,1570.1797192288966,470.4875403360632,1934.403490996523,496.0922452632531,5.792466019417476
29986479,8.00660038,522.3557709808422,282.00793511160464,488.13410478708533,276.5219708272146,5.766284403669725
30037565,9.59700012,870.0792228518333,163.5522485808461,855.7978588557924,156.56357924071747,5.7688772975658225
30312676,11.30290031,2598.2219268047124,1893.4880128885018,2675.9265916426725,1831.522572585733,5.805688437632204
30316134,11.06869984,4803.5763056410115,1169.7568891013527,4782.006148537862,950.6178120017158,2.745900837761189
30421442,8.03030014,390.40264099876,74.24491531129493,454.517646235358,79.97041469354521,5.820760521781935
30631031,7.27710009,807.5973246204496,521.2022775970512,794.8397630793304,520.670660247657,5.75097518602288
30853028,8.11369991,752.7849351092069,571.5150607506074,746.5416547597735,565.1988295358914,5.694471129956604
30853470,11.30420017,2253.4886368408183,651.934343406861,2334.2971459073947,826.9034908493251,5.794235466536395
30900417,8.05490017,447.3080301611891,201.6530635927642,541.4596739138478,216.80901370229668,5.824108241082411
31189268,12.83650017,7601.20462167808,1398.5429293665609,7355.124825279337,1378.5117933708323,5.85352422907489
31266926,9.63920021,974.4111804702461,376.46048080794446,984.3144381296977,403.40745201730124,5.892608739059536
31381302,12.48840046,7859.345618232538,5054.481109212718,7833.079570892171,5048.720945544827,5.921297205314484
31511890,8.04529953,601.5446790657296,426.9120533487428,605.0916160075352,420.0022547168155,5.730947923167602
31553893,9.3781004,788.5565991483355,191.5726021611463,931.4939535611346,223.02235266837872,5.805786908507619
31560152,8.03559971,452.80841100511856,179.68413450152636,664.0463471794156,201.7740790163298,5.79941950225406
31655134,8.36769962,627.5406159542446,405.8029044810551,561.6534628196273,359.7473816590748,2.7369818122234966
31674330,11.57740021,2377.6160164968096,662.2912674373179,2413.8408764696537,722.4190201946385,5.838053161439849
31705248,8.07719994,1466.3943011634396,1314.4121480443405,1463.7485866577304,1307.3625621200408,5.739530602853199
31814318,8.01729965,1534.647294371539,1377.7994165131483,1520.9641428525467,1368.5945680258735,5.755484865378939
31852980,9.85420036,876.0491681386804,173.72336482972392,851.8202405451669,186.1635142417622,5.759511790853613
31942864,8.4762001,538.7167814296487,217.53131442877896,505.7028135369686,220.25066457826375,5.740424204616344
31946252,8.46459961,1012.4240973729829,831.9455598473107,577.8212284079641,350.7298246533877,2.7439905811557708
31959467,13.83100033,20556.12885019153,4024.7899125199096,21188.470492893142,3964.829970231308,5.87797147385103
32000460,8.45349979,495.30855037463647,95.19918008450769,464.54104093112403,81.87609978609696,5.764482844356042
32036692,8.16180038,1220.4695253656216,1069.9914135918234,1206.5973397681798,1057.3006049397404,5.773115011275615
32068755,14.8920002,28943.143089748864,7530.6981772597765,28618.176650609123,6408.696608076867,5.873226980509541
32072326,8.8465004,1152.6568719584463,942.3963143737892,1147.3086874183175,916.1658619004769,5.755881484398071
32090583,13.32919979,13252.100765483243,6495.260494111261,12831.520238515152,6144.105271318017,5.857464519650655
33716446,16.27300072,105273.68265414145,19131.60342370791,109514.98216651908,21521.233200497176,5.851855566700101
33834484,14.11299992,15250.245978700583,3495.914119739433,16659.000147205286,3760.305710528037,5.853209116848293
33836359,8.08230019,2356.1625599408344,1462.4292738905306,2348.653401317773,1465.5536982754581,5.772632266492488
33840009,15.75409985,61031.29029786979,12567.647653772221,60980.2697878986,12724.385734076193,2.751403532794742
33864387,11.40019989,3980.3035548304283,2641.436162503434,4017.2076863827597,2657.0262113336366,5.803717935403468
33866571,8.38560009,688.8942450266576,478.9143465502087,667.3107996932416,475.81729553356485,5.772233600198597
33878688,11.17619991,1977.286686039271,441.1175440083605,1929.6240691206276,456.2694816856499,5.854973910116142
34520844,14.60599995,27531.200820979513,4892.486167227604,27031.218881674715,4895.889732160667,5.855404000244663
34721929,8.01609993,456.8025929655527,187.295485028534,485.5348186529142,188.21054157498017,5.730120030007502
38460940,13.10179996,6478.886003921235,1346.0118204970056,7017.731760029055,1383.017471419417,5.814562634614049
38469560,8.04669952,549.9878327106336,355.7692495561246,547.4636241822599,348.9890895598635,5.733333333333333
38509907,11.97550011,2946.251258846019,554.6013028991241,20507.64249378502,18479.96721804056,5.766280575287819
38515329,8.01739979,535.2132391987927,324.5162201919677,528.6560899903624,319.49299423994944,5.783581601986149
38571020,10.18050003,1142.4338696921677,225.9821269177551,1186.9733592086693,246.42726449941696,5.757112328035261
38583513,14.25479984,18720.71972254803,4427.22442583765,18326.123872690117,4233.860455403212,5.864064509401828
38586127,9.78789997,872.3151155066354,167.88279317062717,920.5257226714131,165.80464299735232,5.827404208650353
38586438,11.67039967,27724.413442080004,22087.079640642314,27785.72816040766,22190.54407616512,5.809543397778692
38632722,8.18519974,638.352601818555,431.1665212002469,646.9208605231985,432.61863511925065,5.72056338028169
38633493,8.02530003,445.74661847421896,207.05042841560868,446.22638472819995,194.99883390401052,5.784526192283802
38696105,10.50409985,1249.8296269024895,234.67319455940023,7654.700513574018,1426.684015439412,5.809488003281154
38736839,8.09049988,906.8476396192742,728.0862238921229,894.9769745219158,721.918883819576,5.653316562955117
38811498,8.02299976,398.2834429195138,95.28094548256269,406.140248439605,107.16757797146118,5.71290301268499
38823638,8.08920002,567.3227766811051,398.23738209828275,548.5788896525877,400.84546900643664,5.670615949560036
38827910,9.7510004,1628.4794562076643,1140.0446943497307,1897.8218136968367,936.9281269487512,5.75273849830711
38833347,8.40740013,862.9253294792882,540.0838625176108,520.3113077005364,167.6875989461425,2.968810595852368
38846515,10.31569958,1747.9915709150391,1205.071365411787,1831.7962951586198,1227.5389986158127,5.71898518644645
38906005,9.60459995,831.1845597023306,150.1608447036951,920.7093879553979,181.53476606036045,5.7176
38952079,8.18159962,777.5457008624292,590.694754891292,464.36508467840326,223.856134707932,2.7046062407132245
38954456,8.15839958,2289.295978661298,2226.5124839952364,2290.9775153429446,2205.803432951458,5.771689497716895
39015747,8.03450012,766.9195345173422,563.1647439980358,741.7043885996369,546.6633342620371,5.645649432534679
39070579,8.07820034,588.3553533654475,383.30637617007756,595.1005709036357,383.11498969498166,5.636629384850026
39080180,8.28289986,679.3635422104516,454.7897579373166,666.658415919676,461.83797631952064,5.644010477106197
40898510,13.01220036,12753.510813951678,2577.4101860735723,12081.504507541378,2609.148155452689,5.8012844263307395
41035485,8.4083004,633.2119660607173,337.9840385906108,607.9932906893349,327.6784671033198,5.920475319926874
41227743,10.71399975,1534.6313237130548,299.2667938635873,1609.9959771118263,325.2758207438855,5.759735927239527
41256025,11.13700008,3144.192955018187,621.7901972027329,3220.286366409933,666.1891894660529,2.6972682961040784
41259805,8.83920002,3407.108299218126,2620.485218869457,3647.5401823833467,2853.364941590027,5.816442885095473
41464373,8.07460022,437.94034268483597,106.1464173560397,446.0605413966886,92.56515810165556,5.802449557999865
41488282,8.0163002,525.077254116034,221.72809187030157,476.73675560412323,144.21497637893134,6.553232881937822
47316976,8.97173977,629.5578179833132,154.87241445676744,848.6813777798156,173.14451408781412,6.565670137722539
47355413,15.79100037,67952.75812069688,13475.365936265385,73752.33439587645,14394.339734758663,6.164791854832088
47389790,8.0163002,479.7788105419021,242.54355315625867,521.3815271583544,164.56153343495933,7.020354128744001
47424873,11.11219978,5230.954905312729,4490.385502574459,5401.495068264448,4235.4176649085,6.15840927920464
48838982,8.01210022,754.7532372812069,237.7285204383256,456.69579029751736,121.34054442854831,5.748831702909839
48938394,12.42259979,4655.537003261901,851.1754128860164,4591.541628859632,808.0968130373428,5.877414244805946
48939546,16.08799934,138062.71927854617,69598.9722147682,138652.7569136684,69576.31435367916,5.856399902104748
50312495,9.8135004,1073.731780348549,548.872297022243,1097.4484268199647,540.0739747163663,5.758229808547797
50379749,8.13329983,2267.5243773530956,566.1874866626964,2213.405286253217,590.0898937939205,5.7018004251926655
50385872,15.01229954,29350.080779059856,5593.051196511818,29448.26777957348,5804.274160120412,5.902817979172905
50386332,8.53680038,600.0195537627826,330.552615919408,474.57031722489586,100.99505900029747,3.003975484512175
50491108,8.42029953,642.4465622843139,418.65756401550465,457.1975804538854,86.96543781437205,2.736957242293669
52075621,8.98659992,826.106087689241,476.1652308323939,651.6956564502957,116.87437895497176,2.935448395374413
52120817,8.2191,556.5896899812099,306.266399107215,556.4334081538037,305.50789970734223,5.623877745940783
52122434,8.15690041,524.3347207006092,260.2840059282225,507.6835835234145,243.33724615793244,5.67949141347424
52204645,10.85449982,1644.7825763437306,304.4380860650514,1588.9654451648055,302.8417239438603,5.760438056125941
52315037,15.13389969,26903.69914121247,4945.427511433418,27634.165196262657,5433.9432274376495,5.828415973054377
52368076,10.19849968,1122.0918652305209,270.58920520682864,1762.4904877396757,403.447379998469,5.696345607100755
53783180,8.07913971,440.63140909007575,147.3126898854038,472.5439970276736,127.31515119317099,6.3683500674359355
53939120,8.15466022,712.3283612560026,415.3656061916408,725.4658725473497,413.1094895430057,6.348746434469299
53976522,8.0291996,554.5423709769387,337.4313872162511,592.9028303705339,310.37482856863124,6.331802093531139
53992917,8.12660027,441.6231816491143,83.55458687953008,479.63885762685123,93.03911338072739,6.360074906367041
53994275,8.05189991,570.465230401547,146.89942918299204,508.65286787509314,137.38749041999574,6.33709216659149
55269690,11.10879993,7661.170860017574,5960.607188635724,8057.8439329173925,6120.615870525404,5.759768699103538
55366779,8.28390026,615.9175174670024,356.49419069518996,610.793403711036,339.0038654722216,2.9739541699973353
55383975,11.25949955,2070.5899839063286,728.8133053868182,2143.240075341566,744.5330481719171,5.74038950042337
55401680,8.0,589.4984284234822,368.85639597244614,602.8089899141647,380.79447206445275,5.68004655803126
55402580,8.16740036,453.38975744271977,94.06939324515405,424.34504518718205,91.70181529608838,5.7092917569740615
55452078,10.34130001,1253.423721608886,277.85285176527555,1308.8237789300692,294.5387806506227,5.727160188165388
55478693,8.01290035,1010.7238337236522,870.7954344296645,1014.8868195058142,845.1912303309293,5.703222178113008
55523561,8.22029972,948.8108649476292,467.0095544732016,986.3905225083961,612.6794569423414,5.69194548529363
55525572,9.84669971,1263.5118999340284,795.1391304586232,1303.2127077867526,769.8512633131494,5.710773704855945
55557707,10.76729965,1607.8686706961973,473.21435171941016,1675.0010249279935,535.5326871355869,5.745806190299389
55604274,8.03969955,819.9686087398611,647.4850642086863,812.9640050924764,641.0617004665474,5.6999039639699305
55650590,12.43120003,4291.217883437006,930.5376539739108,4352.42131226457,1130.6849392941035,5.832210824439609
55652896,11.57479954,2498.156278802611,934.7251400228597,4063.820242572439,1083.919984613186,5.777520908410961
60369861,8.22130013,555.0060996804276,224.11372962078548,594.5765619829618,219.27988112995715,6.9003026227303295
61029108,13.87300014,17130.22611649127,3121.5206951872774,18281.226039651603,3405.1139134404757,6.208534067446662
61136774,8.07190037,8079.732562509324,4877.134082333452,8047.834933742813,4962.1999322632555,7.1787290037928635
61213676,9.48880005,2946.94854387656,387.77453290205943,3027.3799518612495,441.9561851311096,6.6855301971743515
61327770,9.46459961,1596.9589310773606,382.04872772518144,1672.3271678824642,380.7943596332724,6.748625841913757
61379646,13.06999969,8414.982553187649,1615.0298441888638,9006.269520858297,1560.4836389348939,5.895225667792447
61621625,14.23900032,24643.176356481745,4788.745160908132,26258.702047421302,4874.294244555087,5.8107565103160495
61708139,8.04230022,536.7228040553931,157.47663028252924,495.19712164941404,151.1725263123379,6.954424484364604
61728030,14.60000038,35700.83723707244,6669.367147259593,37139.19764099533,6831.742548355044,5.822894168466522
61857507,8.08430004,509.11085767158033,299.2894131856943,606.5725772183363,300.35270060981543,7.121386832878847
61896955,8.06610012,516.9432165045101,284.74559316546424,558.7329741779022,143.4742011266017,7.187814508012696
62020444,9.38922024,816.1567132918454,147.26459130552792,1032.4938975760656,177.51439568913727,5.732619066239149
62184518,9.38189983,1363.575483856233,251.79729730027896,1522.2925163572695,286.0556357429861,5.702978443310844
62483237,9.36359978,835.0697798640674,276.48171118770784,888.1079682417461,207.89999555003564,5.852416666666667
62483415,13.90600014,12411.863350447267,2591.3439153339577,12602.382531876967,2617.978452662252,5.83399966683325
63280289,8.1644001,643.3024545232806,378.65888469470804,621.9279235310921,371.27805912085137,6.949778557700343
63281499,15.64229965,53571.02749380244,9576.89573480405,56951.607689629374,9675.069279801648,5.876792753501635
69747919,7.72749996,373.170228121424,81.08564165442472,436.4950444315503,80.37555600149513,6.385443937467275
69750051,8.23945045,455.7911810105886,105.97650837662883,542.6361387734731,102.93931781814157,6.381596651218418
69813909,13.94659996,14389.087498648265,3345.8332375454725,14816.636395539794,3154.3784786219708,6.083843826112628
69841698,9.40476036,737.6670997133463,148.00462107498285,985.3110508055605,202.416699723097,6.14448125282337
69855370,9.19250965,709.6482946532178,126.0436476982161,865.3937449967935,158.38560682334395,6.412622804406073
69888397,8.15789986,526.1444402910132,306.0943266707332,604.7030810811495,310.98653888469977,6.384448760083657
69911593,14.32800007,24183.557306729905,4806.815461501624,26135.44090441235,5521.0796667265295,5.82949377469619
71274771,10.20359993,1897.813298478692,1305.415441446588,2338.891925207921,1299.7997157462862,5.798131942107035
79023394,8.03279972,469.1225490000064,169.85403783856418,495.8143175899899,159.71037524963364,5.786749226006192
79056222,14.8757,30304.972389956256,5357.42262462274,39094.56143484893,7360.798606698403,5.882406674380366
79154958,10.26099968,2442.10323653927,451.94754888257836,2812.7405965153257,543.2943436872062,5.655949788651211
79180181,8.23429966,548.9758759332245,290.17496951056916,592.5911461188181,247.86647278526104,5.775303894815182
79246796,15.56499958,61005.04049125322,12033.721100432382,62803.44480770296,12592.464956068743,5.830310880829016
79301758,8.00329971,405.36335950629325,105.53610046384013,443.4270117622146,105.864832839358,5.7225701402805615
79394364,8.03450012,547.262285037435,341.22855815155805,572.9268022478149,346.0003817317137,5.735826673326673
79449320,8.27009964,548.906506015421,298.4966780272348,562.4907511577322,243.84140984162082,3.0612737699969816
79659787,8.03129959,1768.4886227909944,362.6615526296627,1799.0146647730232,445.9731134080264,7.123576220939304
79748331,10.00590038,1058.757948007212,257.48428844099647,1220.4534342204995,275.75581595298365,5.730843585237259
79753826,8.23130035,535.3642740734753,251.34795242388896,630.3984224662837,263.2634739446318,7.089813800657174
79880315,10.21039963,22016.630213556356,19764.011651218945,21731.83405820592,19214.841003781214,5.811765615337044
79921794,15.40499973,58095.577868140965,10100.75867178509,59775.05871394816,10194.546245393012,5.875981999847457
