ticids,tmags,slow_2min,slow_2min_part1,slow_2min_part2,fast_2min,fast_2min_part1,fast_2min_part2
25133286,13.58250046,703290.6746681504,166325.98045753405,2542492.2625316028,80317.97188737929,82562.58413248314,77713.36740091268
25153759,17.31839943,165623.98918766069,167301.92147608133,164900.77383803652,173914.5975944149,175335.51876428473,172457.41652959844
25155310,10.61030006,1726.6124855583712,1881.3962629909784,1792.2335237819416,1653.379631749852,1637.9961835569275,1668.8756386438465
25948892,13.31200027,8857.115585460657,8704.07943179783,9076.102405228272,8656.072365692764,8541.938604589926,8769.24564278317
26045568,8.06540012,1184.9804432089365,462.9144991978786,1910.630157343819,301.87144280676426,298.58008737492867,305.11097090448885
27626711,10.03100014,1000.1646699647088,987.633449955033,1015.5020476052374,953.4971927061305,952.1944165770132,954.8187965074842
27628872,8.21990013,521.7473563909562,777.232597391065,693.1922297166996,471.5233196410521,483.1249591743757,459.4228424560642
27629918,12.21409988,3643.504038136242,3653.926798017537,3650.4014209500983,3590.856083265807,3578.8565040439894,3602.937507275501
27654821,12.67990017,6664.432802888643,7577.820903705584,7448.861930627801,6451.683483353595,6267.003323935284,6634.300302847438
29779873,12.49499989,11147.138922433654,17607.59887964761,14916.326053006696,11038.980732670674,10947.863292076368,11130.593618522716
29780677,13.23239994,7828.524130947062,7830.8953607859,8299.741460802927,7675.677501312887,7473.425659836514,7875.990329767568
29830830,11.69849968,2691.1965294246875,8160.841350539438,8821.918443277873,2681.5456588943707,2500.631028566298,2853.4615330709944
29831118,8.06159973,571.32935372278,691.6763776180363,717.5721096614351,518.7642772227316,491.9142218627943,544.6837254056
29987437,13.34799957,7380.155360283556,10685.225744402464,9284.954693909265,7221.581299288758,6998.91364513244,7441.14964468124
30037565,9.59700012,878.3175851518372,859.950849771143,903.8698824867678,818.7508353535939,806.4201076931517,831.1010369020486
30319402,8.07549953,597.5962393095396,1016.4158056994144,1172.1578326622807,462.8879499123207,442.6365021144425,482.57687431540893
30630877,8.13230038,521.2125422322666,616.4548087224192,634.2187899812013,441.33291682598156,435.966264507244,446.7134480121319
30631031,7.27710009,817.7723658943781,856.2939075319139,862.2153569775361,798.1197655141654,793.7611205837584,802.5249824260272
30848598,10.89750004,1914.4745027207284,1996.4131184127114,2018.9207349048665,1867.725587859646,1833.5860327495748,1901.8017683542505
30853028,8.11369991,603.0407459226527,724.2517978861066,721.3431333710339,525.2195001870383,555.0616058940847,493.0126730674952
31189268,12.83650017,6611.343209708566,6635.417178829352,6624.4521144664195,6557.478860159937,6558.2208625681415,6556.680605946753
31266926,9.63920021,885.5986181049943,865.4924697132371,906.3767722223477,777.9208877453902,774.4073642533176,781.4748659380042
31381302,12.48840046,7481.914522002512,7215.616098373282,7580.676039084499,7280.556833063122,7080.031772669068,7478.890645557478
31383649,7.86950016,399.6005082377115,426.1715373662926,438.5399142942373,320.3502664578417,318.6560194666143,322.0636198640118
31848001,8.0401001,443.65870387623875,478.5746370948879,489.40484560084525,392.5742841538573,391.7923572025615,393.3669938014731
32008233,13.52009964,50222.50794557908,53347.79521751412,55482.34614448192,50239.64280490085,49081.404140963925,51388.99147681247
32036415,12.11240005,3355.698524028375,3596.489292551351,3514.3226732444737,3306.39987482022,3320.0867197744365,3292.398803169046
32036692,8.16180038,500.3954147843208,551.3775943093552,592.5322232067465,457.23289940260287,453.3186337671356,461.1014336525508
32052779,12.78240013,6038.686294113437,15932.220730705189,16705.333157836376,5946.0847401190495,5622.327320353666,6256.493517384591
32068500,12.95069981,6280.97948909399,6047.002784280763,6559.989049470246,6291.056219676505,6145.8709805465,6435.297740821875
32068755,14.8920002,26352.046516048795,26398.432545940694,26452.649558151024,25159.792645276117,25145.420531328917,25174.38325447556
32072326,8.8465004,673.6476165970159,745.3034625012941,772.0672648757443,616.9944452244499,614.8725291937344,619.1452087972887
32089522,12.97679996,6926.584791214099,12334.863141168204,11914.457710319002,6928.715491210952,7293.378743201655,6536.944954254151
32090581,13.50640011,13098.187772655221,16970.749346853885,12617.535205463251,12664.250521207345,14063.667347712926,11061.505558611587
32090583,13.32919979,12116.875883590972,15170.971653411041,10929.63738671143,11604.686909951683,13176.491459682053,9750.336667278298
33714875,12.39640045,4697.572596911556,7156.164157666607,6805.819171605286,4665.619449944045,5214.369942633514,4031.779957853029
33714944,12.31410027,4494.402194012776,5213.871106571504,5207.720436257259,4098.822023846351,4058.134356326235,4139.712706119721
33834484,14.11299992,15671.271557243204,15594.239281703149,15788.379230157585,15876.536208531983,15910.272751422108,15842.161187867812
33834564,13.82960033,11970.210311270253,12725.254746813012,12692.999541839412,12408.30985192436,12406.619452832965,12410.014265417867
33836359,8.08230019,2268.5529514898967,2082.790341863306,2391.8788942844913,2232.0693673374294,2071.9985251720605,2383.853339901325
33864387,11.40019989,6581.782996903863,12328.932719769851,14818.556620457208,6026.3515664744245,2554.569658941102,8160.852438627802
33866201,13.79469967,13925.684281182977,13957.500090999241,13884.93237449751,14288.177364392403,14293.005286546353,14283.117812641005
33878688,11.17619991,2045.7197836784599,2002.0705525323372,2087.9111042703053,1943.412326945414,1927.6865611992025,1959.2695487464853
33878971,12.99940014,11314.19926473961,15267.828239992417,8427.731816332198,10750.28371225612,13114.082376017364,7629.344433830213
33881250,12.875,6301.977301532945,6904.623932053371,6907.795425458807,6524.611086154935,6512.428542087062,6536.831731971259
36016272,8.01000023,451.095493023412,472.1259469987893,525.944518125818,398.82670830817784,395.866998349692,401.81390863027747
36019134,7.05639982,359.77211976730956,331.33055639264234,363.9641894147445,303.68711171445653,298.6594008032197,308.71585858983246
36635061,8.11740017,467.3560275359339,626.1724396299394,621.1208496056618,411.15566603580226,412.2465644365658,410.04205320988444
38459395,12.59210014,6446.280717760699,7861.683582463048,5116.80341281571,6342.750617990339,7335.325983489954,5140.9554464560215
38461205,11.7979002,2832.1842449574146,2847.1244380476455,2826.0419222957894,2862.077501750569,2874.9744126455716,2848.904103193083
38469670,5.77540016,167.75816081588385,159.62568559625888,177.14918333648748,123.04841209740921,122.56320481687867,123.53988137532589
38510324,6.6230998,227.1302434790938,214.12275444131632,241.45851324829056,180.15287447843014,181.59373970314826,178.67555043820076
38515329,8.01739979,515.9590527783945,542.5037867854879,570.7414919792658,470.32815528022206,471.9204636957447,468.70328022139233
38515801,13.26659966,7985.53923722998,9058.431853030414,8906.343294035763,8136.683003325884,8184.84705882635,8087.350057151343
38518773,12.71090031,5441.438997406516,8959.983584351601,7272.618478976926,5246.15098807098,5134.3280331596025,5357.41751958989
38583513,14.25479984,18589.587553978377,18464.904012050774,18743.63026035726,17819.629938721846,17791.82051266882,17847.86592289517
38586127,9.78789997,887.1753471738574,864.2018557911707,908.6136877864319,835.3059381547798,834.0290920852462,836.5997714359675
38586438,11.67039967,27184.93920950202,28085.28025661501,27686.959139923827,27156.977209624896,27166.24784904996,27147.547752811042
38633493,8.02530003,455.0972955107309,1015.2086833285289,1183.7571579631583,377.43062355846064,367.34012549103716,387.37547423061267
38811498,8.02299976,382.709336667417,366.3403640740562,398.29425225835337,332.85049646814826,329.6569355131432,336.06397516915246
38827910,9.7510004,1882.275828764288,14207.783242002912,4758.8643091907,1690.219623776756,1941.9807173230452,1387.2923642235016
38846515,10.31569958,1695.0521566357436,1830.58612222338,1879.9905800585773,1658.9518652240824,1640.7491849697685,1677.2451163730516
38906005,9.60459995,824.7523893159837,800.2137332499178,849.8172183222363,768.949176522135,772.777865835323,765.0369909172734
38954456,8.15839958,2770.941764036274,2758.70930863145,3012.7515247149645,2665.6137318860074,2182.722964823837,3080.1208512059657
40898510,13.01220036,11856.839785096989,11780.988786987251,12049.337286843362,11498.309605593102,11685.495113000174,11304.692650729718
41035485,8.4083004,647.3993035415159,711.6181125248314,711.0443616668692,539.9672584493542,532.8581819332313,547.091001697809
41259805,8.83920002,3239.8980964156917,9558.603045644331,9842.101921221038,3041.7478107012057,3065.3979804355267,3017.5038804901924
41464373,8.07460022,429.95134785548726,417.27674024819515,444.3970471482034,344.8664115798116,343.57393007413754,346.1758410371425
41488282,8.0163002,499.46227042347584,1496.5704300320397,1094.3027151773445,454.2402723386597,442.9654226650578,464.38388431862506
41533357,6.07320023,195.3442645895755,180.42747963947326,210.6975461208891,142.46451360472295,142.14630413371708,142.78734006924597
47632865,8.01049995,461.257270979726,1018.7420542989173,880.0543950111861,361.7283654769722,364.6489116290186,358.72620671498674
49927077,9.55784988,819.286571757443,803.6858967488272,836.7630788004346,781.9193010545583,776.1589307963465,787.734012923173
50106987,12.68400002,5679.0890820176,5729.30226439952,5644.11978772437,5503.896746287697,5548.003440334478,5458.673134802634
50107996,8.02610016,430.74175822458307,1381.7356091354732,780.9123412175927,361.5153801742855,359.0784772149533,363.9638010818292
50365310,9.60400009,842.4331745755309,827.7717845137797,862.5923597655293,789.7828058973525,781.7235374224098,797.8910409160709
50712784,10.55790043,1625.1168948461243,1799.78929310711,1763.134335077262,1574.2284258265117,1561.492787165638,1587.0839518457701
50716374,14.12209988,17422.407375236162,17517.57516779335,17538.494870652074,17645.70863526455,17660.504267345314,17629.673817615112
50719221,8.06937981,1557.4572382048739,1555.840650403155,1570.069011562473,1550.006363987794,1551.3903896907307,1548.597767318941
50719539,9.55863953,829.0449599509457,813.7544084427516,877.5302992492582,779.9823470528303,779.9201356650716,780.0185241909861
50753571,9.76200008,836.4979168729153,830.5018592884948,844.2368623599368,797.4845799651954,798.4257696639352,796.5245502002875
50836040,8.12580013,497.19304415505724,1009.6022298234824,1043.6511698950997,452.1297265465428,456.62478270251677,447.4993622425799
51254335,8.04339981,472.40184281822854,1016.2701163651925,864.6601391519051,411.9858614828372,405.6031088664653,418.36893886121123
51510104,8.00399971,719.4164681848484,719.3776740804531,731.851581450079,694.118024299775,694.5649021743421,693.6632268028594
52455342,8.03030014,526.4295120718999,619.5019583127761,618.5308701275527,479.50350012188403,488.2109783323846,470.48118369621915
52640302,12.05060005,6795.9347270802,7031.563977185718,7266.7516898431495,6554.990475448049,6432.665749321,6676.7842961422075
52687259,5.44430017,211.80093409989163,192.8385508762786,230.95284857031578,108.51024101724717,107.02121932671508,110.00373891740838
52689469,13.63729954,10665.15243870893,10569.757309247829,10837.221502302276,11371.526750791478,11286.35984725091,11457.411082623172
52980684,8.36520004,568.7855907130948,618.1496115532393,670.6084792994335,531.9608803562364,517.3637907078761,546.404459055472
53458803,11.86559963,3643.832956555994,3806.1764348945644,3699.3174507520275,3587.901712210951,3572.8738938040515,3603.122672554988
53688090,5.41529989,185.1691812917513,169.4078197871388,204.63475942365534,120.50217566864877,118.92961561309174,122.08035810479001
53750200,12.23089981,3980.6935469451873,3962.866246101147,4066.9511327531245,4065.2244068643417,4061.3487553181426,4069.1595523998326
54137341,4.66699982,332.0737918121002,224.45682239406128,420.4648373340602,431.60685474580555,298.4609684858331,533.9704708635265
54698149,13.71000004,14125.040372447782,14189.220329226551,14108.46124994748,14217.641639463238,14309.620472050281,14123.509338659558
54869684,8.03730011,500.88662296063825,1265.4738414130286,1174.9296981681955,465.2301217021857,449.6672333518438,480.53803942480727
54957535,10.24590015,26979.950459802134,24302.051066929416,23977.432876371036,26635.10666287302,26780.528898721514,26485.76657025814
55269690,11.10879993,6431.563398827883,18611.80637798715,18824.78854716368,6224.786145654071,6417.365947172285,6012.073545050888
55272404,7.22209978,304.9472968393381,294.05305604457016,317.7953393322595,236.27679361614477,233.94890360171183,238.62088530479073
55298271,8.17990017,483.00565924910813,533.0040451680035,524.40546460455,379.0527915353969,379.9874300877574,378.08101951007245
55401680,8.0,528.72911603516,1171.1614005877877,818.2427563396055,449.5673411950701,463.09979192803706,435.24762573603624
55452078,10.34130001,1172.752377703606,1155.308626630664,1202.9546507547811,1120.6648877687992,1125.956416941684,1115.2572629117194
55478693,8.01290035,538.2832507871045,632.5761158057512,618.2608950326863,460.94198080484483,457.7525048719294,464.1603171912481
55523561,8.22029972,1068.8865427831872,601.5076848203375,1445.8637484962624,411.25299816317334,416.57268145798986,405.75748422588174
55557707,10.76729965,1512.6328126268131,1486.7236433081416,1539.9004602318498,1422.96193787928,1435.0696632143602,1410.5418106335374
55604274,8.03969955,521.859591089507,579.4174196672502,595.7950498025225,457.0177983847861,452.0853812416059,461.9765167413933
55604374,11.83370018,2779.5979586981716,2747.8105923696235,2817.462229978292,3830.9663457308334,4660.666196983461,2740.3685579061744
55650407,15.03359985,23337.062286226454,23196.65871199465,23486.364926976916,23547.38132326987,23461.7089199767,23634.10416678027
55650590,12.43120003,4091.8912019060476,4068.973108463876,4131.8267753241735,4018.7396392811042,3990.9705359312743,4046.7762045080303
55652896,11.57479954,2378.3609648060383,2358.0271553743755,2422.3079572635756,2244.92741936905,2245.7648039507458,2244.0756128902044
56380389,16.375,141771.30966270372,144405.79601147026,147404.1623972351,146798.23039871128,143288.16576797195,150280.94995291455
59534248,8.24030018,782.325236392695,3609.6105573212008,3550.716019563914,649.546723817192,629.2782795075079,669.1744870457986
59651924,8.00599957,476.5727833580559,474.7090635746033,497.4942360548559,386.2766424007046,380.3367315486597,392.2215186857054
59730055,8.17339993,545.3558109635976,690.5211122056309,692.6468266915681,462.7761954764925,468.6032169844481,456.7646049774327
59858193,8.04290009,1019.1209699714373,2197.158679852241,1921.3093560288353,381.0017933661497,399.2966219262227,361.36922656004225
60423761,8.03129959,807.3993979725486,900.1314186155215,1177.0777833947543,740.9949871714673,656.8356564902695,817.7528169152367
62569281,5.40880013,173.92032251499143,163.13003870379822,267.4034989487571,113.21473272091659,110.63420311938359,115.77778741287466
63196845,8.00576019,498.1673743936696,524.4790691230962,531.1547158101719,448.45785597740263,452.14988007118774,444.6697833139837
63423875,8.16489983,483.6773669580247,524.255793552125,541.888741367616,420.42171839469887,414.64188190269726,426.2105755575582
63428034,12.17000008,10000.920083115987,9679.410389668286,8074.44689765031,9708.669016716958,10401.073894823947,8950.307909597823
64065116,8.08419037,532.2541427330287,601.7595509284167,620.9452523660497,499.36360294181134,516.8900808806426,480.8739375351263
64298181,8.01984024,466.8084616240789,524.5541685176586,511.56872006856054,417.29907228846423,411.30206396525585,423.3083714938774
64539333,8.7517004,7559.1533922753315,9501.913761416328,9519.719782319191,7165.390440694394,7243.412608178367,7084.953239039988
64910894,9.08798981,689.610337176943,665.6585102795739,715.5559328018597,632.1843383866545,625.055183857171,639.3503982254741
64911153,8.03559971,658.2832257238584,1852.466051594483,3172.884235359624,449.91446882769117,432.1962238473582,466.55442795865224
65062000,8.17782021,472.6836069270393,1221.8134430192492,1378.5935486799356,444.4790809622158,424.1873717736062,464.1864282832311
65068595,8.80076027,615.591551125965,703.2997439375374,703.693425733147,557.4848967124486,550.0399687189155,564.9529785394436
65145453,13.10900021,9531.572920723049,9631.560750228395,9763.07138366087,9580.53082861552,9548.370211303736,9611.567948021016
65155744,14.19250011,22356.33092590144,22456.028966151483,22150.89704607994,22479.85622039549,22544.325256305336,22413.782396948973
65212867,8.87759018,638.6716116015493,676.3426220293104,708.4625244165765,601.1585089024527,599.2162667856061,603.1045921208893
65673065,8.09770012,1191.3946007357486,7483.124751615318,7634.433243765738,1464.1907727973235,1609.859384776276,1297.4442014241904
65951358,8.04930019,916.7758668814694,1012.2899059838686,1036.7280886755439,885.5627876561157,900.9647278783926,869.5980263909383
66186327,8.09980011,439.3661747829546,436.7758887203551,485.56339541192466,397.20545991339634,392.5269380464234,401.8734118427596
66239853,8.0656004,503.46680279692623,1566.3893589329357,1473.439337933421,519.9318276016651,410.6596410727849,611.2395629149082
66315917,12.17780018,3763.171707846602,4083.0729284044496,3567.319348478038,3668.5414755333477,3872.8022629369543,3448.4440937192203
66338087,8.09140015,517.76601577304,934.4187978426684,1671.1045409425524,387.40880128279576,384.02874605557025,390.7589283544405
68064256,8.12950039,467.72232038284886,1412.2802953122834,1227.1445832783945,410.0081694453245,405.03552769619154,415.0001207731355
68070930,11.7201004,10691.848991580577,2981.8339615186874,14600.51846795815,10839.083847337324,2790.3471527164957,15134.150414611366
68359524,8.24030018,590.701555324646,794.7839606116282,1240.5426051826976,414.89869838232653,411.1576565060475,418.65790065278094
69366876,16.42140007,124531.00524244292,127043.12459636504,122781.03972361368,123559.29081494604,125815.59071231585,121219.89063161393
72983511,12.03460026,3546.4017176073503,4866.757089276449,6015.257100302146,3826.3123694190417,4217.880735199062,3381.973402897105
73036915,8.00337029,547.6976457139414,605.9380216719917,639.6853047968484,474.5362969353281,490.0689519088255,458.1934861756976
73096141,8.02507973,2920.656705648776,2949.270225421627,2939.7041032693096,2937.219453848588,2945.679970905574,2928.591545494725
73185296,10.51000023,2981.3420671564545,3302.878403538806,3112.8706021984353,2978.8197090410586,2972.0344176253534,2985.6769657211476
73235712,16.41790009,127278.20604188183,128947.49562289126,126595.35959789775,128581.65190667748,129993.65207946139,127128.69122429148
79705703,8.09150028,454.05406192714736,456.947088517174,480.5312735861415,397.1125601692676,395.1999113977158,399.04821371238745
80283159,7.99798012,415.5445989089377,398.04141403133394,437.00920387842086,351.39126900598194,352.49712280253914,350.26310587256546
81299063,8.02649975,617.2761671407426,714.5454264973785,737.1392502341401,568.1627923955533,570.5027757528767,565.7729752002399
81606112,7.64550018,422.4729390681183,442.9424943705161,480.5020244300414,372.59464136780224,367.5766774971131,377.62710169139933
81614523,6.86030006,245.22452667891537,247.24683173828464,268.1263059139155,200.60475908537583,200.9416613111041,200.26108906737065
81739998,8.00179958,456.7809164517576,449.61837414953567,478.99411884192034,390.6670514127586,392.39668696299225,388.8998108980075
82365647,9.88189983,1883.2522280264616,14494.585006115296,13451.341246845872,1900.1462276332993,1708.8787655299188,2064.2712227701154
82903968,8.03559971,683.9316548882874,2206.7646406548943,1659.4527672022418,486.35420096982944,469.5037504541333,502.80601181686507
88795426,8.20689964,582.3467852772172,649.3606936051109,681.0245839960871,528.0853995449806,524.7463836488729,531.4586915489992
88863718,9.42343998,815.1275990857512,825.7176037591497,856.6942318971977,881.4211270831917,762.7469924853148,987.6450164510812
94036886,14.38780022,32905.62732856847,48188.58581487695,47401.6772033281,32506.554537568336,31405.73375946539,33586.323307976854
94236920,8.06077957,1065.380852210013,1999.713068714035,1794.173748044189,950.3104595342033,984.7708714603824,913.807983805627
94774602,8.01860046,545.7320983178392,899.6010515980577,891.5140267539753,454.29636871827665,461.49863996953496,446.85296641602605
95120262,8.0539999,519.373468599111,805.736982983491,722.6307575117532,466.97088614722605,454.5856683878576,479.236462020232
95750233,8.10429955,484.9465329289148,577.3224458059422,577.9260149803785,437.88073530616145,439.5210322124252,436.2062729081873
96246348,7.67799997,1123.2239912754997,1509.272682308146,1584.6944056249972,1086.8130072204915,1017.3126215230535,1153.2094315470945
96315731,10.17949963,1248.3300655516846,6873.376681478831,6863.361386821094,1203.4840949695736,1207.680274297778,1199.1801895005144
96318701,8.10900021,457.7146716317059,1327.5453869272862,1140.7369651494882,458.18601464760434,456.16191309763053,459.70362824310115
96796224,6.16820002,196.82163633605248,187.56559440160078,210.6182365675435,142.58130419218355,139.99152195516717,145.16781367397627
96926716,8.05319977,503.3361014319175,569.9570602448757,584.522178824334,458.8183999294365,463.75868236347947,453.73859087732274
97357164,8.07470036,443.64274963053265,1175.8641295653165,898.4648483440395,385.38495516096793,381.99105364874754,388.6925979054475
97423262,8.14760017,509.42105177164996,1694.539360662271,1723.2239556745308,391.4607572654773,390.2671304038311,392.66852737866407
97700520,7.60949993,2323.6182811135436,4255.051864276144,4098.719077717584,2215.9555693407583,2263.7940916785283,2166.181242509343
98212422,8.01659966,661.5017400476695,2671.509051559769,2052.8481578592496,522.0884305033604,469.3488219773445,570.3573352756034
98283926,13.14719963,7454.10230366796,7493.853719757733,7583.583023799908,7589.352491714,7630.24961518728,7547.308094262799
98479862,11.2116003,2236.076820405201,2370.8880277565627,2353.599955844679,2155.146359509707,2161.25392904555,2148.9176211262534
98545929,12.45390034,4505.668514840642,4522.031250160804,4570.400796007163,4523.129445071376,4489.232479292738,4557.316377433166
98798020,8.48902035,490.1723716927433,477.9899942971627,503.91579372051996,444.6598811618133,436.1072576150717,453.18844163255926
98879635,8.44970036,527.158750224138,503.3140207314936,555.6393375247295,440.2477021672209,441.53606440290946,438.9332012479334
99250472,8.39729977,1934.366956143327,3078.75734421438,3068.8285419427775,1821.3948285300048,1802.2042689021744,1840.6213600416022
99349256,16.47480011,253670.25071483833,253050.3572417091,255982.3346609908,249935.30732235374,246968.31691609343,252911.90751974445
106344480,9.53065014,2858.1293358033445,6977.456758837239,6424.019211006975,2828.4964540394703,2710.4560976389625,2943.14894069655
106620517,8.0053997,1515.4233275086763,1814.9609204247458,1691.5085847770517,1483.1758398590248,1539.3418602106628,1423.7649903511456
107412270,8.07077026,425.39106475667313,417.3117622730169,439.15708602352146,357.0880894640272,353.89710399064205,360.3025960129735
107782586,8.43309975,691.6508485885639,914.0332543776447,1080.8867392187012,619.6567130859021,596.6504058246283,642.1885748176717
107860878,8.08699989,610.5064389174822,645.4512797883048,656.2079635233579,552.4597211908738,565.5031986642229,538.8744271894958
108060221,8.33625984,861.777173848424,8813.987723110136,8572.411768243732,894.7918742501097,932.7241569403955,853.3133595089553
109931145,7.40019989,348.3847185577458,334.007752394905,390.4282803128325,257.0835988075844,256.21363306255216,257.9652187204122
110340485,8.04020023,3348.684746421002,3272.3552525587174,3030.4737141758515,3321.927666066468,3460.305573010935,3174.991998471099
110473570,8.01519966,482.5409380682407,1416.3231585229892,1012.6957969695491,375.4243815722084,369.86616563458506,380.88134243562985
110709971,9.77686024,952.4919022237647,947.5917137637167,966.2700313294744,914.3736375419622,911.7865753086091,916.9913969895329
111632961,8.01249981,421.05387354088333,561.8953276056039,539.0594211758319,889.589092079551,843.8008098748421,933.8530152793778
