ticids,tmags,slow_2min,slow_1hr,fast_2min,fast_1hr,n20s/n2m
2670610,11.54389954,2815.549281082423,529.3711166055233,2973.8166835578445,517.511238365473,5.6227300802964795
8112435,8.2791996,667.5925255880858,423.5532718239549,613.319373939438,424.86547269177265,6.675820707070707
8194633,8.01990032,441.58291649906727,124.49452191605015,406.79062053977384,117.98345112428902,5.454459858138221
12723842,8.01130009,517.5956418896565,296.8756038797207,441.2295742579536,167.50037771111423,6.236110080854536
24705240,8.00769997,475.7612636595776,126.21505604643518,359.5408557514531,105.72459684920622,5.245477492637779
24706089,8.00220013,567.0933013100863,384.24790512062333,534.9441509112943,379.14610950590384,5.389983769997682
24706893,8.20600033,1043.674887494584,872.3781482899567,492.1517079685881,292.44964043904207,2.538197109768715
25132314,8.02890015,686.7401686138674,487.00431595386203,640.9311785041277,450.9277614825868,5.475197628458498
25133286,13.58250046,27286452.15782538,4267799.051916115,78813.90814805296,46968.09336773276,5.6680826781638345
25155310,10.61030006,2138.2789594294904,1513.373183313845,2023.5515866145652,1276.0260579215576,5.534800608612576
25230545,8.39999962,556.0947356089787,262.71987303688314,497.032309146538,247.99130597815713,6.1667789001122335
25247445,8.27873993,492.8850064454081,207.50179896302473,441.24327716143625,195.15348710121668,6.149385675756668
25300088,13.25599957,8686.794564687845,1711.7471925684229,8790.366064500276,2335.22508674268,5.776770579998526
25375915,8.18620014,538.0663713099773,297.5246612567668,491.8660272543249,291.2699328215363,6.166181193517066
29284027,8.14669991,549.4486284518374,343.9516095697514,538.7876545060781,350.935017895273,6.223285841495993
29344935,13.23659992,8663.361604480177,2866.356907918711,8804.303524101913,2852.5524448398473,5.9599353083878555
29433169,8.39929962,642.6246208504912,368.4072853869281,555.3323658937442,218.20396653206313,6.186812369907821
29495056,8.14890003,559.2684317148197,384.5272389225099,575.187417349934,406.6898151033594,6.1387352369561965
29634122,8.05809975,464.8860329449281,235.95590955715662,434.7443941804877,178.93758543014513,6.108073696824445
29781292,8.93869972,620.0406626450289,172.66296751325535,606.8286417675649,151.15648928930065,5.455717914041627
29821374,15.4090004,59153.81470089616,10896.005387019815,64843.54436030901,12765.280718515118,5.68953636431728
