ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
11310083,4.413,6128,1.248,35,104.630,25.716,108.607,51.962
11488935,8.204,4544,20.503,30,474.017,240.455,438.050,233.208
11521555,9.098,6294,3.096,35,675.942,162.689,628.531,155.885
11521786,8.005,4634,18.380,35,476.314,288.616,429.655,292.151
11528274,8.753,4405,22.967,30,593.228,241.427,541.575,239.748
11529003,8.352,3772,59.824,30,491.779,154.471,422.232,100.919
11555687,9.799,5553,3.553,30,868.147,153.234,825.906,140.773
11569869,8.156,7143,2.797,30,424.971,131.318,400.095,130.257
11614297,10.658,3383,0.332,30,1450.593,288.351,1407.159,283.889
11614485,11.624,3309,0.366,30,4371.663,4174.023,4459.503,4233.585
11645994,14.739,0,0.000,30,21266.500,3856.024,21354.605,3905.953
11649826,8.353,0,0.000,30,395.279,80.593,356.661,70.519
11974826,11.005,3094,0.221,35,5611.052,5371.039,5605.926,5300.343
11974826,11.005,3094,0.221,36,7042.999,6878.233,7020.288,6850.043
12013892,8.095,4479,20.383,35,490.277,252.296,437.078,244.962
12359032,11.588,5471,0.901,29,2748.041,1076.170,2701.735,942.731
12378718,14.079,40975,0.131,29,15033.589,2653.927,14754.738,2686.050
12393800,10.740,5571,1.313,29,6165.397,6397.456,6410.712,6663.450
12395214,14.126,37500,0.127,29,15967.837,3006.258,16437.523,3109.740
12395634,8.064,6275,2.197,29,433.631,84.747,349.061,70.519
12421477,11.701,3461,0.582,29,8541.975,8570.651,8570.474,8427.756
12421862,9.928,3782,0.447,29,993.588,193.707,940.345,190.437
12423805,12.722,38000,0.658,29,5830.828,1124.508,5843.509,1108.690
12433577,8.159,4780,8.143,29,570.605,355.159,506.448,342.522
12473170,8.748,6966,2.582,29,2121.056,807.083,2113.280,799.395
12474920,11.488,3509,0.454,29,2394.650,550.987,2405.254,561.768
12511303,10.528,7768,2.733,31,5361.760,888.295,5390.657,839.250
12532010,8.233,4981,10.502,31,572.328,363.819,522.753,359.843
12549312,13.451,37400,0.160,31,8535.391,1610.189,8458.200,1540.024
12723842,8.011,4005,43.150,28,458.640,151.378,403.144,113.290
12862728,8.863,0,0.000,29,1284.413,261.664,1164.805,219.865
12865353,8.016,4890,2.391,29,420.641,95.661,374.865,80.682
12878505,8.118,4908,10.849,29,542.945,350.122,505.211,337.838
12968953,10.094,7883,2.424,29,1051.073,198.302,1027.036,179.833
12969617,8.094,4712,10.054,29,570.428,405.618,531.148,398.195
12972937,8.338,6383,1.564,29,473.310,92.612,411.451,73.877
13021029,11.723,6245,1.433,32,2784.008,555.847,2758.071,522.090
13069774,11.931,34000,0.143,32,3520.660,663.703,3640.136,665.603
13072717,14.318,0,0.000,32,16081.569,2877.901,16263.832,2888.373
13072758,12.224,6313,1.431,32,3789.437,762.191,3844.978,697.725
13074467,8.396,4918,9.816,29,629.194,405.618,565.214,379.284
13133610,16.226,0,0.000,32,84608.069,13935.239,86292.489,15726.498
13203779,8.036,5129,9.597,32,417.283,181.070,391.479,165.517
13205578,8.143,4585,8.817,32,513.209,289.588,476.491,286.054
13273388,8.077,4509,12.976,32,532.562,364.261,505.476,364.438
13344668,12.673,4469,0.700,32,5188.820,879.546,5462.855,1148.677
13349647,12.212,5928,0.960,34,3534.976,952.496,3461.850,1050.189
13390495,8.014,4813,10.625,34,530.264,358.561,483.737,366.603
13741812,8.051,4019,45.402,34,728.169,161.275,358.605,85.012
13818381,8.001,8233,1.872,34,384.233,69.415,337.397,56.159
13934072,8.132,4972,9.485,31,465.180,222.162,417.725,216.374
13934072,8.132,4972,9.485,32,447.064,204.488,407.739,200.688
13955147,8.738,5701,1.006,31,749.643,546.922,677.621,485.902
13955147,8.738,5701,1.006,32,830.413,720.966,784.770,697.239
14001734,11.739,3304,0.439,32,14734.368,13550.299,14888.221,13662.175
14161523,8.339,4593,17.024,32,529.071,275.493,468.626,264.624
14164720,8.074,4828,10.450,31,627.118,468.184,585.628,453.559
14164720,8.074,4828,10.450,32,612.183,418.874,548.512,419.536
14164726,14.935,31000,0.180,32,25751.984,4610.173,26417.410,4983.537
14342679,8.316,4754,6.029,35,533.755,245.138,485.681,230.115
14344979,12.335,5425,0.916,35,4458.575,882.286,4425.480,856.747
14564874,8.014,4131,28.953,33,450.775,205.372,388.254,193.177
14609933,8.257,9036,1.942,33,427.799,78.826,374.954,74.584
14614418,13.390,5670,1.017,36,8407.697,2282.994,8378.181,2087.520
14661418,12.481,4724,0.793,36,4090.381,814.771,4120.162,817.290
14680532,12.805,31000,0.180,36,5647.902,1137.145,5520.384,1116.201
14715718,14.339,2841,0.140,36,17990.183,3708.932,18129.631,3922.478
14717912,14.307,41381,0.147,36,18390.013,3474.177,17593.402,3621.888
16325702,8.459,5718,1.130,34,474.017,84.835,440.701,85.498
16489072,8.155,4006,38.490,34,469.952,192.602,435.531,167.196
17676722,8.611,8321,1.842,34,3257.671,3640.136,3247.773,3628.913
17684976,8.011,9745,3.508,35,381.140,81.831,345.085,72.994
17746821,11.316,6322,1.730,34,2285.380,503.841,2229.133,466.417
17817705,8.179,4869,10.920,34,496.463,275.803,465.180,276.289
17863112,8.296,4616,17.690,34,580.944,430.141,554.257,421.436
17897279,15.653,0,0.000,35,92788.831,34962.698,93134.711,38433.518
18786687,8.038,4242,42.969,35,473.133,132.820,393.335,121.244
18930259,8.169,4948,10.891,35,568.705,315.127,499.290,296.570
18934976,10.968,3351,0.344,34,1832.882,351.094,1776.060,326.792
18998800,10.483,3482,0.425,34,1428.722,329.532,1388.027,268.468
19064309,8.092,4679,12.008,34,551.915,416.664,518.909,401.951
19117868,8.170,4139,41.259,34,435.929,139.315,387.061,119.786
19341385,8.030,4316,33.783,34,445.473,186.858,413.748,132.776
19436296,8.103,4427,32.305,35,538.173,174.619,410.302,178.684
19513176,8.165,0,0.000,34,753.752,623.229,425.722,220.527
19684256,13.176,5790,1.022,35,7209.532,2020.889,7044.501,1924.035
19911846,8.089,5033,10.084,35,547.894,354.982,513.430,382.200
19946620,8.033,4207,24.057,34,448.919,209.260,381.051,174.398
19976193,7.832,3864,0.621,35,788.349,662.598,756.889,672.407
20061482,15.420,0,0.000,32,40659.513,7527.885,41551.034,7894.444
20061482,15.420,0,0.000,33,41422.809,7317.741,42686.588,7722.387
20090407,8.174,4781,12.048,35,565.921,395.146,520.588,391.921
20096356,8.854,5458,0.955,32,7311.555,8261.002,7526.825,8348.312
20096356,8.854,5458,0.955,33,3770.438,4051.852,3754.664,4129.264
20143614,14.788,0,0.000,32,22037.175,4030.555,22356.279,4015.620
20143614,14.788,0,0.000,33,22138.314,3874.317,22327.161,3809.983
20179778,8.018,3698,56.911,33,465.798,260.957,351.536,93.319
20299658,12.702,0,0.000,32,4493.083,845.789,4435.996,825.994
20299658,12.702,0,0.000,33,4552.468,823.431,4464.451,750.438
20318757,10.210,4272,0.680,36,1171.256,286.451,1132.815,220.527
20325431,8.344,3544,0.454,36,460.540,80.417,425.236,80.859
20448010,12.865,23430,0.285,36,6404.261,1746.014,6647.897,1643.328
20488899,8.084,6164,6.881,36,395.721,136.620,368.149,137.150
20498843,8.008,4664,10.865,36,581.784,428.462,535.213,403.762
20500188,8.043,3900,53.407,36,444.766,144.838,420.906,115.765
20501510,11.136,0,0.000,36,3854.610,695.825,3720.376,675.058
20881066,8.211,4703,10.737,29,615.762,362.538,519.085,365.852
20892891,11.514,3516,0.490,29,3409.800,1021.027,2774.287,953.821
20897989,8.500,4777,9.743,29,718.625,458.243,628.222,410.302
20924617,8.035,6733,2.752,29,393.246,120.890,362.936,114.793
20925762,8.022,4981,10.959,30,483.207,281.326,454.752,281.989
21184505,8.800,6146,1.356,34,625.306,238.025,558.587,185.135
21221785,11.909,3511,0.410,34,3895.614,777.258,3755.282,712.439
21438038,8.057,4737,11.002,32,535.434,350.608,493.900,338.943
21540586,10.326,5417,1.183,32,1725.689,1592.250,1756.265,1637.540
21540586,10.326,5417,1.183,33,1670.855,1312.824,1743.275,1454.658
21618270,8.007,4746,11.582,32,581.784,447.152,551.782,450.643
21618270,8.007,4746,11.582,33,564.154,421.525,537.378,422.585
21813917,11.977,0,0.000,35,6581.708,4062.280,6353.006,4073.723
21891703,8.058,6574,1.695,35,410.920,103.835,358.429,98.798
21894942,16.904,0,0.000,35,206112.547,40394.447,209915.549,43971.046
22014729,15.757,0,0.000,35,108620.843,98035.445,111477.226,99118.684
22016715,16.490,0,0.000,35,122786.904,22983.838,123501.596,22090.374
22222900,8.194,7968,1.843,35,2623.395,1482.053,2644.206,1514.838
22233733,8.021,9452,1.926,35,363.731,72.198,348.178,64.333
22288945,8.351,4610,15.044,36,581.695,355.998,529.248,357.191
22529346,10.056,6776,1.523,33,1980.194,832.975,2031.935,952.098
22529346,10.056,6776,1.523,34,2021.728,786.184,1948.646,921.787
22600633,5.286,9517,4.397,33,126.546,28.809,94.026,21.916
22600633,5.286,9517,4.397,34,112.760,24.876,90.137,21.783
22641187,15.630,0,0.000,33,173656.154,198390.160,174565.879,191062.345
22641187,15.630,0,0.000,34,149389.449,179053.218,146881.420,181332.457
23026869,8.029,9364,2.342,33,614.790,241.073,595.172,240.720
23026869,8.029,9364,2.342,34,630.211,246.729,585.893,217.213
23031858,8.024,0,0.000,33,1120.796,953.689,1100.560,947.768
23031858,8.024,0,0.000,34,1145.982,989.214,1136.791,972.070
23126920,12.524,3216,0.331,31,7790.697,6363.699,7700.913,6111.844
23186105,8.315,4964,2.352,36,447.417,98.267,401.023,89.077
23188170,8.046,6474,3.322,36,433.411,125.309,359.136,95.705
23219822,8.174,3734,57.836,31,485.549,207.625,452.543,227.288
23226265,13.814,0,0.000,36,21507.574,4625.992,20974.084,3998.874
23226268,12.052,0,0.000,36,7278.593,1925.317,6083.478,1575.725
23270430,5.940,5847,1.142,36,160.126,34.111,132.732,27.748
23325655,9.191,0,0.000,36,1195.027,1076.346,1599.497,1230.464
23328912,8.758,8690,2.051,36,669.137,352.066,625.439,359.666
23369524,9.030,3532,0.371,33,930.271,584.391,946.266,594.730
23434737,7.999,5742,1.173,36,375.838,79.003,334.039,65.747
23498749,8.036,4473,15.050,36,538.262,440.171,487.007,407.297
23582373,6.355,6199,1.364,36,186.107,37.115,156.326,31.636
23612266,8.217,9160,2.169,36,408.446,87.575,374.777,80.859
23733602,8.207,4230,30.387,33,439.022,172.940,457.226,162.778
24225890,9.712,7492,2.169,30,1177.265,666.840,971.893,417.637
24250134,8.333,6319,2.117,30,458.154,85.763,418.874,84.482
24252344,14.137,0,0.000,30,29591.041,5421.056,29616.138,5664.869
24358417,11.702,5523,1.117,32,2603.203,439.729,2588.180,463.942
24360361,8.102,5623,2.186,32,390.684,86.072,359.224,80.063
24398462,8.088,4811,10.733,32,643.510,545.685,621.683,558.410
24405903,8.025,5061,10.295,32,478.612,272.091,452.543,275.007
24435416,12.213,3156,0.518,35,5201.987,4027.904,5157.272,4175.658
24436680,8.108,4900,18.110,35,490.277,259.719,442.822,237.980
24437956,10.746,3777,0.614,35,1726.573,508.348,1641.207,504.814
24440555,8.193,6681,1.871,35,475.784,110.462,382.465,86.691
24441509,15.062,0,0.000,35,34522.572,6039.823,35390.586,6797.861
24450633,13.717,0,0.000,32,91608.827,76517.178,90464.877,74693.929
24450633,13.717,0,0.000,33,86005.375,71461.797,86953.408,74062.702
24451876,8.035,4206,30.677,32,437.962,228.436,381.935,197.153
24451876,8.035,4206,30.677,33,427.136,240.455,383.791,200.777
24452802,10.912,3164,0.453,32,1918.512,1027.213,1913.740,1034.282
24452802,10.912,3164,0.453,33,2008.738,1197.148,2096.843,1176.911
24518895,11.895,3425,0.560,32,8805.008,6553.871,8834.612,6568.717
24523185,8.059,4205,27.675,32,394.484,161.054,364.084,154.471
24523185,8.059,4205,27.675,33,511.839,342.345,374.335,175.238
24528012,8.142,7950,3.415,32,2946.785,2530.032,2921.511,2513.949
24606215,8.104,3754,77.136,32,497.523,268.203,391.258,123.983
24705240,8.008,5030,3.565,28,461.070,110.242,357.059,102.156
24705587,13.365,0,0.000,29,6605.302,1146.954,6600.044,1110.811
24706089,8.002,4797,10.555,27,539.808,388.209,503.090,378.135
24706089,8.002,4797,10.555,28,532.341,340.666,474.989,341.992
24706089,8.002,4797,10.555,29,502.737,304.876,455.105,306.114
24706112,16.336,0,0.000,29,109101.399,19377.504,110310.123,19401.275
24720349,9.973,0,0.000,32,3779.849,2497.601,3781.175,2641.202
24722822,8.069,7596,2.141,32,1086.597,207.935,1076.523,202.058
24773594,10.100,8181,1.551,32,1624.550,223.488,1594.901,226.581
24776909,9.908,8153,1.588,32,2068.741,347.294,2081.997,363.377
24909374,8.157,5163,6.892,30,466.240,174.398,400.758,149.699
24910593,8.191,4233,32.227,30,471.719,146.959,408.269,151.996
24921351,8.416,7102,1.627,30,1399.074,1533.396,1382.372,1502.864
24923308,11.269,3028,0.178,30,3367.957,2575.941,3385.454,2582.524
24978373,5.685,5303,2.010,30,167.019,50.680,135.648,49.841
24978613,8.866,6089,2.212,30,572.461,105.514,558.233,107.414
25051118,8.051,4049,64.591,33,491.337,278.719,420.376,232.943
25078597,11.750,4039,60.269,29,2486.908,580.856,2434.284,572.991
25078597,11.750,4039,60.269,30,2491.150,477.816,2400.836,524.387
25078597,11.750,4039,60.269,31,2428.407,427.887,2389.347,423.911
25078597,11.750,4039,60.269,32,2508.735,486.565,2596.929,563.624
25078597,11.750,4039,60.269,33,2602.540,561.856,2510.900,468.361
25078597,11.750,4039,60.269,34,2527.381,480.291,2546.116,469.952
25078597,11.750,4039,60.269,35,2706.065,503.179,2683.001,494.784
25078597,11.750,4039,60.269,36,2448.025,424.883,2382.896,422.939
25103282,8.022,4579,26.871,35,576.791,407.739,509.541,409.153
25118964,12.030,3323,0.508,29,7894.267,7805.897,7938.275,7747.043
25118964,12.030,3323,0.508,30,8796.524,8394.264,8809.338,8468.142
25118964,12.030,3323,0.508,31,8164.237,7015.958,8106.532,7533.717
25118964,12.030,3323,0.508,32,8366.428,8028.324,8447.728,7563.940
25118964,12.030,3323,0.508,33,7688.586,6599.558,7628.936,6310.235
