ticids,tmags,slow_2min,slow_1hr,fast_2min,fast_1hr
2670610,11.54389954,2855.057267873227,540.1235597187745,2727.13783871273,466.812311689876
8112435,8.2791996,640.7707146635128,402.2226542862722,595.9391147794364,438.0615315268157
8194633,8.01990032,430.00831575681326,128.5340516102429,380.361078965235,113.36446603460786
12723842,8.01130009,458.64018881583655,144.83643508570634,405.86017801633045,106.47305348417278
24705240,8.00769997,461.07036322671047,111.196586712375,347.3861792737068,94.72054247677761
24706089,8.00220013,532.3407509492484,330.68149100525653,496.6831690917528,372.95318779406006
24706893,8.20600033,509.8947763906315,278.31600364556294,452.17715684605355,264.9019670122599
25132314,8.02890015,546.9217974144918,330.66293565196145,511.013413194413,337.94240169683036
25133286,13.58250046,83651.11009118686,74543.83075219142,66376.02913485625,37869.56689528297
25155310,10.61030006,1485.6760798404325,306.4899552772243,1454.9521759083486,318.39716751409725
25230545,8.39999962,541.8847086355896,252.0492271440661,475.199086120813,231.74717751801697
25247445,8.27873993,481.08616337445363,195.9724879834333,435.34607515376536,189.54171414921447
25300088,13.25599957,8695.782631956832,1474.824902168313,8727.47200914671,1629.313320116777
25375915,8.18620014,526.5083323631511,296.31485836466237,472.96942889975344,289.5886058059814
29284027,8.14669991,537.8196896210369,360.59546542703754,514.8569553806233,293.64258711481665
29344935,13.23659992,8587.441038221144,2007.1653234624812,8431.312721935921,1756.5373807751278
29433169,8.39929962,542.5032984856301,227.8992740795462,465.3363353026191,148.92970282459387
29495056,8.14890003,547.8938671788413,392.969557557254,546.6770541840012,385.63697628256824
29634122,8.05809975,440.3034182610608,182.48010328043736,391.617316956549,150.9791538328807
29781292,8.93869972,588.1905774100594,104.86348581277795,535.9425449247357,96.46250157045914
29821374,15.4090004,57860.15510346439,10694.562830986499,60584.30310191976,11646.137648622418
29821613,8.22095966,1560.79056163108,385.36487246805694,1557.4232679605332,394.5181437786412
29831118,8.06159973,551.3402963433535,372.0495261443296,494.76582870633064,324.24934398427854
29840077,15.6260004,70264.82573630767,11981.461089776913,70165.52238750465,11863.222042956802
29857954,10.73789978,1553.7651483341901,316.843330564638,1470.6193489417185,297.4166593515724
