ticids,tmags,slow_2min,slow_1hr,fast_2min,fast_1hr
55402580,8.16740036,455.4588695870562,93.40706735613473,365.4635394377287,80.16961185551904
55452078,10.34130001,1211.4640363152803,222.69234601462585,1118.531200231878,208.20406393927524
55478693,8.01290035,569.809621865995,314.68549371352486,451.3901878642565,292.09963399330667
55523561,8.22029972,608.1180075792253,95.218651916968,809.0943992929615,559.0107845123749
55525572,9.84669971,928.0615150180955,157.12182191031934,841.9505948428402,145.36799841246165
55557707,10.76729965,1525.2658302430325,293.0348489621029,1474.2948616838812,281.226790716581
55604274,8.03969955,582.1814188668077,328.5595803501504,473.54718584280573,337.425202309173
55650590,12.43120003,4416.068754450751,891.1228639728124,4200.454458190271,875.3282901356903
55652896,11.57479954,2328.0187156386123,440.9661931003901,2194.507261092807,441.34590750280387
60369861,8.22130013,555.6262403043493,227.9945447292598,425.7566309407781,199.4342596054116
61029108,13.87300014,17025.492627657473,2914.441893477127,17146.134706905737,2999.0016134509096
61136774,8.07190037,8786.229305030629,5538.765147285199,8766.385202996238,5429.303191891185
61213676,9.48880005,3118.576543990534,340.0476775651906,3028.357163253421,430.9557825892657
61327770,9.46459961,1605.7266957376028,340.22441752234505,1544.7540191954306,311.5562248137682
61379646,13.06999969,8441.498018600843,1657.9975380660358,8426.15155223145,1586.7791598975007
61621625,14.23900032,24244.126882706576,4243.96822117159,24448.017628786845,4040.053818665107
61708139,8.04230022,528.0989919775413,153.940502681539,370.55029935406554,137.18443123865836
61728030,14.60000038,35234.83367332485,6359.280398374804,34301.00944783985,6641.688569619661
61857507,8.08430004,558.5866345866865,324.75967127132935,470.0692123845153,313.98231958683004
61896955,8.06610012,1463.7603251532787,199.62778160596818,427.02154205471686,127.48974079107153
62020444,9.38922024,799.748306123954,153.58702276723005,737.4213331222081,140.7427410792227
62184518,9.38189983,1399.6479056954965,244.69647068035675,1350.3881909669237,228.30150256736627
62483237,9.36359978,885.290445386715,189.73034400531813,673.9518090931743,142.86858500153673
62483415,13.90600014,12270.304080416596,2166.169099874411,12201.55103107147,2204.1344861614975
63280289,8.1644001,1180.9763937061348,335.3640687005973,515.9939754577584,330.6861999091
63281499,15.64229965,53018.01049730351,9305.535484139735,52205.70889649189,9579.725255840329
69747919,7.72749996,357.1914534091737,76.44003146930609,296.9197852111195,61.38537110298034
69750051,8.23945045,497.6997193469734,99.54878086725239,380.4655587790131,78.66185895468249
69813909,13.94659996,14364.009797857676,2542.890318549153,13997.987242443949,2920.7227710782504
69841698,9.40476036,734.8847418482653,146.20812955603114,691.8892960040497,144.7596075143236
69855370,9.19250965,707.1365685750144,129.992238487109,633.2299553991274,115.86925184552753
69888397,8.15789986,585.8929579670513,293.5208838442777,474.0956112372278,285.5844648581029
69911593,14.32800007,24298.120939617267,4402.503962739145,24295.96877621465,4736.820648191076
71274771,10.20359993,28949.209652094167,803.0179953313116,1987.3554741859216,1080.024354043385
79023394,8.03279972,6348.013226106207,84.48169951983425,387.5402397701834,128.3599914991228
79056222,14.8757,30092.80554486213,5231.325991815009,29696.58931690424,5503.7168708125855
79154958,10.26099968,2442.4136529068396,430.53853562827663,2313.981578828324,406.8667329368223
79180181,8.23429966,1772.6134002807064,186.19554486222884,425.30625350808106,128.24641952706787
79246796,15.56499958,61768.140666085346,12462.597153800654,60489.463339849535,12911.696473456888
79301758,8.00329971,478.9652838886,108.87181360715043,346.8168529687437,94.89259114899494
79394364,8.03450012,655.3517611287562,349.6800052301089,501.87260323913637,343.55051597018297
79449320,8.27009964,564.419053172784,253.79857847381166,461.6705206771339,271.79256752434657
79659787,8.03129959,1791.9664255891203,350.2985950801496,1805.0078049890474,379.4917887840691
79748331,10.00590038,1066.5372714486189,234.53392314397502,967.3505644928498,194.19241857097623
79753826,8.23130035,568.2189622516049,269.79354459629076,462.5896051212565,260.3250403449025
79880315,10.21039963,30383.05673949905,24996.685620270287,25890.825934225937,24469.811502492983
79921794,15.40499973,57735.46506369191,9300.233285425102,56694.991984220884,10569.99439941914
80080413,8.03969955,817.5106718179777,341.6383371795808,471.6106507436803,300.3996123786129
80081053,8.08119965,662.4213594149347,386.972136189701,515.2571367643391,384.24360641110775
80166433,8.04650021,381.13971760360374,80.94690037674496,350.4791780118039,76.91153922530665
80170223,14.04699993,16161.808642032895,2919.5673522346065,16199.411315027186,2905.8123119983616
88267762,8.04469967,424.1758971707159,72.15408750831031,334.4481194842329,67.79133520505637
88330362,9.59829998,3602.932396572345,867.793189628423,3578.4393276569385,894.2432957877521
89020549,10.80609989,1621.0588870207528,291.6209293048672,1551.126405276821,307.85361929267333
89042812,14.62469959,22193.501529821897,3946.868353194934,21898.03008388173,4232.111041528238
89257479,10.65429974,4597.978355351983,1265.016243333083,2055.416006158448,1461.1774874540545
89434117,8.4909296,494.7835100539247,101.71384534239459,443.12839066987726,95.20188504615861
89434870,8.00846958,1983.6409091231376,1375.5229015439122,1518.157805747422,1410.7283805810184
90849283,10.0795002,3383.7748497008088,1664.3601765235967,3343.280961024219,1798.2606707553693
91034347,8.28250027,561.414473901158,230.29216417226783,442.0651020700596,206.69740430828907
91397147,8.14509964,676.3838160301375,414.2784595700659,548.6090605177226,401.02753041361854
91513076,8.31289959,449.80319095811336,90.13737814877713,406.18524272381575,75.6583018865253
92257800,8.47539997,1215.7941652655645,437.9616138287642,2300.3819794287265,899.3381293377498
92313821,8.14449978,1183.4507531062973,129.37364863706836,386.64952568503594,99.1940850131067
92324595,8.19540024,566.3190077121944,274.7422633966158,480.66017102392857,291.57549840831774
92350273,9.6012001,844.640255241188,152.52658302430325,782.9731609543019,149.37137891201678
92352620,9.64330006,1452.2722279382388,341.1964872866946,1690.7859667575062,403.92641720506776
92451349,8.16530037,424.9270419886224,115.85304191475178,385.1082580305633,111.291459737365
92498515,8.01500034,1160.5629286547942,148.85922891334812,380.44644285234415,140.9982214635325
92594505,8.04300022,857.0120522420007,101.00688551377672,396.3267688328165,90.93363487575607
92709449,13.77299976,13140.085594563008,2332.7906944817832,13188.490137733488,2274.034539473056
92862464,8.0333004,1882.9875035236696,208.02292957080527,414.72827876920513,212.17282924849442
96855460,9.55259991,1051.337635133335,150.7591834527586,778.6229053116551,141.18572650555768
97390728,8.12644958,443.6172924577071,165.25185993942472,382.6512913425343,158.24947767933932
97458350,10.17669964,1370.9718476471849,294.0952887050297,1323.385063717339,277.42274384987826
98116868,8.04800034,454.39842984412945,181.60030597621275,408.27578758686394,180.909624570543
98120806,13.84119987,14553.651771884419,2678.6707906330707,14100.659672472722,2548.2886468350002
98282377,8.02900028,978.6091427642725,335.27569872202,504.1298351562438,335.03399760653747
99411402,8.05420017,475.16537480977905,228.78987453645487,399.7842162994435,206.90221865832973
99499703,14.6079998,26271.555116214735,4629.438067725478,25838.201564489536,5558.131916215593
99648636,8.0658102,388.474425825514,97.29534641353295,351.5574032067791,85.47034685744491
99730808,15.32619953,46554.01167431469,8789.631549205851,48206.07373915935,8205.1404302452
99739128,8.09232998,415.69237922730156,134.49910739454785,381.69138369240153,129.9078504218595
99739299,14.95600033,38570.93291958324,6885.523620802223,38081.04863659216,9104.30770439541
100227109,8.12829971,1516.3404624067323,215.00415787840663,396.4564900809126,141.08765509258674
100327437,8.48480034,971.8930243924028,227.81780477210535,479.0831886816386,208.55708653515418
100382531,8.06529999,484.267482603234,202.19051098470794,394.85175170657396,197.21957977790416
100475285,14.48999977,23792.379552219765,4076.3303718105803,24263.774435985804,4210.1815418593305
100566492,11.11699963,2098.256771337808,456.5634943192716,1998.7490526621639,457.3672079592615
100603346,14.53120041,21321.643321178923,3577.481842742103,21061.049291061685,3539.3049189042463
100668092,8.05949974,403.27639723720046,80.06320059097263,339.9914303657457,66.07020256078431
100828499,8.02960014,1304.959473649992,229.93868425795893,420.4493717536035,245.66191859702818
101230735,9.66520023,863.9049105710247,160.87754599985172,782.8744545703619,156.1918012641412
101400947,8.21140003,1007.7712356947593,180.27475629755426,426.2047755057432,204.44063998472132
101453390,8.2130003,7417.422521858586,6453.659535495289,7315.329542851872,7218.354177661361
101512805,13.66399956,11581.592652374935,2193.873088158374,11975.64642779144,2512.13437737472
101777834,8.12860012,1472.1554731181159,207.66944965649634,405.92276219581294,173.8077369443928
101817287,12.71199989,6945.084986363278,1990.710507409316,6803.237888745307,1657.8513970759377
101883318,9.03629971,750.2611181207037,321.66672202112625,663.4586503269908,325.3089528578221
112239407,14.77000046,36414.307777395166,6934.038739041124,34732.08710654944,6370.628250276708
112395568,8.88490009,918.1640774174455,308.9414451060048,943.3735022864764,437.4300970943907
112553108,8.30690002,1242.8353787101976,700.8623000960308,1210.8333307253893,690.9387411839293
112613272,8.29100037,957.5770878628912,344.377806515475,527.4394430951203,370.373561252633
113118441,14.5880003,35788.02973921833,6236.711238088183,35314.496361702346,6510.004832016483
113424207,14.53899956,30543.49243560602,5469.217974144918,29801.004406247423,4769.760813860552
113643828,8.02589989,593.4927761246934,287.95357519391206,458.33118828940127,297.2610912486767
113682179,8.12609959,496.10905973258315,211.55772871389456,486.2716229309902,273.68840185437193
114048530,8.0678997,595.5252856319696,295.06735846937926,488.05576912179487,299.62765550499347
114141877,9.80930042,4195.453102932689,2132.1908431114653,4026.3711800417386,2108.9544287385947
114279396,8.12059975,1389.706283105558,174.70744764718862,388.3249912118963,97.7058041824995
115105263,8.00249958,410.3018105340904,79.7097206766637,348.47821824876905,66.65653265796468
115148200,13.27400017,8744.562860131464,1521.1124412499028,8757.48196304317,1584.6913350281275
115148535,8.05010033,643.6869239565614,390.5953053113676,524.9643872886295,370.4152407071722
115151541,8.23400021,612.2713965723552,340.3127875009223,497.2418210403367,313.4109703149871
115176307,16.34000015,130197.30102239746,21660.36544906545,127168.00561903421,23063.60463991633
117518457,8.21319962,1418.6916360788903,162.60076058210777,414.27091210839086,195.5742431068097
121470291,8.03110027,379.8141679249452,71.04946277609491,323.1393499544852,60.61651242284119
121489177,11.19120026,4059.8935557952145,851.7098535273667,4037.109893816608,915.9322370775244
126639048,8.3494997,520.2340638841677,249.20333958779557,463.16464364521545,240.64083271689648
126659216,14.56700039,26926.774322375622,4732.9193126394175,25818.74655046198,4637.537461086628
126745610,8.26019955,4751.38863816206,3282.679594208455,4885.37073380048,3079.2126785545684
126804554,8.09140015,525.8013725345332,256.97989770259204,430.65717331832366,242.76270147406737
128790976,7.22349977,582.1814188668077,225.5643703183859,388.23568356223217,244.0508638724565
128797775,8.17160034,459.5238886016089,93.23032739898026,369.0159174258634,68.9146813701101
129041173,8.04829979,467.83066658786873,95.79305677772001,348.5756292658657,85.21522792691779
129211570,8.91230011,1135.4216697495715,208.81825937800036,1079.0423220933212,168.15262283276797
129226321,8.59640026,679.7418752160722,337.6616881436053,553.0687755974387,346.07145287327893
129277739,9.36660004,21274.71886255441,11105.278467843653,21394.603825927206,11675.121683039462
129277761,8.00380039,539.763829149736,276.24455303242877,429.62350373342946,257.968067318872
129570681,9.85039997,10661.17514050377,265.8168955603153,1184.051230717974,377.41631356563227
129580709,13.85999966,15233.482017079066,2886.340240289567,15106.606868768176,2574.8034893640565
129580852,8.19040012,476.0048896062628,95.79305677772001,378.50785413170166,75.36526888014859
129637892,9.02840042,625.9687432518263,114.43912225751606,580.9694408756073,117.03771135778062
139113397,8.1807003,448.74275121518656,78.03069108369628,364.0633736407106,66.60928255400749
139130598,8.17800045,456.519309329983,93.31869737755751,369.6337887530044,80.74239528332778
139131746,8.51799965,1185.6600025707282,166.75414957523768,470.9291567142138,151.8974409581809
139147794,10.63099957,16697.860932082385,2735.9787217404064,4834.2430202273545,3019.5708720501793
139191168,7.18279982,279.42587226120907,52.40339729629886,230.0925860724912,44.18073510907659
139198604,8.40100002,578.8233596808727,264.933195774543,489.9518699826432,282.0427000015963
139200489,10.94979954,1845.1651526926141,313.978533884907,1729.7058365996895,308.44445103289536
139208432,14.6960001,22698.359217433626,3737.9617238383566,22303.480823438123,4147.420626292982
139256883,8.19489956,770.3211032577356,419.669028263277,568.6988953234564,447.1716593352702
139266474,15.52499962,57961.60383887106,45156.6613880622,57997.26971682005,45654.82905298285
139348952,8.42240047,535.1685902637199,214.6506779640977,457.08934598305626,205.1782276664675
139363516,10.27890015,2231.209404107254,590.9300467459536,2179.5355491302425,579.8512259247987
139455526,8.01799965,388.7395357612457,89.69552825589096,345.52038218630275,81.82500593083024
139457787,8.08240032,1839.8629539779802,155.3544223387747,390.6190455900752,143.42860750769339
139470229,8.05700016,781.1906106227352,458.8611137622797,591.1773915690013,471.187225743412
139723188,15.45199966,49828.6937854619,9024.69569222129,51501.74229832282,10149.37821740168
139731252,8.03639984,1750.079055743512,180.3189412868429,513.124073361511,217.8777826561016
139763242,8.06799984,5155.283625249301,150.36151854916105,387.60094452429473,119.97354197153787
139831293,14.62220001,20765.354306035242,3248.6571524562205,20720.634686564288,4067.521707299693
139845588,8.0635004,389.0046456969774,78.07487607298489,339.2862012208866,77.6267820411359
139898595,8.04339981,572.2839812661575,304.2136512521228,438.41078842492425,282.61813098540006
140045537,14.23810005,167269.5674752894,40103.4450880696,131067.99421222761,39698.65062742484
140045538,8.23083019,3334.1992917189814,1009.3618953091494,1269.4965578145284,1135.1415280558151
140045614,8.01550007,1508.3871643347811,175.1934825293634,369.392891580419,139.21604032491885
140068194,8.09659958,654.4680613429837,397.2672386939486,522.6603758636903,388.08619023214965
140068425,9.78279972,2264.7458109773142,390.772045268522,904.222039588105,382.24569323325727
140527781,8.03339958,3252.5454315136185,210.23217903523607,351.7800126890244,114.28524058680117
140579075,15.02980042,23669.280172061677,4592.941266573081,22221.361249834004,4893.2302202265755
140691463,12.01659966,3333.9341817832496,751.5866677993623,3182.3391220497238,761.9799009069344
140755216,8.1697998,416.5760790130739,79.79809065524094,362.646561103885,78.11207160025697
140800765,8.01519966,588.3673173672139,309.8693298810657,456.78276641067794,303.40385756514524
140802488,8.48900032,610.7249219472536,252.03117890226702,468.20648944077084,203.51771968183945
140997242,8.20049953,594.3764759104656,330.0618699859633,478.66612017142563,307.0432758812338
141269997,8.5934,578.6466197237182,212.2205035532238,486.0385582912505,190.33721635123442
141482386,10.08139992,1176.9997446701595,376.94214362118515,1033.1175857952128,329.2614966849971
141527579,12.12930012,3182.9098883947595,562.7400235798165,3161.5466412382502,672.3905282056144
141606660,8.04279995,1304.3408837999514,229.80612929009308,381.0157146014849,183.9367415051531
141608198,12.53950024,4247.149540400371,691.848562281153,3993.337955127591,703.1406951984728
141610486,8.55809975,553.9913957006704,199.80452156312265,483.68267048076956,186.53281099144365
141627237,9.05980015,709.9202229001971,269.9260995641566,617.172214502143,249.5926893617903
141628215,8.05770016,560.486589126097,218.4947720322073,410.85517498311117,209.66465349576487
141805180,8.29080009,1044.3564068257335,277.96776761468476,488.55421194628616,311.4185534009754
141807629,10.09729958,1267.7557126689771,226.53644008273548,1010.1093728086385,268.06575461814356
141807839,11.21109962,12375.508539912791,6252.617834232084,7353.646185873346,6909.375585370596
141945095,8.0284996,708.1086383393638,433.8524098249229,582.22499711847,456.35315580536815
142052876,10.88899994,3718.255218615634,2018.6354206397218,3579.879125251,2363.228574072871
142086812,8.20252991,1207.0455373864186,221.1900563788129,841.7924295624223,171.8877980354162
142086813,8.97319031,9941.843514885097,1015.9012737238646,3091.2202314751735,1065.0238157682122
142109251,8.04380035,435.04540453571553,192.82329325552126,391.9580261483143,168.6685554705296
142110261,8.02330017,511.83891591933053,274.4329684715955,406.14033859897927,226.9823883495755
143257766,10.40629959,1932.0328416340337,515.8597499445946,1855.327700228996,451.3938505725035
143396585,8.13860035,2484.080097806005,404.99961181945645,836.7186088509488,367.10314569785936
143924219,8.32450008,1528.800629386122,302.5346216591554,769.8277460924288,453.9882259619253
143951121,12.08279991,2988.275010578405,542.6800384427847,2881.6987204291513,525.9210038412235
143981396,8.13809967,1894.122120824401,224.4597455861705,439.5266045750358,166.40361224963763
144004245,8.07479954,673.776901662109,353.1706193839096,495.83706427049003,370.15895663987163
144065872,9.49950027,1006.4015010268122,277.21662279677827,1060.7331981113925,275.28298775405074
144276409,8.38560009,594.5532158676201,296.481278126615,524.9922598106034,310.02558732853845
144313499,8.45849991,724.2803444189974,450.68689074388567,629.2513941908065,472.61447650060677
144398582,8.06029987,431.77571532835793,168.87502906109125,397.8030272215009,166.2966793959518
144398869,8.17549992,3007.89314582255,149.25689381694565,414.82134836470374,144.12437958500507
147112674,8.36789989,855.0679127133014,221.63190627169905,462.3382971944353,211.97313269476248
147132048,8.38099957,888.3833946369182,575.4653004949379,678.9739146566372,518.3647854207314
147147526,8.2052002,615.4969007904242,319.23654761025233,485.90395695645,299.45187831462727
147148195,8.12829971,2318.1212780379624,106.3974542069879,425.34934237834244,127.67556226498921
147203645,10.72579956,1452.802447809702,291.6209293048672,1368.7599839194709,290.5189530228467
147269346,8.40390015,476.1374445741286,87.70720373790324,409.05131625234577,80.49377649102686
147284977,8.17240047,486.91858196055097,211.6460986924718,439.10327838768194,210.01064755971743
147349694,14.09799957,15303.29430015508,2801.063210962538,14747.785242040965,2959.228124261315
147382908,8.02470016,614.7899409618063,321.79927698899206,473.6626033617017,337.74149214058275
147383831,10.95849991,3493.5303630937315,551.8705162148169,3430.7736998264286,565.3392459814929
149039372,8.42630005,3821.648093550996,3463.4845703774727,4046.349414816939,3637.900675724519
149121385,8.12779999,569.1026620373772,230.64564408657677,414.0641743165349,213.2186025875861
149218683,15.22299957,37064.313154819996,6335.685614094683,35854.871254510464,5747.096176124836
149301575,10.30459976,1180.0043239417855,199.9812615202771,1082.3639865032503,214.1214727712443
149302744,9.81060028,921.8756165176893,173.38189796853013,834.3835176973429,172.7431513553331
