ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
593228.0,9.22216034,3356.0,0.466005,32.0,2194.609260186553,1435.1228019222617,1894.1668095067143,1077.434397302568
593230.0,8.27495956,3806.0,0.57256103,32.0,895.6187521107495,579.4212920591235,779.9714803695679,451.5868204180151
608932.0,8.29839993,4945.0,8.90824032,32.0,544.9727759696543,262.37498968839645,471.30751772783697,257.826701272279
614556.0,8.03979969,6000.0,1.63271999,32.0,375.52753929048777,67.10463640047237,352.1330072544515,78.03454354871064
626529.0,16.47120094,0.0,0.0,32.0,118309.19235944748,20051.49982869625,120174.77303743362,19988.905638456345
672624.0,8.11711025,6343.0,1.63374996,32.0,3916.389774531126,4139.792174100876,3970.1969362795353,4190.321546047926
737327.0,9.14896965,5872.0,1.34923995,32.0,1877.1779723465443,1950.9900594130158,1904.411823488772,1985.217910259962
767943.0,8.06779957,4402.0,23.3071003,32.0,464.4215514417738,234.91735919378698,414.62440276518464,232.74525301530957
770004.0,8.02880001,7257.0,4.25899982,32.0,413.47634396515787,73.61555617535487,341.6776598896831,62.42300878511742
816939.0,8.03670025,6477.20019531,1.19581997,34.0,396.81236376054585,78.26054934412241,359.75774517282844,67.26332503603771
820148.0,8.09399986,4762.0,14.34440041,34.0,560.2155579254031,421.22919694520533,528.0903424136341,413.8103104196489
829147.0,8.21809959,5016.0,10.42329979,34.0,462.0958643499762,201.3699122471735,419.4090433884412,203.33057909738272
972858.0,8.78470039,4719.95019531,10.77050018,34.0,654.1518378071487,330.0252428743988,616.6681996546686,333.6692461743951
975989.0,12.61450005,3376.0,0.50251198,36.0,5449.178628623486,1490.497961640358,5549.678113311529,1631.4552631229162
990995.0,8.65734959,6444.20019531,1.29587996,36.0,536.091800313443,137.74931721854955,484.6880037803203,115.90789654292166
1007010.0,13.45610046,3161.0,0.399519,36.0,10354.223661124706,3184.0798910707235,10391.28191769123,3211.473813280463
1039707.0,8.01329994,4857.0,10.49129963,34.0,522.2226609475911,352.6851942297071,482.9482058994472,345.84285458549857
1107885.0,15.12510014,0.0,0.0,34.0,46824.73838329315,8488.456718623638,47395.53853869438,8791.00151360035
1119071.0,8.07569981,4814.0,9.28662014,31.0,499.74664580076933,295.4685187432915,456.8426520563662,285.1433528121561
1122511.0,8.09902,5316.0,2.69020009,31.0,453.0703299678862,167.72569506429136,403.04288268089294,169.39507622737437
1129033.0,9.62712955,5605.0,0.93397498,31.0,4022.0720693469048,3605.8081313967705,4002.545028924942,3607.9855635762215
1141092.0,8.38549995,4997.58007813,20.21960068,34.0,537.369167432189,254.3403534218669,536.0058858059347,250.62909116968513
1232360.0,10.82299995,3448.0,0.608567,35.0,2315.105404704809,1167.5021378323436,2208.061283454299,1163.0103690549731
1235623.0,8.06550026,4328.0,22.59129906,32.0,454.33934428729117,261.9485603645444,421.1768973618746,257.2679950390011
1258935.0,9.96306038,5739.0,0.96765,35.0,1032.0587316527963,398.1775080319494,926.4712571166456,240.48791965469718
1258971.0,8.30869961,3745.0,54.25699997,35.0,495.452550239861,202.87685038056225,443.5795417521149,144.86869622487575
1273249.0,10.07009983,3962.0,0.90047401,32.0,2361.459191888571,1603.3381689339876,2398.220356553793,1580.3608112037182
1340650.0,8.18050003,4001.0,31.69099998,35.0,481.558934552595,251.08829140663147,418.4198332950473,200.68207231815904
1396359.0,8.1388998,4675.0,17.52529907,32.0,503.28904762864113,308.7082877755165,460.2271656040102,308.60176775604486
1407086.0,13.57429981,3158.0,0.310839,34.0,12326.154857873917,3161.0906589776278,12571.556493639946,3605.626756325364
1438316.0,8.02180004,5080.0,9.82291985,32.0,514.5911127328873,341.7180560063571,477.9475857503712,334.4079595990479
1440684.0,8.10990047,4920.0,10.87590027,32.0,539.1979939304292,345.10515979491174,495.60010666027665,343.4920508880168
1472576.0,16.31080055,0.0,0.0,35.0,112841.56143665314,20382.313057780266,114646.62849903107,20799.336954951286
1517807.0,10.02610016,7984.0,3.24852991,32.0,5782.0226065814495,2125.741448253393,5773.582961410284,2131.151966750622
1528696.0,13.16860008,4669.0,0.782888,32.0,7871.2934628129005,1889.8815615102649,8053.804747760296,2043.1277807801962
1539914.0,14.07600021,0.0,0.0,36.0,30724.218115210533,6037.76378557086,30795.970931649208,6005.66016510129
1588469.0,8.10830021,4740.0,8.03250027,36.0,575.0353448092937,328.35835008881986,494.12588123232126,329.56781797111034
1595409.0,8.16749954,4094.0,28.25620079,36.0,493.56260569766164,191.7700719786808,444.50259883888066,201.15046936552972
1605355.0,8.1548996,4544.0,19.80750084,34.0,511.4781088195741,294.7456086985767,455.5521591100842,290.8390888478607
1677334.0,9.34350014,4294.0,25.0659008,34.0,801.1487079784274,281.4919571392238,713.4668994694948,248.50826594047248
1712781.0,5.98526001,10624.0,2.21447992,35.0,586.6183782927692,595.8990077488124,565.3626285493374,583.2037422806025
