ticids,tmags,slow_2min,slow_30min,fast_2min,fast_30min
61621625,14.23900032,24244.126882706576,6048.306443761523,24448.017628786845,5902.987263048133
61708139,8.04230022,528.0989919775413,185.66532499076544,370.55029935406554,153.0641124386284
61728030,14.60000038,35234.83367332485,9077.67349437834,34301.00944783985,9032.353667448435
61857507,8.08430004,558.5866345866865,326.0410359606993,470.0692123845153,321.9135214066042
61896955,8.06610012,1463.7603251532787,219.73195173228856,427.02154205471686,151.2550781451717
62020444,9.38922024,799.748306123954,217.74362721430086,737.4213331222081,196.41279451628515
62184518,9.38189983,1399.6479056954965,425.85492676368335,1350.3881909669237,395.13477433517096
62483237,9.36359978,885.290445386715,259.4984420920432,673.9518090931743,184.6439649089196
62483415,13.90600014,12270.304080416596,3010.6768001477335,12201.55103107147,3016.720606156793
63280289,8.1644001,1180.9763937061348,346.675425958483,515.9939754577584,354.40796186293665
63281499,15.64229965,53018.01049730351,13240.032040333857,52205.70889649189,12918.859575481129
69747919,7.72749996,357.1914534091737,96.63257157420372,296.9197852111195,81.8519560395738
69750051,8.23945045,497.6997193469734,133.3502976730438,380.4655587790131,108.03493323817781
69813909,13.94659996,14364.009797857676,3505.460310201658,13997.987242443949,3913.135847628952
69841698,9.40476036,734.8847418482653,194.67906280564316,691.8892960040497,191.3243975379712
69855370,9.19250965,707.1365685750144,176.12136730442435,633.2299553991274,166.09227023516252
69888397,8.15789986,585.8929579670513,315.25989857427686,474.0956112372278,312.70311718883033
69911593,14.32800007,24298.120939617267,6566.419628159837,24295.96877621465,6783.459964807145
71274771,10.20359993,28949.209652094167,819.5431813252541,1987.3554741859216,1143.9408583450183
79023394,8.03279972,6348.013226106207,124.60166979389778,387.5402397701834,153.07000369816907
79056222,14.8757,30092.80554486213,7661.809697613922,29696.58931690424,7663.491588228767
79154958,10.26099968,2442.4136529068396,622.65486905518,2313.981578828324,574.2931830700322
79180181,8.23429966,1772.6134002807064,211.55772871389456,425.30625350808106,163.07287149078715
79246796,15.56499958,61768.140666085346,16350.832026209597,60489.463339849535,17313.274772789286
79301758,8.00329971,478.9652838886,140.41989595922243,346.8168529687437,121.90313529242151
79394364,8.03450012,655.3517611287562,352.2869195981373,501.87260323913637,361.4835351767087
79449320,8.27009964,564.419053172784,280.66305196129036,461.6705206771339,281.32715219694194
79659787,8.03129959,1791.9664255891203,757.2423464283052,1805.0078049890474,741.471811873132
79748331,10.00590038,1066.5372714486189,320.2086173746019,967.3505644928498,285.15126858564787
79753826,8.23130035,568.2189622516049,284.9048109329975,462.5896051212565,277.8350432183674
79880315,10.21039963,30383.05673949905,26385.817498515094,25890.825934225937,25533.86512619628
79921794,15.40499973,57735.46506369191,15212.93599705986,56694.991984220884,14530.974769745992
80080413,8.03969955,817.5106718179777,340.003492575902,471.6106507436803,326.66918563448746
80081053,8.08119965,662.4213594149347,392.0534099578919,515.2571367643391,393.41612622302046
80166433,8.04650021,381.13971760360374,104.54168465686604,350.4791780118039,105.25762982559685
80170223,14.04699993,16161.808642032895,4386.862476530974,16199.411315027186,4571.379479640141
88267762,8.04469967,424.1758971707159,98.26741617788252,334.4481194842329,94.42278676345259
88330362,9.59829998,3602.932396572345,1472.2438430966931,3578.4393276569385,1453.8986810172753
89020549,10.80609989,1621.0588870207528,431.2454954568945,1551.126405276821,389.4830817150983
89042812,14.62469959,22193.501529821897,5761.722603235558,21898.03008388173,5413.654931188132
89257479,10.65429974,4597.978355351983,1307.2129081037115,2055.416006158448,1488.215856353297
89434117,8.4909296,494.7835100539247,142.54077544507598,443.12839066987726,138.3379534544674
89434870,8.00846958,1983.6409091231376,1458.7232363743765,1518.157805747422,1450.5396778533666
90849283,10.0795002,3383.7748497008088,2555.792335421429,3343.280961024219,2564.8858096907006
91034347,8.28250027,561.414473901158,234.2688132082433,442.0651020700596,232.4712691775768
91397147,8.14509964,676.3838160301375,422.09920267415094,548.6090605177226,403.3676795522188
91513076,8.31289959,449.80319095811336,122.83427022235314,406.18524272381575,105.43602916466538
92257800,8.47539997,1215.7941652655645,483.4721527960389,2300.3819794287265,989.3182152673243
92313821,8.14449978,1183.4507531062973,166.2239297037743,386.64952568503594,126.6611924033986
92324595,8.19540024,566.3190077121944,301.87184681982615,480.66017102392857,319.07650703457205
92350273,9.6012001,844.640255241188,222.11794115387383,782.9731609543019,212.16536731817024
92352620,9.64330006,1452.2722279382388,448.7869362044752,1690.7859667575062,555.2385405922614
92451349,8.16530037,424.9270419886224,143.82214013444587,385.1082580305633,137.26979102290025
92498515,8.01500034,1160.5629286547942,162.07054071064437,380.44644285234415,160.518961563473
92594505,8.04300022,857.0120522420007,135.33862219103153,396.3267688328165,122.13975473216817
92709449,13.77299976,13140.085594563008,3511.027618852024,13188.490137733488,3188.9943552561326
92862464,8.0333004,1882.9875035236696,219.37847181797963,414.72827876920513,228.9246991498808
96855460,9.55259991,1051.337635133335,212.66235344610996,778.6229053116551,206.40075020790925
97390728,8.12644958,443.6172924577071,186.41646980867193,382.6512913425343,189.24219398190863
97458350,10.17669964,1370.9718476471849,400.40437293344036,1323.385063717339,361.6229016306915
98116868,8.04800034,454.39842984412945,213.76697817832536,408.27578758686394,211.373171921238
98120806,13.84119987,14553.651771884419,3947.8404229592843,14100.659672472722,3690.5731224294136
98282377,8.02900028,978.6091427642725,355.99845869838106,504.1298351562438,346.7102223315753
99411402,8.05420017,475.16537480977905,237.4943174263123,399.7842162994435,222.73872246307258
99499703,14.6079998,26271.555116214735,6742.7177354214155,25838.201564489536,7325.617156145334
99648636,8.0658102,388.474425825514,123.18775013666206,351.5574032067791,110.25501383753544
99730808,15.32619953,46554.01167431469,11097.546094718144,48206.07373915935,10955.252947601182
99739128,8.09232998,415.69237922730156,151.8196231956854,381.69138369240153,159.73264281305288
99739299,14.95600033,38570.93291958324,9932.78559208093,38081.04863659216,11841.304970398267
100227109,8.12829971,1516.3404624067323,244.3429907660478,396.4564900809126,158.21083165039093
100327437,8.48480034,971.8930243924028,234.71066310112946,479.0831886816386,233.72340628565755
100382531,8.06529999,484.267482603234,221.10168640023565,394.85175170657396,203.21736930248807
100475285,14.48999977,23792.379552219765,6063.6828200339605,24263.774435985804,5847.673420741695
100566492,11.11699963,2098.256771337808,631.4918669129033,1998.7490526621639,626.7938915598576
100603346,14.53120041,21321.643321178923,5406.740399290815,21061.049291061685,4977.938692932778
100668092,8.05949974,403.27639723720046,112.53916771810557,339.9914303657457,97.37698178619675
100828499,8.02960014,1304.959473649992,243.90114087316164,420.4493717536035,248.08663798877586
101230735,9.66520023,863.9049105710247,225.2550753933656,782.8744545703619,209.76850481022726
101400947,8.21140003,1007.7712356947593,199.05337674521616,426.2047755057432,225.90031158574078
101453390,8.2130003,7417.422521858586,6459.624509049251,7315.329542851872,7335.688188258127
101512805,13.66399956,11581.592652374935,3216.490480254108,11975.64642779144,3508.856309562722
101777834,8.12860012,1472.1554731181159,215.00415787840663,405.92276219581294,187.9606256553657
101817287,12.71199989,6945.084986363278,3100.2839584250473,6803.237888745307,3209.080646410018
101883318,9.03629971,750.2611181207037,343.93595662258883,663.4586503269908,345.81786805643833
112239407,14.77000046,36414.307777395166,9580.454487493504,34732.08710654944,9313.587324065727
112395568,8.88490009,918.1640774174455,341.1081173081174,943.3735022864764,478.1443497004473
112553108,8.30690002,1242.8353787101976,1041.9704174041483,1210.8333307253893,1017.9169948699882
112613272,8.29100037,957.5770878628912,356.3961236019786,527.4394430951203,363.9917355728135
113118441,14.5880003,35788.02973921833,9620.132607874682,35314.496361702346,9270.65340630665
113424207,14.53899956,30543.49243560602,7670.867620418088,29801.004406247423,7820.066908458155
113643828,8.02589989,593.4927761246934,320.34117234246776,458.33118828940127,312.64007157842127
113682179,8.12609959,496.10905973258315,229.36427939720693,486.2716229309902,313.25823641118194
114048530,8.0678997,595.5252856319696,312.6529842062485,488.05576912179487,313.85940327278956
114141877,9.80930042,4195.453102932689,3497.153532215398,4026.3711800417386,3398.5964197305675
114279396,8.12059975,1389.706283105558,200.33474143458605,388.3249912118963,121.19152970857834
115105263,8.00249958,410.3018105340904,110.10899330723167,348.47821824876905,104.28448357667689
115148200,13.27400017,8744.562860131464,2242.6975013222946,8757.48196304317,2317.616536208082
115148535,8.05010033,643.6869239565614,399.4764881583794,524.9643872886295,398.13031688488024
115151541,8.23400021,612.2713965723552,356.7496035162875,497.2418210403367,330.81840659956623
115176307,16.34000015,130197.30102239746,32136.361299460634,127168.00561903421,35442.98998137478
117518457,8.21319962,1418.6916360788903,196.4464623771878,414.27091210839086,212.50439280323315
121470291,8.03110027,379.8141679249452,103.30450495678477,323.1393499544852,88.31273466201964
121489177,11.19120026,4059.8935557952145,2156.9344371130906,4037.109893816608,2020.4666597317564
126639048,8.3494997,520.2340638841677,272.88649384649386,463.16464364521545,254.52995405380588
126659216,14.56700039,26926.774322375622,7056.2102344241475,25818.74655046198,6752.391790963793
126745610,8.26019955,4751.38863816206,4348.863385742765,4885.37073380048,4324.209459273133
126804554,8.09140015,525.8013725345332,270.36794945704276,430.65717331832366,272.2749859569257
128790976,7.22349977,582.1814188668077,249.20333958779557,388.23568356223217,277.77770961593467
128797775,8.17160034,459.5238886016089,126.54580932259691,369.0159174258634,101.18152796950726
129041173,8.04829979,467.83066658786873,117.53207150771921,348.5756292658657,107.06706898124096
129211570,8.91230011,1135.4216697495715,536.2290300066468,1079.0423220933212,495.6333667528166
129226321,8.59640026,679.7418752160722,364.26105169535225,553.0687755974387,362.0323548977259
129277739,9.36660004,21274.71886255441,18427.349782817404,21394.603825927206,18244.340644014446
129277761,8.00380039,539.763829149736,291.8418542513102,429.62350373342946,280.6125285971275
129570681,9.85039997,10661.17514050377,326.96892073576015,1184.051230717974,469.3249317596571
129580709,13.85999966,15233.482017079066,4206.190055329824,15106.606868768176,3802.623103704303
129580852,8.19040012,476.0048896062628,134.1014424909503,378.50785413170166,104.40544753048594
129637892,9.02840042,625.9687432518263,180.80497616901764,580.9694408756073,175.0601228227501
139113397,8.1807003,448.74275121518656,114.2623823003616,364.0633736407106,95.78634455519754
139130598,8.17800045,456.519309329983,124.51329981532058,369.6337887530044,106.59153435402786
139131746,8.51799965,1185.6600025707282,200.42311141316327,470.9291567142138,189.0892572294559
139147794,10.63099957,16697.860932082385,2785.156614818636,4834.2430202273545,3215.293921718432
139191168,7.18279982,279.42587226120907,68.75184333308687,230.0925860724912,60.50860229616524
139198604,8.40100002,578.8233596808727,285.3024758365951,489.9518699826432,293.5401078730877
139200489,10.94979954,1845.1651526926141,447.68231147225976,1729.7058365996895,451.02340926504303
139208432,14.6960001,22698.359217433626,5301.138274891022,22303.480823438123,5624.171319059759
139256883,8.19489956,770.3211032577356,444.6777322006339,568.6988953234564,464.6738369577957
139266474,15.52499962,57961.60383887106,45757.091207505204,57997.26971682005,45535.945932015755
139348952,8.42240047,535.1685902637199,232.85489355100756,457.08934598305626,229.18558223715044
139363516,10.27890015,2231.209404107254,1310.7035222575123,2179.5355491302425,1292.3952457985654
139455526,8.01799965,388.7395357612457,121.3319805865402,345.52038218630275,104.53637179667487
139457787,8.08240032,1839.8629539779802,165.6937098323109,390.6190455900752,169.3936196107772
139470229,8.05700016,781.1906106227352,461.99824800177146,591.1773915690013,482.9707910105379
139723188,15.45199966,49828.6937854619,12559.14135539628,51501.74229832282,13569.289560846428
139731252,8.03639984,1750.079055743512,201.39518117751282,513.124073361511,235.327576043679
139763242,8.06799984,5155.283625249301,216.37389254635374,387.60094452429473,145.3428065118794
139831293,14.62220001,20765.354306035242,5235.037530915252,20720.634686564288,5564.096799094972
139845588,8.0635004,389.0046456969774,118.68088122922323,339.2862012208866,101.95792427899079
139898595,8.04339981,572.2839812661575,309.1181850631592,438.41078842492425,300.25626591928545
140045537,14.23810005,167269.5674752894,49684.16468549884,131067.99421222761,55479.57662960847
140045538,8.23083019,3334.1992917189814,1052.13296494053,1269.4965578145284,1190.0912332724654
140045614,8.01550007,1508.3871643347811,202.85328582403716,369.392891580419,163.9701125129158
140068194,8.09659958,654.4680613429837,413.83660967717975,522.6603758636903,399.5072535122087
140068425,9.78279972,2264.7458109773142,422.2317576420168,904.222039588105,414.50429263508363
140527781,8.03339958,3252.5454315136185,281.37001178990823,351.7800126890244,126.61947516580737
140579075,15.02980042,23669.280172061677,6308.688585639338,22221.361249834004,6255.11104559078
140691463,12.01659966,3333.9341817832496,990.8041998079307,3182.3391220497238,1013.0982655015144
140755216,8.1697998,416.5760790130739,109.49040345719105,362.646561103885,101.2615049955207
140800765,8.01519966,588.3673173672139,335.89428857206065,456.78276641067794,326.3291431508329
140802488,8.48900032,610.7249219472536,275.9794430966971,468.20648944077084,225.15871157478486
140997242,8.20049953,594.3764759104656,357.36819336632817,478.66612017142563,323.025975684223
141269997,8.5934,578.6466197237182,232.4130436581214,486.0385582912505,197.25864289748057
141482386,10.08139992,1176.9997446701595,429.7873908103702,1033.1175857952128,407.1526800157382
141527579,12.12930012,3182.9098883947595,819.4548113466767,3161.5466412382502,891.645580813101
141606660,8.04279995,1304.3408837999514,238.90823708354802,381.0157146014849,192.7873239180939
141608198,12.53950024,4247.149540400371,1014.5757240452061,3993.337955127591,973.4237219354384
141610486,8.55809975,553.9913957006704,224.4597455861705,483.68267048076956,216.04517213311595
141627237,9.05980015,709.9202229001971,306.3345307379764,617.172214502143,283.2801651855876
141628215,8.05770016,560.486589126097,233.82696331535715,410.85517498311117,241.1288847929507
141805180,8.29080009,1044.3564068257335,292.0185942084647,488.55421194628616,302.0305556460441
141807629,10.09729958,1267.7557126689771,292.85810900494846,1010.1093728086385,342.61549613580104
141807839,11.21109962,12375.508539912791,6227.167280401841,7353.646185873346,7178.823533223227
141945095,8.0284996,708.1086383393638,449.89156093669055,582.22499711847,477.1971202698758
142052876,10.88899994,3718.255218615634,2269.738714766928,3579.879125251,2379.6696352988647
142086812,8.20252991,1207.0455373864186,287.8652052153348,841.7924295624223,231.30721423949046
142086813,8.97319031,9941.843514885097,1337.0819608628162,3091.2202314751735,1380.1736116117663
142109251,8.04380035,435.04540453571553,212.88327839255305,391.9580261483143,203.3348698770973
142110261,8.02330017,511.83891591933053,285.12573587944064,406.14033859897927,236.5955737631234
143257766,10.40629959,1932.0328416340337,915.9548279530147,1855.327700228996,813.7107627391567
143396585,8.13860035,2484.080097806005,420.55272804904934,836.7186088509488,387.79551797487005
143924219,8.32450008,1528.800629386122,323.1690116569392,769.8277460924288,507.9038310903842
143951121,12.08279991,2988.275010578405,772.5303527221664,2881.6987204291513,745.7211618814137
143981396,8.13809967,1894.122120824401,244.87321063751122,439.5266045750358,186.14820493541984
144004245,8.07479954,673.776901662109,369.2981404742545,495.83706427049003,383.7697848380479
144065872,9.49950027,1006.4015010268122,372.21434976730325,1060.7331981113925,395.9824058697828
144276409,8.38560009,594.5532158676201,339.51745769372724,524.9922598106034,329.2754472275455
144313499,8.45849991,724.2803444189974,463.58890761616163,629.2513941908065,478.1841132945706
144398582,8.06029987,431.77571532835793,205.54857017064273,397.8030272215009,204.69954051702015
144398869,8.17549992,3007.89314582255,206.60900991356954,414.82134836470374,179.66104657125354
147112674,8.36789989,855.0679127133014,248.584749737755,462.3382971944353,235.59378678416047
147132048,8.38099957,888.3833946369182,568.3957022087593,678.9739146566372,544.1444419110022
147147526,8.2052002,615.4969007904242,345.7033561941335,485.90395695645,320.0215984484404
147148195,8.12829971,2318.1212780379624,133.0851877373121,425.34934237834244,149.16447714925027
147203645,10.72579956,1452.802447809702,387.32561610401,1368.7599839194709,404.4919469460276
147269346,8.40390015,476.1374445741286,134.5874773731251,409.05131625234577,108.77768627285249
147284977,8.17240047,486.91858196055097,265.9936355174698,439.10327838768194,254.31220476990993
147349694,14.09799957,15303.29430015508,4104.343655019563,14747.785242040965,4167.187479925606
147382908,8.02470016,614.7899409618063,321.93183195685793,473.6626033617017,347.6300578089566
147383831,10.95849991,3493.5303630937315,2045.9417440200864,3430.7736998264286,1957.8517163048075
149039372,8.42630005,3821.648093550996,3840.2057890522146,4046.349414816939,3974.9679957795224
149121385,8.12779999,569.1026620373772,256.14038290610836,414.0641743165349,237.56004751621717
149218683,15.22299957,37064.313154819996,9203.247233936589,35854.871254510464,9534.557220272076
149301575,10.30459976,1180.0043239417855,297.7626428159848,1082.3639865032503,294.6646499806565
