ticids,tmags,teff,rad,sec,default,defaultcrs,hard,hardest
32052779,12.782,3339,0.498,29,6581.521,6581.521,6581.521,6495.061
32052779,12.782,3339,0.498,34,5950.253,5950.253,5950.253,5937.255
32052779,12.782,3339,0.498,30,5563.831,5563.831,5563.831,5551.069
32052779,12.782,3339,0.498,33,6126.624,6126.624,6126.624,6102.329
32068500,12.951,3444,0.434,31,5470.075,5470.075,5470.075,5427.672
32068500,12.951,3444,0.434,30,4974.316,4974.316,4974.316,4974.316
32068500,12.951,3444,0.434,33,7126.166,7126.166,7126.166,7126.166
32068500,12.951,3444,0.434,34,6264.128,6264.128,6264.128,6184.334
32068500,12.951,3444,0.434,36,6147.914,6147.914,6147.914,6111.836
32068500,12.951,3444,0.434,29,6874.380,6874.380,6874.380,6818.046
32068755,14.892,50000,0.147,31,29778.682,29778.682,29778.682,29778.682
32068755,14.892,50000,0.147,27,24320.148,24320.148,24320.148,24320.148
32068755,14.892,50000,0.147,34,26390.443,26390.443,26390.443,26390.443
32068755,14.892,50000,0.147,33,27588.177,27588.177,27588.177,27552.657
32068755,14.892,50000,0.147,30,24379.129,24379.129,24379.129,24379.129
32068755,14.892,50000,0.147,36,25640.644,25640.644,25640.644,25559.949
32068755,14.892,50000,0.147,28,32313.678,32313.678,32313.678,32313.678
32068755,14.892,50000,0.147,29,27911.771,27911.771,27911.771,27865.043
32072196,8.368,4193,22.750,33,559.178,559.178,559.178,559.178
32072326,8.847,5010,9.953,36,642.583,642.583,642.583,639.861
32072326,8.847,5010,9.953,29,691.626,691.626,691.626,687.998
32072326,8.847,5010,9.953,30,679.309,679.309,679.309,674.649
32072326,8.847,5010,9.953,31,716.694,716.694,716.694,712.056
32072326,8.847,5010,9.953,27,708.012,708.012,708.012,707.661
32072326,8.847,5010,9.953,28,701.670,701.670,701.670,700.573
32072326,8.847,5010,9.953,34,669.546,669.546,669.546,668.337
32072326,8.847,5010,9.953,33,676.075,676.075,676.075,674.757
32072326,8.847,5010,9.953,32,696.191,696.191,696.191,692.937
32089522,12.977,3435,0.534,30,6019.824,6019.824,6019.824,6009.485
32089522,12.977,3435,0.534,32,6579.472,6579.472,6579.472,6533.974
32089522,12.977,3435,0.534,29,5366.513,5366.513,5366.513,5354.436
32089522,12.977,3435,0.534,36,8018.242,8018.242,8018.242,7974.526
32089522,12.977,3435,0.534,33,9711.617,9711.617,9711.617,9691.819
32089522,12.977,3435,0.534,34,6883.390,6883.390,6883.390,6852.704
32089522,12.977,3435,0.534,35,6840.445,6840.445,6840.445,6819.061
32090581,13.506,3267,0.264,34,12837.166,12837.166,12837.166,12805.211
32090581,13.506,3267,0.264,36,10630.316,10630.316,10630.316,10508.507
32090581,13.506,3267,0.264,30,11834.227,11834.227,11834.227,11814.724
32090581,13.506,3267,0.264,32,13566.191,13566.191,13566.191,13489.087
32090581,13.506,3267,0.264,33,10749.253,10749.253,10749.253,10749.253
32090581,13.506,3267,0.264,29,11151.005,11151.005,11151.005,11080.031
32090581,13.506,3267,0.264,31,10529.016,10529.016,10529.016,10529.016
32090583,13.329,3249,0.285,34,11826.894,11826.894,11826.894,11755.732
32090583,13.329,3249,0.285,29,11591.455,11591.455,11591.455,11591.455
32090583,13.329,3249,0.285,31,9532.208,9532.208,9532.208,9519.910
32090583,13.329,3249,0.285,30,11235.668,11235.668,11235.668,11213.920
32090583,13.329,3249,0.285,28,9339.873,9339.873,9339.873,9236.423
32090583,13.329,3249,0.285,33,9290.583,9290.583,9290.583,9270.968
32090583,13.329,3249,0.285,27,16186.759,16186.759,16186.759,16170.453
32090583,13.329,3249,0.285,32,14309.828,14309.828,14309.828,14244.240
32090583,13.329,3249,0.285,36,9120.515,9120.515,9120.515,9040.686
32152605,8.034,6981,1.488,35,898.108,898.108,898.108,897.626
32154687,8.918,4479,14.003,29,715.895,715.895,715.895,711.097
32257424,8.859,4346,23.792,30,662.605,662.605,662.605,661.755
32268776,6.149,0,0.000,30,77250.920,77250.920,77250.920,77201.508
32290739,8.200,4362,28.666,30,509.948,509.948,509.948,507.101
32307067,15.551,0,0.000,30,40661.775,40661.775,40661.775,40508.814
32397826,8.434,5959,1.384,30,533.144,533.144,533.144,532.342
32432362,9.289,5197,9.780,30,739.399,739.399,739.399,737.297
32453448,8.008,3977,41.081,30,571.460,571.460,571.460,493.242
32487566,10.585,6034,1.284,29,1828.526,1828.526,1828.526,1828.526
32497834,8.144,4887,8.819,33,643.160,643.160,643.160,642.947
32497834,8.144,4887,8.819,32,712.326,712.326,712.326,711.516
32499622,5.829,0,0.000,33,460.180,460.180,460.180,458.221
32499622,5.829,0,0.000,32,998.024,998.024,998.024,952.678
32499655,13.545,4840,0.886,32,10336.015,10336.015,10336.015,10325.802
32499655,13.545,4840,0.886,33,9941.638,9941.638,9941.638,9908.591
32500778,6.858,6702,1.388,33,297.784,297.784,297.784,296.948
32500778,6.858,6702,1.388,32,321.237,321.237,321.237,318.797
32501143,8.119,6752,1.544,33,482.614,482.614,482.614,481.771
32501143,8.119,6752,1.544,32,469.919,469.919,469.919,469.111
32535669,12.736,3222,0.418,30,7478.856,7478.856,7478.856,7429.768
32551452,8.097,6456,1.979,30,455.061,455.061,455.061,452.567
32556675,8.267,4361,20.281,30,604.139,604.139,604.139,603.244
32556882,13.592,50000,0.147,32,12173.140,12173.140,12173.140,12051.088
32556882,13.592,50000,0.147,33,12238.302,12238.302,12238.302,12223.074
32635526,8.129,4528,27.197,36,478.283,478.283,478.283,474.642
32644711,13.105,3241,0.380,32,8786.087,8786.087,8786.087,8772.508
32644711,13.105,3241,0.380,33,9282.243,9282.243,9282.243,9154.495
32681367,8.061,5564,0.936,32,397.704,397.704,397.704,395.548
32681367,8.061,5564,0.936,33,394.509,394.509,394.509,393.692
32704778,10.417,7662,3.088,33,2236.230,2236.230,2236.230,2236.230
32707957,8.368,4798,10.073,32,539.332,539.332,539.332,539.332
32757177,8.486,4455,15.073,33,601.134,601.134,601.134,601.134
32811633,11.663,3219,0.221,32,11658.615,11658.615,11658.615,11508.730
32811633,11.663,3219,0.221,33,9935.406,9935.406,9935.406,9853.373
32830560,8.041,5481,0.912,33,388.695,388.695,388.695,388.695
32830560,8.041,5481,0.912,32,405.901,405.901,405.901,405.156
32874669,9.551,5147,0.838,32,1917.306,1917.306,1917.306,1913.072
32874669,9.551,5147,0.838,33,2012.719,2012.719,2012.719,1957.171
32875139,8.109,4722,16.320,32,529.367,529.367,529.367,528.401
32926505,9.776,8323,1.593,33,2185.808,2185.808,2185.808,2185.808
32926505,9.776,8323,1.593,32,2359.049,2359.049,2359.049,2359.049
32947827,16.677,0,0.000,33,126510.113,126510.113,126510.113,124641.910
32949762,12.335,5160,0.875,32,6784.482,6784.482,6784.482,6779.139
32949762,12.335,5160,0.875,33,5555.216,5555.216,5555.216,5538.349
33102973,8.166,4865,10.533,32,567.894,567.894,567.894,566.906
33105293,8.630,3488,0.515,32,547.313,547.313,547.313,545.860
33105293,8.630,3488,0.515,33,529.476,529.476,529.476,528.941
33149129,9.657,7580,2.803,33,50499.965,50499.965,50499.965,50500.434
33149852,8.011,4494,28.613,33,461.637,461.637,461.637,461.085
33281417,8.073,4306,31.559,35,533.313,533.313,533.313,529.509
33318760,15.460,34805,0.147,35,45993.537,45993.537,45993.537,45933.366
33357141,16.527,0,0.000,35,114469.834,114469.834,114469.834,114469.834
33419248,8.020,4760,10.266,33,611.091,611.091,611.091,610.432
33419248,8.020,4760,10.266,32,611.429,611.429,611.429,609.928
33444592,16.581,0,0.000,30,114236.414,114236.414,114236.414,112975.024
33465383,8.165,4816,10.699,30,544.826,544.826,544.826,543.020
33473432,8.002,5038,15.965,33,432.304,432.304,432.304,428.289
33473432,8.002,5038,15.965,32,445.398,445.398,445.398,443.342
33476602,8.264,5000,5.293,30,503.558,503.558,503.558,495.552
33521996,13.338,3749,0.597,32,9672.219,9672.219,9672.219,9672.219
33521996,13.338,3749,0.597,33,9267.698,9267.698,9267.698,9133.535
33591202,8.235,5949,1.179,30,503.365,503.365,503.365,501.950
33601621,6.601,7877,2.797,33,655.621,655.621,655.621,654.584
33604636,8.780,8283,2.335,33,585.852,585.852,585.852,584.779
33714875,12.396,4078,0.960,31,3901.286,3901.286,3901.286,3901.286
33714875,12.396,4078,0.960,30,4003.022,4003.022,4003.022,3973.522
33714875,12.396,4078,0.960,32,4082.794,4082.794,4082.794,4082.794
33714875,12.396,4078,0.960,36,3863.848,3863.848,3863.848,3855.110
33714875,12.396,4078,0.960,33,3699.499,3699.499,3699.499,3691.524
33714875,12.396,4078,0.960,34,4673.573,4673.573,4673.573,4593.107
33714875,12.396,4078,0.960,29,5890.206,5890.206,5890.206,5890.206
33714875,12.396,4078,0.960,35,3956.393,3956.393,3956.393,3947.461
33714944,12.314,3396,0.402,30,4080.137,4080.137,4080.137,4060.677
33714944,12.314,3396,0.402,36,4279.634,4279.634,4279.634,4279.634
33714944,12.314,3396,0.402,32,4290.027,4290.027,4290.027,4278.423
33714944,12.314,3396,0.402,33,4306.476,4306.476,4306.476,4299.426
33714944,12.314,3396,0.402,29,5305.761,5305.761,5305.761,5299.739
33714944,12.314,3396,0.402,34,4481.225,4481.225,4481.225,4468.549
33714944,12.314,3396,0.402,31,4097.923,4097.923,4097.923,4092.888
33714944,12.314,3396,0.402,35,8191.105,8191.105,8191.105,8123.185
33716446,16.273,34000,0.143,28,94069.615,94069.615,94069.615,94069.615
33716446,16.273,34000,0.143,27,113556.087,113556.087,113556.087,113556.087
33740670,8.056,4206,37.679,33,608.911,608.911,608.911,608.358
33826259,8.154,4865,10.900,36,557.466,557.466,557.466,554.980
33826259,8.154,4865,10.900,35,585.666,585.666,585.666,584.930
33834484,14.113,31000,0.180,34,15645.985,15645.985,15645.985,15645.985
33834484,14.113,31000,0.180,36,13852.916,13852.916,13852.916,13852.916
33834484,14.113,31000,0.180,32,14773.441,14773.441,14773.441,14729.189
33834484,14.113,31000,0.180,27,15246.149,15246.149,15246.149,15128.737
33834484,14.113,31000,0.180,30,13356.443,13356.443,13356.443,13356.443
33834484,14.113,31000,0.180,29,13787.485,13787.485,13787.485,13771.396
33834484,14.113,31000,0.180,28,15145.619,15145.619,15145.619,15145.619
33834484,14.113,31000,0.180,33,14812.708,14812.708,14812.708,14706.746
33834484,14.113,31000,0.180,35,13708.358,13708.358,13708.358,13708.358
33834564,13.830,3258,0.463,30,11284.391,11284.391,11284.391,11216.660
33834564,13.830,3258,0.463,31,17492.360,17492.360,17492.360,17404.502
33834564,13.830,3258,0.463,33,17223.749,17223.749,17223.749,17103.972
33834564,13.830,3258,0.463,34,11936.828,11936.828,11936.828,11925.500
33834564,13.830,3258,0.463,32,12965.798,12965.798,12965.798,12929.829
33834564,13.830,3258,0.463,36,11182.993,11182.993,11182.993,10780.684
33834564,13.830,3258,0.463,35,10939.186,10939.186,10939.186,10901.322
33834564,13.830,3258,0.463,29,10418.312,10418.312,10418.312,10402.258
33836359,8.082,6923,3.652,35,2225.473,2225.473,2225.473,2224.217
33836359,8.082,6923,3.652,33,2341.504,2341.504,2341.504,2341.165
33836359,8.082,6923,3.652,31,2232.745,2232.745,2232.745,2231.903
33836359,8.082,6923,3.652,36,2217.264,2217.264,2217.264,2217.003
33836359,8.082,6923,3.652,28,2327.041,2327.041,2327.041,2325.315
33836359,8.082,6923,3.652,30,2320.628,2320.628,2320.628,2320.392
33836359,8.082,6923,3.652,32,2392.212,2392.212,2392.212,2391.299
33836359,8.082,6923,3.652,27,2350.310,2350.310,2350.310,2350.149
33836359,8.082,6923,3.652,29,2223.594,2223.594,2223.594,2222.670
33836359,8.082,6923,3.652,34,2251.538,2251.538,2251.538,2251.687
33837062,13.837,3336,0.581,32,12267.062,12267.062,12267.062,12247.439
33837062,13.837,3336,0.581,35,16231.662,16231.662,16231.662,16231.662
33837062,13.837,3336,0.581,29,11136.383,11136.383,11136.383,10999.107
33840009,15.754,0,0.000,28,58430.318,58430.318,58430.318,58300.748
33864387,11.400,3443,0.551,36,2875.138,2875.138,2875.138,2864.535
33864387,11.400,3443,0.551,27,4309.545,4309.545,4309.545,4302.527
33864387,11.400,3443,0.551,29,4728.290,4728.290,4728.290,4564.814
33864387,11.400,3443,0.551,32,3370.099,3370.099,3370.099,3336.974
33864387,11.400,3443,0.551,35,2926.775,2926.775,2926.775,2888.999
33864387,11.400,3443,0.551,28,3454.196,3454.196,3454.196,3446.409
33864387,11.400,3443,0.551,33,2804.972,2804.972,2804.972,2790.700
33864387,11.400,3443,0.551,34,6213.833,6213.833,6213.833,6177.183
33864387,11.400,3443,0.551,30,3777.002,3777.002,3777.002,3765.353
33866201,13.795,3153,0.261,32,13869.334,13869.334,13869.334,13553.655
33866201,13.795,3153,0.261,30,13750.133,13750.133,13750.133,13616.182
33866201,13.795,3153,0.261,29,12582.781,12582.781,12582.781,12574.090
33866201,13.795,3153,0.261,35,12910.196,12910.196,12910.196,12868.875
33866201,13.795,3153,0.261,31,13290.097,13290.097,13290.097,13245.413
33866201,13.795,3153,0.261,33,13978.134,13978.134,13978.134,13970.952
33866201,13.795,3153,0.261,34,14082.774,14082.774,14082.774,14042.937
33866201,13.795,3153,0.261,36,12625.086,12625.086,12625.086,12574.312
33866571,8.386,4843,9.706,27,683.419,683.419,683.419,682.750
33878688,11.176,5168,0.770,32,1930.018,1930.018,1930.018,1930.018
33878688,11.176,5168,0.770,34,2043.482,2043.482,2043.482,2043.482
33878688,11.176,5168,0.770,33,1909.062,1909.062,1909.062,1909.062
33878688,11.176,5168,0.770,30,1906.475,1906.475,1906.475,1901.265
33878688,11.176,5168,0.770,29,1916.995,1916.995,1916.995,1916.995
33878688,11.176,5168,0.770,36,1878.497,1878.497,1878.497,1874.697
33878688,11.176,5168,0.770,31,1987.786,1987.786,1987.786,1987.786
33878688,11.176,5168,0.770,35,1901.899,1901.899,1901.899,1895.447
33878688,11.176,5168,0.770,28,1922.695,1922.695,1922.695,1922.695
33878688,11.176,5168,0.770,27,1989.971,1989.971,1989.971,1988.634
33878971,12.999,3117,0.325,32,9305.726,9305.726,9305.726,9032.768
33878971,12.999,3117,0.325,30,13501.370,13501.370,13501.370,13452.678
33878971,12.999,3117,0.325,29,11238.547,11238.547,11238.547,11226.733
33878971,12.999,3117,0.325,34,10940.198,10940.198,10940.198,10880.093
33878971,12.999,3117,0.325,36,7373.071,7373.071,7373.071,7312.790
33878971,12.999,3117,0.325,35,8987.914,8987.914,8987.914,8887.550
33878971,12.999,3117,0.325,33,7023.977,7023.977,7023.977,6875.098
33881250,12.875,3151,0.387,34,6304.341,6304.341,6304.341,6265.424
33881250,12.875,3151,0.387,30,7268.149,7268.149,7268.149,7162.407
33881250,12.875,3151,0.387,36,7021.913,7021.913,7021.913,6982.749
33881250,12.875,3151,0.387,35,8549.524,8549.524,8549.524,8542.912
33881250,12.875,3151,0.387,33,7426.698,7426.698,7426.698,7317.753
33881250,12.875,3151,0.387,32,6125.535,6125.535,6125.535,6028.563
33881250,12.875,3151,0.387,31,6538.531,6538.531,6538.531,6133.920
33881250,12.875,3151,0.387,29,5557.801,5557.801,5557.801,5526.904
33910267,7.543,6330,1.218,35,947.753,947.753,947.753,946.888
33911215,8.466,4661,10.564,29,767.687,767.687,767.687,766.003
33912852,8.183,6541,1.780,29,3169.319,3169.319,3169.319,3168.477
33937232,10.927,3209,0.225,33,2640.141,2640.141,2640.141,2640.141
33938658,11.702,3852,0.515,33,2639.470,2639.470,2639.470,2630.549
33945685,8.235,9526,2.015,29,487.825,487.825,487.825,485.454
33946400,8.018,4629,10.176,29,586.733,586.733,586.733,585.179
33949202,10.073,3442,0.498,29,1942.613,1942.613,1942.613,1939.108
33986466,15.393,0,0.000,29,40072.273,40072.273,40072.273,40072.273
33997020,11.779,3336,0.383,33,3129.050,3129.050,3129.050,3068.623
34068865,8.032,3536,0.458,36,473.380,473.380,473.380,473.380
34068865,8.032,3536,0.458,35,455.141,455.141,455.141,455.141
34273997,8.000,4378,22.494,32,493.907,493.907,493.907,490.653
34294699,8.123,3826,121.499,36,476.473,476.473,476.473,472.951
34298539,8.083,3753,63.687,35,634.143,634.143,634.143,621.390
34308493,8.003,3366,107.882,32,1367.939,1367.939,1367.939,1316.108
34376992,8.030,4167,41.499,33,477.084,477.084,477.084,475.952
34512862,9.648,7515,2.643,32,27231.632,27231.632,27231.632,27232.828
34520844,14.606,50000,0.147,27,27518.352,27518.352,27518.352,27433.963
34527902,12.666,3138,0.253,33,9782.915,9782.915,9782.915,9678.122
34721929,8.016,5021,10.264,27,455.583,455.583,455.583,451.649
34846082,8.096,4672,11.584,33,665.378,665.378,665.378,662.932
35101923,8.959,5646,1.123,30,634.983,634.983,634.983,634.983
35129589,8.069,4194,32.068,36,500.889,500.889,500.889,500.889
35243104,8.058,4619,15.361,33,559.337,559.337,559.337,557.878
35426674,8.163,5725,10.613,35,499.645,499.645,499.645,483.712
35516889,11.604,5503,1.028,36,5703.452,5703.452,5703.452,5703.452
35605081,9.870,0,0.000,36,1300.884,1300.884,1300.884,1298.058
35635120,11.402,4730,2.340,33,103121.340,103121.340,103121.340,103121.340
35650212,8.129,4822,8.259,30,512.970,512.970,512.970,509.649
35703415,10.017,7555,1.049,30,1643.067,1643.067,1643.067,1643.067
35725105,8.045,4575,11.343,31,594.738,594.738,594.738,592.685
35725630,8.021,6493,1.418,31,410.419,410.419,410.419,402.234
35760711,10.890,3147,0.229,31,2552.732,2552.732,2552.732,2499.004
35761475,5.288,0,0.000,31,442.231,442.231,442.231,441.062
35857242,11.316,6336,1.422,31,2476.991,2476.991,2476.991,2476.991
35860392,8.020,7192,1.736,31,7014.306,7014.306,7014.306,7020.152
35905736,8.052,4695,39.629,36,421.405,421.405,421.405,419.811
35948437,8.086,4643,15.124,33,518.516,518.516,518.516,517.894
36016272,8.010,5109,21.047,34,447.940,447.940,447.940,442.588
36019134,7.056,7438,1.715,34,356.386,356.386,356.386,354.184
36105482,14.512,4760,0.823,33,26757.319,26757.319,26757.319,26678.324
36124955,8.750,3324,0.555,36,2628.319,2628.319,2628.319,2601.248
36211499,8.606,8672,2.222,33,1196.772,1196.772,1196.772,1196.772
36216336,8.164,4918,9.768,33,574.794,574.794,574.794,573.080
36352297,13.050,6355,1.290,33,8810.291,8810.291,8810.291,8804.004
36440357,13.157,6240,1.123,33,8141.317,8141.317,8141.317,8141.317
36635061,8.117,4734,34.481,34,461.907,461.907,461.907,459.176
36714241,8.151,3541,71.948,36,1260.541,1260.541,1260.541,759.893
36734222,11.118,4124,0.758,35,5389.873,5389.873,5389.873,5389.873
36757950,6.572,6212,1.241,31,270.197,270.197,270.197,262.763
36758163,8.182,6459,2.486,31,458.077,458.077,458.077,453.321
36762220,12.625,3131,0.480,31,10261.637,10261.637,10261.637,10245.055
36821996,16.364,0,0.000,35,90655.491,90655.491,90655.491,90364.881
36823291,16.275,0,0.000,35,87762.117,87762.117,87762.117,87222.867
36831336,10.611,0,0.000,31,2820.126,2820.126,2820.126,2806.778
36832895,8.233,4833,8.124,35,588.252,588.252,588.252,585.261
36837209,8.038,6217,1.838,31,413.108,413.108,413.108,409.498
36874728,11.816,3512,0.463,31,3487.249,3487.249,3487.249,3448.589
36879392,8.214,3646,0.525,35,519.112,519.112,519.112,513.808
36890022,8.278,6266,1.221,35,487.224,487.224,487.224,483.057
36955732,8.030,0,0.000,35,588.147,588.147,588.147,587.690
36995993,14.875,26485,0.214,33,43882.299,43882.299,43882.299,43842.319
37116146,6.768,6605,1.367,33,250.645,250.645,250.645,249.964
37117064,11.456,5459,1.012,33,2325.222,2325.222,2325.222,2325.222
37168957,14.247,5525,0.934,33,20207.752,20207.752,20207.752,20116.199
37201119,8.066,3372,63.879,33,523.932,523.932,523.932,523.932
37354067,8.711,7225,2.598,33,513.717,513.717,513.717,511.799
37354679,9.527,3400,0.324,33,851.258,851.258,851.258,851.258
37385143,7.384,7751,2.466,33,289.346,289.346,289.346,288.535
37430543,14.950,0,0.000,35,244350.180,244350.180,244350.180,243120.492
37496263,8.001,4567,11.317,33,565.128,565.128,565.128,564.306
37530621,8.021,8579,1.642,35,410.381,410.381,410.381,406.863
37602756,13.658,34000,0.143,33,9937.057,9937.057,9937.057,9927.298
37606355,9.670,3302,0.693,33,8664.288,8664.288,8664.288,8634.128
37659841,11.321,0,0.000,33,8624.198,8624.198,8624.198,8610.966
37693102,8.205,4468,20.212,35,551.059,551.059,551.059,547.929
37697003,13.186,0,0.000,29,84421.158,84421.158,84421.158,83624.206
37742356,8.080,6237,1.774,33,384.930,384.930,384.930,384.068
37775599,8.191,6428,2.542,30,438.366,438.366,438.366,436.487
37775971,8.265,4769,10.788,30,582.763,582.763,582.763,581.101
37817255,8.134,5190,4.633,32,436.934,436.934,436.934,433.371
37904598,11.213,3236,0.462,32,2420.349,2420.349,2420.349,2386.933
37950380,8.603,11554,1.699,32,545.170,545.170,545.170,543.712
37991571,8.069,4805,12.474,32,512.912,512.912,512.912,510.417
37993129,8.274,6513,3.044,32,437.273,437.273,437.273,436.951
37993871,8.096,5136,12.920,33,442.667,442.667,442.667,442.409
38000192,9.318,7707,2.610,33,716.152,716.152,716.152,713.322
38038082,8.101,4688,10.794,35,577.580,577.580,577.580,573.919
38086751,12.631,3462,0.433,36,5172.002,5172.002,5172.002,5165.484
38116677,11.749,5163,1.156,36,51634.539,51634.539,51634.539,51392.794
38116680,8.870,7333,2.568,36,2449.440,2449.440,2449.440,2449.368
38127678,9.082,7911,3.109,32,5181.038,5181.038,5181.038,5181.038
38127832,5.884,0,0.000,32,464.310,464.310,464.310,463.327
38132458,8.169,4430,13.102,36,574.987,574.987,574.987,571.906
38132622,15.188,3670,0.544,36,47112.200,47112.200,47112.200,47112.200
38160330,8.006,4752,10.164,36,498.716,498.716,498.716,494.663
38350427,8.061,5822,1.150,30,407.553,407.553,407.553,403.393
38381642,6.454,6515,1.196,30,397.038,397.038,397.038,394.339
38382172,8.247,4827,6.944,30,529.950,529.950,529.950,528.258
38399624,8.438,4153,25.927,31,509.638,509.638,509.638,509.272
38402758,9.302,5472,1.003,31,7449.091,7449.091,7449.091,7450.918
38425450,6.123,5735,1.107,30,222.722,222.722,222.722,220.240
38425450,6.123,5735,1.107,35,216.844,216.844,216.844,214.948
38425450,6.123,5735,1.107,29,192.029,192.029,192.029,189.300
38425450,6.123,5735,1.107,31,226.643,226.643,226.643,226.065
38454876,16.518,0,0.000,35,119052.529,119052.529,119052.529,119052.529
38459103,8.922,7019,2.625,29,576.069,576.069,576.069,574.483
38459395,12.592,3421,0.336,29,4396.655,4396.655,4396.655,4377.544
38459395,12.592,3421,0.336,34,6286.375,6286.375,6286.375,6266.362
38459395,12.592,3421,0.336,30,5617.687,5617.687,5617.687,5617.687
38459395,12.592,3421,0.336,31,4151.630,4151.630,4151.630,4130.071
38459395,12.592,3421,0.336,35,4648.218,4648.218,4648.218,4613.976
38460940,13.102,3366,0.281,27,6830.129,6830.129,6830.129,6830.129
38460940,13.102,3366,0.281,28,6041.247,6041.247,6041.247,6041.247
38461205,11.798,3673,0.533,33,2767.355,2767.355,2767.355,2765.005
38461205,11.798,3673,0.533,35,2721.401,2721.401,2721.401,2721.401
38461205,11.798,3673,0.533,29,2607.767,2607.767,2607.767,2607.767
38461205,11.798,3673,0.533,30,2665.414,2665.414,2665.414,2659.694
38461205,11.798,3673,0.533,34,2829.756,2829.756,2829.756,2802.164
38461205,11.798,3673,0.533,32,2674.681,2674.681,2674.681,2667.811
38461205,11.798,3673,0.533,31,2509.966,2509.966,2509.966,2509.966
38469560,8.047,5265,10.908,33,426.346,426.346,426.346,426.346
38469560,8.047,5265,10.908,35,420.488,420.488,420.488,415.005
38469560,8.047,5265,10.908,29,449.713,449.713,449.713,448.410
38469560,8.047,5265,10.908,27,439.277,439.277,439.277,437.667
38469560,8.047,5265,10.908,28,418.872,418.872,418.872,418.872
38469560,8.047,5265,10.908,36,412.553,412.553,412.553,411.566
38469560,8.047,5265,10.908,30,431.716,431.716,431.716,425.329
38469560,8.047,5265,10.908,32,452.310,452.310,452.310,450.884
38469670,5.775,5794,1.156,29,193.099,193.099,193.099,191.589
38469670,5.775,5794,1.156,31,175.361,175.361,175.361,174.369
38469670,5.775,5794,1.156,35,177.603,177.603,177.603,176.435
38469670,5.775,5794,1.156,34,166.937,166.937,166.937,164.101
38469670,5.775,5794,1.156,32,162.905,162.905,162.905,161.373
38469670,5.775,5794,1.156,30,171.429,171.429,171.429,170.224
38469670,5.775,5794,1.156,33,146.308,146.308,146.308,145.126
38509907,11.976,0,0.000,27,3105.512,3105.512,3105.512,3094.427
38509907,11.976,0,0.000,28,2752.501,2752.501,2752.501,2752.501
38510324,6.623,6035,1.264,30,258.288,258.288,258.288,256.841
38510324,6.623,6035,1.264,35,239.866,239.866,239.866,235.660
38510324,6.623,6035,1.264,32,248.467,248.467,248.467,247.519
38510324,6.623,6035,1.264,29,241.111,241.111,241.111,240.136
38510324,6.623,6035,1.264,34,226.722,226.722,226.722,224.825
38510324,6.623,6035,1.264,31,243.129,243.129,243.129,238.871
38511251,2.670,0,0.000,31,112.922,112.922,112.922,107.001
38511369,13.984,34000,0.143,31,13038.231,13038.231,13038.231,13000.589
38511610,11.333,3473,0.452,31,2731.731,2731.731,2731.731,2715.184
38513339,5.411,7730,1.564,31,153.481,153.481,153.481,151.983
38515329,8.017,4532,7.853,32,516.488,516.488,516.488,513.580
38515329,8.017,4532,7.853,34,510.985,510.985,510.985,508.653
38515329,8.017,4532,7.853,30,505.107,505.107,505.107,502.707
38515329,8.017,4532,7.853,31,527.987,527.987,527.987,524.209
38515329,8.017,4532,7.853,28,516.434,516.434,516.434,514.463
38515329,8.017,4532,7.853,27,498.638,498.638,498.638,497.162
38515329,8.017,4532,7.853,35,511.922,511.922,511.922,511.332
38515329,8.017,4532,7.853,29,512.108,512.108,512.108,510.129
38515801,13.267,3249,0.420,29,8209.211,8209.211,8209.211,8209.211
38515801,13.267,3249,0.420,31,8832.810,8832.810,8832.810,8802.803
38515801,13.267,3249,0.420,30,10596.248,10596.248,10596.248,9051.285
38515801,13.267,3249,0.420,33,8572.574,8572.574,8572.574,8494.689
38515801,13.267,3249,0.420,32,8615.704,8615.704,8615.704,8549.462
38515801,13.267,3249,0.420,34,7935.161,7935.161,7935.161,7888.528
38515801,13.267,3249,0.420,35,12595.256,12595.256,12595.256,12508.296
38518773,12.711,3496,0.614,32,4993.442,4993.442,4993.442,4985.127
38518773,12.711,3496,0.614,34,5385.561,5385.561,5385.561,5373.992
38518773,12.711,3496,0.614,35,5057.305,5057.305,5057.305,5057.305
38518773,12.711,3496,0.614,29,5286.647,5286.647,5286.647,5254.556
38518773,12.711,3496,0.614,31,5042.391,5042.391,5042.391,4975.556
38539801,8.061,4902,10.655,31,559.095,559.095,559.095,557.886
38542187,8.078,9849,2.132,31,396.129,396.129,396.129,391.284
38571020,10.181,6009,1.296,27,1145.080,1145.080,1145.080,1143.846
38571020,10.181,6009,1.296,28,1130.579,1130.579,1130.579,1129.649
38578610,8.078,6368,1.737,31,401.762,401.762,401.762,397.629
38583513,14.255,2892,0.143,36,17026.434,17026.434,17026.434,17026.434
38583513,14.255,2892,0.143,32,17645.096,17645.096,17645.096,17645.096
38583513,14.255,2892,0.143,29,17330.496,17330.496,17330.496,17330.496
38583513,14.255,2892,0.143,28,17916.407,17916.407,17916.407,17896.550
38583513,14.255,2892,0.143,27,19131.312,19131.312,19131.312,19084.644
38583513,14.255,2892,0.143,34,18516.172,18516.172,18516.172,18319.588
38583513,14.255,2892,0.143,35,17888.982,17888.982,17888.982,17829.265
38583513,14.255,2892,0.143,31,17382.668,17382.668,17382.668,17382.668
38583513,14.255,2892,0.143,33,17836.893,17836.893,17836.893,17767.986
