ticids,tmags,teff,rad,sec,default,defaultcrs,hard,hardest
140943025,17.632,0,0.000,31,375100.017,381012.082,381012.082,381012.082
140943025,17.632,0,0.000,32,371949.732,376638.621,376638.621,376638.621
140943025,17.632,0,0.000,33,381576.151,385084.063,385084.063,385084.063
140943025,17.632,0,0.000,34,404810.309,408795.774,408795.774,408795.774
140943025,17.632,0,0.000,35,322059.721,325261.980,325261.980,325261.980
140943025,17.632,0,0.000,36,362159.014,366593.778,366593.778,366593.778
140997242,8.200,4545,8.674,27,514.794,499.695,499.695,484.973
140997242,8.200,4545,8.674,28,522.798,490.951,490.951,489.167
140997242,8.200,4545,8.674,29,522.269,486.738,486.738,484.502
140997242,8.200,4545,8.674,30,544.770,502.729,502.729,501.308
140997242,8.200,4545,8.674,31,513.995,483.298,483.298,481.316
140997242,8.200,4545,8.674,32,535.352,505.169,505.169,501.652
140997242,8.200,4545,8.674,33,514.367,498.507,498.507,498.110
140997242,8.200,4545,8.674,34,497.370,486.808,486.808,484.114
140997242,8.200,4545,8.674,35,584.522,521.648,521.648,500.777
140997242,8.200,4545,8.674,36,513.816,487.489,487.489,485.617
141167994,8.117,3594,62.848,34,789.853,791.939,791.939,783.923
141250938,8.109,0,0.000,34,889.382,873.428,873.428,871.750
141269997,8.593,4889,12.765,27,532.566,502.411,502.411,501.332
141269997,8.593,4889,12.765,28,542.176,503.430,503.430,499.618
141269997,8.593,4889,12.765,29,557.631,514.001,514.001,507.383
141269997,8.593,4889,12.765,30,543.180,499.282,499.282,495.218
141269997,8.593,4889,12.765,31,546.881,516.519,516.519,505.885
141269997,8.593,4889,12.765,32,545.544,499.591,499.591,497.962
141269997,8.593,4889,12.765,33,525.475,506.491,506.491,506.551
141269997,8.593,4889,12.765,34,550.158,529.951,529.951,529.380
141269997,8.593,4889,12.765,35,628.851,528.000,528.000,501.069
141269997,8.593,4889,12.765,36,535.069,502.049,502.049,500.627
141332628,8.072,4988,6.124,31,480.186,419.790,419.790,412.604
141479174,11.612,5024,3.682,29,2306.697,2305.332,2305.332,2305.332
141479174,11.612,5024,3.682,30,2415.184,2430.352,2430.352,2430.352
141479174,11.612,5024,3.682,31,2325.767,2346.288,2346.288,2335.406
141479174,11.612,5024,3.682,32,2384.768,2386.647,2386.647,2386.167
141479174,11.612,5024,3.682,33,2432.758,2446.224,2446.224,2444.237
141479174,11.612,5024,3.682,34,2323.152,2343.267,2343.267,2343.267
141479174,11.612,5024,3.682,35,2479.641,2399.131,2399.131,2369.914
141479174,11.612,5024,3.682,36,2312.715,2325.937,2325.937,2325.937
141482386,10.081,4709,7.611,27,1136.707,1092.921,1092.921,1091.578
141482386,10.081,4709,7.611,28,1150.002,1083.941,1083.941,1083.624
141482386,10.081,4709,7.611,29,1124.015,1047.797,1047.797,1045.888
141482386,10.081,4709,7.611,30,1072.936,1032.170,1032.170,1031.609
141482386,10.081,4709,7.611,31,1086.306,1053.164,1053.164,1050.422
141482386,10.081,4709,7.611,32,1111.501,1060.350,1060.350,1059.026
141482386,10.081,4709,7.611,34,1094.231,1060.537,1060.537,1059.185
141482386,10.081,4709,7.611,35,1193.926,1039.966,1039.966,1001.459
141482386,10.081,4709,7.611,36,1063.483,1022.985,1022.985,1022.617
141515717,14.465,0,0.000,34,121849.187,122737.736,122737.736,122300.811
141527579,12.129,3526,0.472,27,3159.324,3167.042,3167.042,3166.358
141527579,12.129,3526,0.472,28,3232.269,3232.009,3232.009,3231.034
141527965,11.546,4280,0.636,29,2083.723,2069.250,2069.250,2067.634
141527965,11.546,4280,0.636,30,2151.596,2146.589,2146.589,2143.368
141527965,11.546,4280,0.636,31,2134.122,2131.791,2131.791,2131.494
141527965,11.546,4280,0.636,32,2226.473,2238.532,2238.532,2238.532
141527965,11.546,4280,0.636,33,2271.463,2299.007,2299.007,2299.007
141527965,11.546,4280,0.636,34,2108.476,2123.730,2123.730,2124.011
141527965,11.546,4280,0.636,35,2298.456,2191.646,2191.646,2169.368
141527965,11.546,4280,0.636,36,2080.404,2087.411,2087.411,2084.431
141606660,8.043,4325,26.592,27,428.028,400.130,400.130,399.384
141606660,8.043,4325,26.592,28,431.922,390.544,390.544,386.559
141606660,8.043,4325,26.592,29,443.177,408.782,408.782,407.930
141606660,8.043,4325,26.592,30,422.253,395.116,395.116,390.776
141606660,8.043,4325,26.592,31,442.933,419.287,419.287,408.342
141606660,8.043,4325,26.592,32,418.925,389.974,389.974,386.802
141606660,8.043,4325,26.592,33,423.697,404.791,404.791,396.543
141606660,8.043,4325,26.592,34,418.691,389.520,389.520,387.764
141606660,8.043,4325,26.592,35,531.155,425.264,425.264,404.637
141608198,12.540,3264,0.330,27,4565.946,4581.693,4581.693,4577.515
141608198,12.540,3264,0.330,28,4109.408,4125.013,4125.013,4116.390
141608198,12.540,3264,0.330,29,4445.438,4482.137,4482.137,4482.137
141608198,12.540,3264,0.330,30,4535.522,4602.276,4602.276,4602.276
141608198,12.540,3264,0.330,31,4250.481,4283.566,4283.566,4282.824
141608198,12.540,3264,0.330,32,4848.566,4904.718,4904.718,4904.718
141608198,12.540,3264,0.330,33,4709.532,4760.420,4760.420,4760.086
141608198,12.540,3264,0.330,34,4384.420,4454.637,4454.637,4450.595
141608198,12.540,3264,0.330,35,4186.044,4154.257,4154.257,4139.301
141610486,8.558,5065,11.433,27,526.959,493.731,493.731,492.488
141610486,8.558,5065,11.433,28,532.332,478.882,478.882,477.061
141610486,8.558,5065,11.433,29,544.092,484.478,484.478,481.637
141610486,8.558,5065,11.433,30,538.895,509.283,509.283,507.139
141610486,8.558,5065,11.433,31,501.412,477.708,477.708,477.042
141610486,8.558,5065,11.433,32,514.161,491.675,491.675,490.379
141610486,8.558,5065,11.433,33,494.734,484.366,484.366,482.335
141610486,8.558,5065,11.433,34,495.765,476.866,476.866,471.519
141610486,8.558,5065,11.433,35,605.485,518.351,518.351,493.932
141610893,16.035,0,0.000,29,69562.115,70196.249,70196.249,70205.279
141610893,16.035,0,0.000,30,79167.180,80017.559,80017.559,80005.959
141610893,16.035,0,0.000,31,69827.221,70713.788,70713.788,70713.788
141610893,16.035,0,0.000,32,73924.743,74771.158,74771.158,74771.158
141610893,16.035,0,0.000,33,77855.699,78070.424,78070.424,78070.424
141610893,16.035,0,0.000,34,62549.509,63176.185,63176.185,63176.185
141610893,16.035,0,0.000,35,65820.917,66615.552,66615.552,66615.552
141627237,9.060,4857,6.653,27,650.703,619.504,619.504,618.627
141627237,9.060,4857,6.653,28,684.005,631.529,631.529,630.115
141627237,9.060,4857,6.653,29,726.882,670.189,670.189,665.177
141627237,9.060,4857,6.653,30,715.428,680.639,680.639,671.277
141627237,9.060,4857,6.653,31,661.969,639.172,639.172,637.843
141627237,9.060,4857,6.653,32,667.944,635.594,635.594,633.353
141627237,9.060,4857,6.653,33,649.578,637.978,637.978,637.719
141627237,9.060,4857,6.653,34,635.933,614.379,614.379,613.424
141627237,9.060,4857,6.653,35,805.811,657.255,657.255,634.217
141628215,8.058,4916,10.660,27,445.273,423.558,423.558,422.775
141628215,8.058,4916,10.660,28,471.566,434.831,434.831,432.920
141628215,8.058,4916,10.660,29,474.344,429.849,429.849,427.993
141628215,8.058,4916,10.660,30,471.877,445.873,445.873,436.905
141628215,8.058,4916,10.660,31,462.115,440.935,440.935,439.473
141628215,8.058,4916,10.660,32,446.361,426.593,426.593,425.298
141628215,8.058,4916,10.660,33,446.346,436.351,436.351,435.742
141628215,8.058,4916,10.660,34,666.642,656.562,656.562,424.515
141628215,8.058,4916,10.660,35,519.324,469.086,469.086,453.917
141807629,10.097,0,0.000,27,1083.243,1037.900,1037.900,1033.784
141807629,10.097,0,0.000,28,1191.378,1073.894,1073.894,1054.489
141807629,10.097,0,0.000,29,1223.591,1127.387,1127.387,1126.977
141807629,10.097,0,0.000,30,1454.965,1399.385,1399.385,1382.057
141807629,10.097,0,0.000,31,1214.351,1170.728,1170.728,1135.572
141807629,10.097,0,0.000,32,1157.476,1084.646,1084.646,1081.681
141807629,10.097,0,0.000,33,1261.739,1232.582,1232.582,1062.888
141807629,10.097,0,0.000,34,1681.409,1608.680,1608.680,1556.496
141807629,10.097,0,0.000,35,1298.486,1049.418,1049.418,1004.628
141807629,10.097,0,0.000,36,1025.009,985.961,985.961,984.660
141807839,11.211,3259,0.625,27,10309.395,10322.414,10322.414,10314.194
141807839,11.211,3259,0.625,28,6610.884,6605.432,6605.432,6603.886
141807839,11.211,3259,0.625,29,6467.259,6439.317,6439.317,6430.765
141807839,11.211,3259,0.625,30,7796.376,7800.842,7800.842,7800.701
141807839,11.211,3259,0.625,31,6382.221,6377.765,6377.765,6374.060
141807839,11.211,3259,0.625,32,6394.065,6390.195,6390.195,6387.132
141807839,11.211,3259,0.625,33,6624.852,6623.547,6623.547,6621.082
141807839,11.211,3259,0.625,34,7342.911,7344.639,7344.639,7344.393
141807839,11.211,3259,0.625,35,6789.954,6724.689,6724.689,6713.350
141807839,11.211,3259,0.625,36,6610.858,6599.727,6599.727,6597.816
141810080,4.433,5590,0.992,29,83.040,75.137,75.137,74.063
141810080,4.433,5590,0.992,30,80.110,72.859,72.859,72.426
141810080,4.433,5590,0.992,31,78.921,74.170,74.170,73.744
141810080,4.433,5590,0.992,32,83.257,76.643,76.643,74.986
141810080,4.433,5590,0.992,33,76.067,72.764,72.764,72.370
141810080,4.433,5590,0.992,34,76.816,74.222,74.222,73.195
141810080,4.433,5590,0.992,35,92.149,82.787,82.787,81.198
141810080,4.433,5590,0.992,36,88.285,79.075,79.075,78.457
142052876,10.889,0,0.000,27,6210.571,6188.341,6188.341,4324.176
142052876,10.889,0,0.000,28,5465.135,5413.845,5413.845,5401.925
142052876,10.889,0,0.000,29,12436.092,12230.036,12230.036,12221.029
142052876,10.889,0,0.000,30,7305.757,7314.220,7314.220,7266.895
142052876,10.889,0,0.000,31,3636.821,3649.626,3649.626,3607.779
142052876,10.889,0,0.000,32,4365.892,4368.996,4368.996,4364.705
142052876,10.889,0,0.000,33,3497.164,3497.676,3497.676,3492.842
142052876,10.889,0,0.000,34,3946.174,3933.940,3933.940,3930.719
142052876,10.889,0,0.000,35,4318.434,4139.611,4139.611,4100.233
142052876,10.889,0,0.000,36,4265.665,4281.244,4281.244,4278.888
142062260,9.878,6530,1.611,36,1012.289,961.081,961.081,955.052
142086812,8.203,3461,0.425,27,1192.804,1178.892,1178.892,1156.743
142086812,8.203,3461,0.425,28,1083.312,1074.887,1074.887,1061.816
142086812,8.203,3461,0.425,30,1013.179,1045.053,1045.053,1069.235
142086812,8.203,3461,0.425,31,1073.761,1089.115,1089.115,1072.005
142086812,8.203,3461,0.425,32,1246.056,1263.267,1263.267,1248.221
142086812,8.203,3461,0.425,33,927.913,941.528,941.528,893.292
142086812,8.203,3461,0.425,34,1261.125,1313.987,1313.987,1309.244
142086812,8.203,3461,0.425,35,834.277,744.314,744.314,722.429
142086812,8.203,3461,0.425,36,831.767,822.640,822.640,816.557
142086813,8.973,3350,0.331,27,2933.440,2977.683,2977.683,2928.465
142086813,8.973,3350,0.331,28,3476.627,3578.014,3578.014,3582.961
142086813,8.973,3350,0.331,30,3356.640,3453.261,3453.261,3495.409
142086813,8.973,3350,0.331,31,2629.923,2673.215,2673.215,2640.946
142086813,8.973,3350,0.331,32,2936.094,2989.085,2989.085,2919.442
142086813,8.973,3350,0.331,33,2536.984,2603.197,2603.197,2586.137
142086813,8.973,3350,0.331,34,3003.491,3090.608,3090.608,3062.501
142086813,8.973,3350,0.331,35,2689.154,2754.818,2754.818,2725.858
142086813,8.973,3350,0.331,36,2759.265,2833.459,2833.459,2804.186
142109251,8.044,5067,8.558,27,422.447,392.779,392.779,391.656
142109251,8.044,5067,8.558,28,434.886,397.894,397.894,395.012
142109251,8.044,5067,8.558,29,441.259,400.393,400.393,397.363
142109251,8.044,5067,8.558,30,416.305,397.941,397.941,396.030
142109251,8.044,5067,8.558,32,408.653,390.645,390.645,389.334
142109251,8.044,5067,8.558,33,408.975,394.761,394.761,393.904
142109251,8.044,5067,8.558,34,413.220,391.904,391.904,390.716
142109251,8.044,5067,8.558,35,515.067,440.116,440.116,410.469
142109251,8.044,5067,8.558,36,434.697,401.167,401.167,398.307
142110261,8.023,4930,10.769,27,453.597,429.262,429.262,427.788
142110261,8.023,4930,10.769,28,447.667,416.599,416.599,414.255
142110261,8.023,4930,10.769,30,438.154,412.972,412.972,411.828
142110261,8.023,4930,10.769,31,434.191,418.503,418.503,416.205
142110261,8.023,4930,10.769,32,446.128,424.331,424.331,423.377
142110261,8.023,4930,10.769,33,428.388,409.918,409.918,408.580
142110261,8.023,4930,10.769,34,454.775,423.195,423.195,421.072
142110261,8.023,4930,10.769,35,533.949,438.595,438.595,413.782
142110261,8.023,4930,10.769,36,445.047,418.714,418.714,415.584
142146238,17.387,0,0.000,30,319246.322,324427.068,324427.068,324427.068
142146238,17.387,0,0.000,31,315912.396,320479.989,320479.989,320479.989
142146238,17.387,0,0.000,32,382896.274,391569.972,391569.972,391562.313
142146238,17.387,0,0.000,33,314731.449,319321.901,319321.901,319321.901
142146238,17.387,0,0.000,34,1328224.063,1463360.190,1463360.190,1463360.190
142146238,17.387,0,0.000,35,342142.284,345551.133,345551.133,345551.133
142146238,17.387,0,0.000,36,300959.647,304849.029,304849.029,304849.029
142151645,8.017,4932,12.149,29,475.882,454.982,454.982,452.260
142169429,8.048,5867,0.949,30,359.464,340.378,340.378,338.983
142218811,8.263,6143,1.808,30,410.864,391.109,391.109,389.882
142298057,11.760,3681,0.381,30,3038.863,3064.401,3064.401,3064.223
142298067,8.138,5012,8.492,30,429.836,414.134,414.134,408.472
142305546,9.674,0,0.000,30,5071.282,5061.220,5061.220,5054.573
142305549,9.639,0,0.000,30,3469.078,3463.172,3463.172,3438.021
142676044,8.003,0,0.000,33,372.721,344.860,344.860,342.505
142797866,8.096,5002,5.522,35,564.958,470.589,470.589,419.937
142830962,8.142,4893,10.791,35,643.539,547.028,547.028,507.589
142851546,8.112,4156,21.963,31,437.612,426.312,426.312,425.699
142852626,8.076,4828,8.362,31,502.855,489.613,489.613,489.285
142875477,8.053,4709,14.545,31,483.292,472.055,472.055,471.757
142930937,8.131,4037,23.590,31,465.002,456.986,456.986,456.313
142944595,12.022,0,0.000,31,21128.114,21217.516,21217.516,21217.516
143028097,8.001,6654,2.434,31,375.444,366.026,366.026,353.072
143046056,6.229,5874,1.264,36,187.647,166.588,166.588,156.985
143058593,8.182,4988,11.171,36,615.786,548.393,548.393,529.367
143121705,8.089,8048,2.251,33,403.204,369.054,369.054,367.544
143124578,8.076,4966,11.147,33,501.893,472.494,472.494,469.251
143209291,10.762,3273,0.435,32,6264.935,6257.706,6257.706,6246.496
143209291,10.762,3273,0.435,33,6125.063,6123.242,6123.242,6103.957
143209292,11.809,3173,0.309,32,16038.351,16022.306,16022.306,15998.615
143209292,11.809,3173,0.309,33,16048.348,16058.454,16058.454,16001.973
143218286,8.028,6344,1.359,33,380.603,346.506,346.506,343.395
143257766,10.406,7301,1.640,27,2223.274,2091.695,2091.695,2063.128
143353218,8.148,6859,3.404,32,435.774,402.038,402.038,398.533
143396585,8.139,3791,56.853,27,981.796,951.190,951.190,938.899
143438611,8.014,6288,1.262,34,385.575,357.443,357.443,354.269
143721356,8.057,4107,52.516,34,450.839,409.976,409.976,407.788
143924219,8.325,6412,1.900,28,3197.655,3184.601,3184.601,3182.888
143951121,12.083,0,0.000,28,2989.892,2952.515,2952.515,2951.002
143978959,8.146,4208,30.772,34,439.936,407.432,407.432,402.538
143981396,8.138,3988,36.947,28,577.264,541.949,541.949,540.318
143994283,10.555,6544,1.139,34,1344.928,1315.995,1315.995,1312.968
143994283,10.555,6544,1.139,35,1459.864,1351.468,1351.468,1336.511
144004245,8.075,4694,11.252,28,541.623,495.581,495.581,493.797
144038958,7.004,6629,1.426,34,247.315,225.732,225.732,223.826
144065872,9.500,5758,1.238,28,2259.781,2226.787,2226.787,2224.983
144105790,8.137,4561,8.336,36,544.913,500.816,500.816,486.010
144122067,8.077,5057,5.120,30,444.717,388.176,388.176,382.695
144122067,8.077,5057,5.120,31,428.662,381.310,381.310,378.705
144123406,8.005,6767,1.838,36,463.994,369.963,369.963,351.935
144148638,8.082,8304,3.657,30,396.090,355.617,355.617,350.855
144148638,8.082,8304,3.657,31,392.503,344.211,344.211,343.078
144248654,8.057,4606,10.888,36,629.039,575.669,575.669,552.715
144276409,8.386,4919,10.274,28,626.539,570.949,570.949,556.496
144285137,8.073,5640,1.668,29,416.026,355.764,355.764,352.321
144313499,8.458,4868,9.628,28,690.624,638.973,638.973,630.392
144378364,8.327,5041,4.837,29,495.826,434.038,434.038,428.589
144382040,16.217,0,0.000,29,91115.795,92703.506,92703.506,92703.506
144387364,7.163,7382,1.948,29,2823.513,2820.694,2820.694,2819.935
144398582,8.060,5045,5.539,28,483.381,427.695,427.695,418.411
144398869,8.175,3991,44.911,28,505.046,450.382,450.382,438.823
144398869,8.175,3991,44.911,29,455.657,403.224,403.224,400.374
144435085,8.100,5955,1.207,29,418.729,369.321,369.321,367.275
144455250,8.031,4954,7.548,29,494.580,461.506,461.506,460.339
144463670,8.128,6676,2.640,31,398.825,370.871,370.871,369.843
144486643,8.021,4585,14.869,32,460.227,439.820,439.820,437.189
144486786,13.296,3152,0.384,32,14466.419,14537.632,14537.632,14537.632
144486786,13.296,3152,0.384,33,11010.299,11108.303,11108.303,11108.303
144495867,8.244,7107,1.750,31,1248.153,1239.144,1239.144,1237.818
144535040,8.029,5209,9.819,35,538.970,493.649,493.649,452.885
144537920,8.296,4870,10.365,31,601.019,582.143,582.143,581.183
144541383,8.028,4348,25.321,33,451.725,425.210,425.210,423.376
144622242,9.037,4912,10.875,31,713.595,681.031,681.031,679.993
144632795,8.003,3798,56.056,34,822.007,835.104,835.104,819.328
144654557,11.083,3166,0.233,35,2323.261,2244.782,2244.782,2211.382
144654557,11.083,3166,0.233,36,2341.525,2336.461,2336.461,2333.271
144804862,11.327,9394,2.346,34,10703.476,10713.696,10713.696,10713.696
145253043,6.287,6616,1.371,35,271.682,257.452,257.452,250.894
145253043,6.287,6616,1.371,36,223.796,217.560,217.560,216.664
145379001,8.176,6721,33.116,36,419.026,389.789,389.789,388.380
145713666,8.046,9628,1.651,35,1327.194,1302.132,1302.132,1294.344
145713666,8.046,9628,1.651,36,1270.465,1266.105,1266.105,1264.026
145750719,12.021,5659,1.468,29,3569.845,3525.354,3525.354,3520.439
145912550,8.604,4536,19.697,35,668.434,598.252,598.252,538.382
145972795,6.156,5964,1.065,34,158.979,154.122,154.122,153.203
145972795,6.156,5964,1.065,35,182.658,170.470,170.470,160.848
146163722,11.434,3741,0.523,29,2639.600,2560.671,2560.671,2545.338
146172354,10.285,5771,1.176,36,1396.807,1376.571,1376.571,1376.032
146246612,8.314,4642,6.882,30,1046.318,1032.637,1032.637,498.804
146251617,13.571,31000,0.180,30,10446.558,10548.938,10548.938,10548.938
146284643,8.448,6033,1.464,30,480.490,459.266,459.266,430.873
146308722,8.011,6557,2.667,32,378.351,352.896,352.896,350.513
146323153,11.876,31000,0.180,32,3749.247,3759.468,3759.468,3759.262
146343255,8.081,4487,18.763,32,492.950,459.639,459.639,455.894
146364192,10.422,5394,0.930,29,1332.292,1222.060,1222.060,1185.288
146424925,8.086,4266,34.921,36,901.976,901.144,901.144,899.699
146437520,8.374,4589,8.056,32,571.286,535.713,535.713,533.497
146494304,8.096,0,0.000,36,1496.421,1493.253,1493.253,1492.534
146517487,8.068,6022,3.158,32,387.930,362.199,362.199,358.227
146519129,8.866,4494,22.777,32,633.438,598.430,598.430,596.746
146522418,8.463,3584,0.683,32,3216.789,3191.051,3191.051,3160.220
146536983,8.114,6424,1.435,32,400.117,370.397,370.397,368.022
146538232,7.780,3321,0.524,32,453.757,429.789,429.789,428.720
146539195,11.617,3013,0.541,32,21719.221,21724.135,21724.135,21721.842
146579202,8.109,6535,1.797,29,496.209,450.840,450.840,427.455
146589986,9.761,10395,2.338,36,1469.797,1435.290,1435.290,1431.992
146654383,8.014,7845,2.086,30,468.952,448.474,448.474,446.895
146708855,8.100,4699,8.505,30,452.130,433.197,433.197,432.287
146712770,8.761,7024,2.686,31,542.989,503.119,503.119,498.549
146715928,8.723,7732,2.278,36,536.965,497.826,497.826,496.215
146721954,16.092,0,0.000,36,163054.988,164262.518,164262.518,164262.518
146799150,13.383,4443,0.690,29,8935.584,8929.350,8929.350,8929.350
146817359,8.167,4213,30.014,32,542.982,485.550,485.550,475.808
146819340,9.999,3351,0.459,32,2942.979,2909.601,2909.601,2893.866
147112674,8.368,4327,20.277,28,580.193,502.382,502.382,472.473
147132048,8.381,4832,8.243,28,733.983,691.052,691.052,675.114
147148195,8.128,4019,44.142,27,566.771,517.273,517.273,506.524
147148195,8.128,4019,44.142,28,500.247,456.239,456.239,448.955
147203645,10.726,5399,1.002,28,1577.032,1464.422,1464.422,1430.448
147245067,8.043,4239,49.547,34,393.917,376.950,376.950,375.259
147245067,8.043,4239,49.547,35,503.738,449.756,449.756,415.599
147269346,8.404,6190,1.458,28,497.634,426.753,426.753,419.385
147284977,8.172,4753,5.565,28,516.505,458.394,458.394,444.111
147321342,8.009,5090,9.419,36,415.387,389.892,389.892,388.126
147349694,14.098,31000,0.180,28,15360.961,15422.845,15422.845,15418.018
147382908,8.025,4699,11.110,28,530.818,480.059,480.059,470.347
147383831,10.958,7923,2.306,28,3390.537,3358.711,3358.711,3351.730
147539780,8.041,5317,11.361,36,475.404,448.331,448.331,446.369
147902328,6.201,0,0.000,33,751.940,744.394,744.394,717.143
147902328,6.201,0,0.000,34,356.726,335.658,335.658,333.749
147946671,8.038,5004,10.054,33,424.001,403.234,403.234,402.249
147975463,8.026,4831,11.277,34,492.755,463.056,463.056,460.304
148036049,8.027,4633,23.343,33,453.506,421.801,421.801,418.883
148098024,11.468,3393,0.360,33,2842.483,2916.676,2916.676,2665.790
148098024,11.468,3393,0.360,34,2680.546,2699.271,2699.271,2698.644
148130146,8.024,4576,14.845,33,515.560,488.765,488.765,488.364
148130146,8.024,4576,14.845,34,503.806,478.068,478.068,476.433
148131670,8.216,9243,1.743,33,400.887,370.499,370.499,367.557
148131670,8.216,9243,1.743,34,394.819,367.938,367.938,366.713
148274467,8.015,7250,2.126,33,977.887,971.216,971.216,970.942
148498368,8.200,6245,1.221,36,491.464,408.754,408.754,390.674
148499176,8.027,6844,1.870,36,505.616,426.401,426.401,402.621
148504279,8.014,4455,35.780,33,467.928,428.584,428.584,422.505
148559577,14.042,0,0.000,36,14850.834,14983.952,14983.952,14977.658
148563078,11.354,3088,0.224,36,17516.401,17578.125,17578.125,17076.859
148583977,14.302,9579,3.318,33,33187.065,33598.613,33598.613,33598.613
148657264,8.044,5034,15.072,34,503.423,494.332,494.332,493.950
149059708,12.942,4803,0.701,29,4951.873,5008.122,5008.122,5008.122
149059708,12.942,4803,0.701,30,5206.520,5251.496,5251.496,5251.496
149059708,12.942,4803,0.701,31,5302.057,5352.506,5352.506,5352.506
149059708,12.942,4803,0.701,32,5351.276,5400.419,5400.419,5399.939
149059708,12.942,4803,0.701,33,4940.528,4993.778,4993.778,4993.778
149059708,12.942,4803,0.701,34,4869.354,4911.770,4911.770,4911.770
149059708,12.942,4803,0.701,35,5161.852,5168.467,5168.467,5165.579
149059708,12.942,4803,0.701,36,5284.921,5345.303,5345.303,5345.303
149121385,8.128,4697,14.574,27,469.077,443.941,443.941,440.773
149121385,8.128,4697,14.574,28,473.611,423.179,423.179,421.248
149121385,8.128,4697,14.574,29,466.784,428.630,428.630,426.507
149121385,8.128,4697,14.574,30,443.795,413.699,413.699,412.991
149121385,8.128,4697,14.574,31,456.878,421.396,421.396,420.019
149121385,8.128,4697,14.574,32,479.005,418.521,418.521,415.208
149121385,8.128,4697,14.574,33,480.435,423.689,423.689,419.797
149121385,8.128,4697,14.574,35,518.523,437.599,437.599,425.154
149121385,8.128,4697,14.574,36,445.528,430.920,430.920,430.195
149218683,15.223,34000,0.143,27,45661.341,46035.297,46035.297,46047.252
149218683,15.223,34000,0.143,28,37307.136,37751.857,37751.857,37735.391
149218683,15.223,34000,0.143,29,30425.042,30794.792,30794.792,30794.792
149218683,15.223,34000,0.143,30,33796.765,34167.338,34167.338,34167.338
149218683,15.223,34000,0.143,31,37830.818,38416.848,38416.848,38416.848
149218683,15.223,34000,0.143,32,40385.909,40823.616,40823.616,40823.616
149218683,15.223,34000,0.143,33,36402.214,36934.029,36934.029,36934.029
149218683,15.223,34000,0.143,34,27372.262,27715.677,27715.677,27715.677
149218683,15.223,34000,0.143,35,43824.580,44202.648,44202.648,44186.588
149218683,15.223,34000,0.143,36,37161.507,37623.927,37623.927,37623.927
149301575,10.305,5804,1.246,27,1242.966,1216.082,1216.082,1215.838
149301575,10.305,5804,1.246,28,1168.456,1130.839,1130.839,1128.077
149302744,9.811,6139,1.419,27,916.466,873.443,873.443,869.722
149310724,8.184,4613,28.564,34,440.122,430.316,430.316,429.799
149422364,10.071,4875,0.771,27,1106.680,1072.235,1072.235,1063.691
149422364,10.071,4875,0.771,29,1163.320,1097.282,1097.282,1096.336
149422364,10.071,4875,0.771,30,1029.869,997.495,997.495,970.020
149422364,10.071,4875,0.771,31,1007.749,951.060,951.060,948.537
149422364,10.071,4875,0.771,32,1256.640,1165.246,1165.246,1153.585
149422364,10.071,4875,0.771,33,1108.038,1016.911,1016.911,1008.553
149422364,10.071,4875,0.771,34,1016.361,973.158,973.158,970.767
149422364,10.071,4875,0.771,35,1233.751,993.055,993.055,954.165
149422364,10.071,4875,0.771,36,1006.725,973.497,973.497,972.750
149497700,13.512,34000,0.143,27,11992.313,12099.696,12099.696,12099.696
149497700,13.512,34000,0.143,28,11106.521,11223.551,11223.551,11224.693
149497700,13.512,34000,0.143,29,9459.541,9593.962,9593.962,9593.962
149497700,13.512,34000,0.143,30,8968.996,9078.071,9078.071,9078.071
149497700,13.512,34000,0.143,31,10115.640,10258.179,10258.179,10258.179
149497700,13.512,34000,0.143,33,10314.229,10319.336,10319.336,10319.336
149497700,13.512,34000,0.143,34,9472.745,9593.510,9593.510,9593.510
149497700,13.512,34000,0.143,35,9315.692,9394.078,9394.078,9394.078
149497700,13.512,34000,0.143,36,9395.981,9514.646,9514.646,9514.646
149503727,10.318,5094,2.551,27,1243.248,1208.955,1208.955,1206.071
149503727,10.318,5094,2.551,29,1242.776,1168.531,1168.531,1168.304
149503727,10.318,5094,2.551,30,1183.850,1137.656,1137.656,1135.643
149503727,10.318,5094,2.551,31,1183.147,1121.237,1121.237,1116.439
149503727,10.318,5094,2.551,32,1265.123,1135.554,1135.554,1128.447
149503727,10.318,5094,2.551,33,1219.464,1120.817,1120.817,1114.286
149503727,10.318,5094,2.551,34,1184.541,1102.715,1102.715,1096.218
149503727,10.318,5094,2.551,35,1398.493,1177.667,1177.667,1139.840
149503727,10.318,5094,2.551,36,1146.038,1118.532,1118.532,1117.407
149539114,10.609,5367,1.053,27,13179.510,13180.230,13180.230,13178.847
149539114,10.609,5367,1.053,28,12023.216,12011.493,12011.493,12011.518
149539114,10.609,5367,1.053,29,19678.148,19685.598,19685.598,19685.572
149539114,10.609,5367,1.053,30,21198.818,21193.754,21193.754,21194.173
149539114,10.609,5367,1.053,31,11398.473,11384.546,11384.546,11382.591
149539114,10.609,5367,1.053,33,7730.311,7721.790,7721.790,7720.815
149539114,10.609,5367,1.053,34,9487.903,9470.804,9470.804,9471.735
149539114,10.609,5367,1.053,35,22624.230,22621.226,22621.226,22619.501
149539114,10.609,5367,1.053,36,23924.492,23932.513,23932.513,23932.960
149601126,13.401,4944,0.824,30,6793.370,6901.405,6901.405,6901.168
149601126,13.401,4944,0.824,31,6887.236,6978.405,6978.405,6978.405
