time,time,flux,flux_err
2036.3579183016661,2036.3579183016661,1433131.4389137854,124.43501221772351
2036.3593071854946,2036.3593071854946,1433923.4736469572,124.46468186296866
2036.3606960694399,2036.3606960694399,1433747.9894978888,124.46304986320237
2036.3620849532683,2036.3620849532683,1433415.4417406574,124.45091119343
2036.3634738370968,2036.3634738370968,1433567.1245717276,124.45088372903385
2036.3648627209257,2036.3648627209257,1433625.173969816,124.45846367237344
2036.366251604754,2036.366251604754,1433794.3504406393,124.4496909836963
2036.3676404885825,2036.3676404885825,1433717.7614257324,124.46162576899958
2036.3690293725278,2036.3690293725278,1433047.789624965,124.4338232442751
2036.3704182563563,2036.3704182563563,1433984.6213833273,124.46523108884665
2036.3718071401847,2036.3718071401847,1433924.5454068698,124.46623930432902
2036.3731960240136,2036.3731960240136,1432961.839510479,124.42743084575443
2036.374584907842,2036.374584907842,1433886.349062244,124.46883238134356
2036.3759737916705,2036.3759737916705,1433551.7609306131,124.45545058247751
2036.3773626754994,2036.3773626754994,1433457.543755636,124.44186330873546
2036.3787515593278,2036.3787515593278,1433447.966576809,124.44747024975035
2036.3801404431554,2036.3801404431554,1433444.4631736919,124.44708966062646
2036.3815293269838,2036.3815293269838,1433809.2548461028,124.46179054106324
2036.3829182108122,2036.3829182108122,1433377.0516954216,124.44249111035185
2036.3843070946407,2036.3843070946407,1433052.3955138633,124.42664207400479
2036.3856959784696,2036.3856959784696,1433680.1541239496,124.46021342807708
2036.387084862298,2036.387084862298,1433892.8855585232,124.46714943736158
2036.3884737461265,2036.3884737461265,1434186.0070163433,124.48208722166615
2036.3898626299554,2036.3898626299554,1433198.3274539155,124.43518879696973
2036.3912515137838,2036.3912515137838,1434265.437867955,124.48683335874321
2036.3926403976122,2036.3926403976122,1433589.615573752,124.45195091254094
2036.3940292814411,2036.3940292814411,1434145.4077421746,124.4796160208068
2036.3954181652696,2036.3954181652696,1433383.4227503033,124.44749379130742
2036.396807049098,2036.396807049098,1433819.087438811,124.46514085904735
2036.398195932927,2036.398195932927,1433196.0305667247,124.43090766063712
2036.3995848166394,2036.3995848166394,1434570.6270778477,124.49498766265653
2036.4009737004678,2036.4009737004678,1433977.714494736,124.46605100011207
2036.4023625842963,2036.4023625842963,1433674.4400637813,124.45501116743954
2036.4037514681252,2036.4037514681252,1433453.3106085046,124.45528580202007
2036.4051403519536,2036.4051403519536,1433840.1028796895,124.45946409624702
2036.406529235782,2036.406529235782,1434044.020114444,124.46599607799513
2036.4079181194945,2036.4079181194945,1434039.4251969573,124.47366924750591
2036.409307003323,2036.409307003323,1433814.716639305,124.45847936535903
2036.4106958871514,2036.4106958871514,1433640.5623192866,124.45500332072834
2036.4120847709803,2036.4120847709803,1433250.318477699,124.43725671749196
2036.4134736546923,2036.4134736546923,1433745.5151761454,124.4580831168671
2036.4148625385208,2036.4148625385208,1433652.8436759019,124.45047176236416
2036.4162514223497,2036.4162514223497,1433890.3829805234,124.46451709473267
2036.417640306061,2036.417640306061,1433698.7542376632,124.45655695989866
2036.4190291898888,2036.4190291898888,1433127.239906906,124.42950281936756
2036.4204180737177,2036.4204180737177,1434116.0348355614,124.46720828194067
2036.4218069574297,2036.4218069574297,1433879.8852971105,124.4614099957292
2036.4231958412581,2036.4231958412581,1433153.0783932384,124.43649939954314
2036.424584725087,2036.424584725087,1433213.8498521827,124.42664992250454
2036.425973608799,2036.425973608799,1433321.1760593518,124.44236947403606
2036.4273624926275,2036.4273624926275,1433303.7412187173,124.43795124855399
2036.4287513764564,2036.4287513764564,1433775.0533996888,124.459130622516
2036.4301402601684,2036.4301402601684,1433811.7145999775,124.45876968523552
2036.4315291439968,2036.4315291439968,1433547.7906585187,124.44841583212299
2036.4329180277093,2036.4329180277093,1433317.4724950932,124.44043112444403
2036.4343069115378,2036.4343069115378,1433469.1585080745,124.44982830693259
2036.4356957952498,2036.4356957952498,1433570.1819513687,124.45147617394902
2036.4370846790787,2036.4370846790787,1433175.894855556,124.43261071509751
2036.4384735627907,2036.4384735627907,1433696.4558772903,124.44698372324055
2036.4398624466191,2036.4398624466191,1433523.9025101827,124.4480901759344
2036.4412513303316,2036.4412513303316,1433438.3828839336,124.44061161981044
2036.44264021416,2036.44264021416,1433580.0440211876,124.45474830234481
2036.444029097872,2036.444029097872,1433770.1036619148,124.4590913902536
2036.445417981701,2036.445417981701,1434151.325854479,124.47380654428866
2036.446806865413,2036.446806865413,1434011.901942453,124.46911483125041
2036.448195749125,2036.448195749125,1433615.7944701037,124.45164488291225
2036.449584632954,2036.449584632954,1433321.4629412282,124.43939130908267
2036.450973516666,2036.450973516666,1433809.7815814111,124.4635834039419
2036.4523624004944,2036.4523624004944,1433617.3936795497,124.45851859781435
2036.4537512842062,2036.4537512842062,1433556.6498919004,124.45921301022676
2036.4551401679175,2036.4551401679175,1433199.1836162612,124.42920850703624
2036.456529051746,2036.456529051746,1433354.4520553402,124.44284032363011
2036.4579179354585,2036.4579179354585,1433742.1219696188,124.45216277876612
2036.4593068191705,2036.4593068191705,1433140.6142872332,124.43154336571978
2036.460695702999,2036.460695702999,1433599.4644543447,124.45193521873213
2036.4620845867114,2036.4620845867114,1433149.4089520762,124.42992270375522
2036.4634734704234,2036.4634734704234,1433923.6643240748,124.46777318848441
2036.4648623541352,2036.4648623541352,1433758.5074806581,124.45763978785111
2036.4662512379643,2036.4662512379643,1433267.9726747978,124.43406653349597
2036.4676401216768,2036.4676401216768,1433653.9523088003,124.45329272587568
2036.4690290053888,2036.4690290053888,1433913.8970715434,124.4642856342232
2036.4704178891009,2036.4704178891009,1433825.8809025772,124.46401101950113
2036.4718067728134,2036.4718067728134,1433980.5369560416,124.46376778881275
2036.4731956566418,2036.4731956566418,1433212.000547374,124.42855709326739
2036.4745845403538,2036.4745845403538,1433213.8164805018,124.43285400668908
2036.4759734240663,2036.4759734240663,1433435.6120673483,124.44057630552022
2036.4773623077783,2036.4773623077783,1433395.736368825,124.44213012480942
2036.4787511914903,2036.4787511914903,1433319.4956212593,124.43348577779416
2036.4801400752028,2036.4801400752028,1433309.0982016441,124.4333209682499
2036.4815289589149,2036.4815289589149,1434405.2671397016,124.48619793600615
2036.4829178427433,2036.4829178427433,1433279.3951220608,124.43219083978028
2036.4843067264558,2036.4843067264558,1433556.7677022442,124.45124861265957
2036.4856956101678,2036.4856956101678,1433762.7547561422,124.45624701827948
2036.4870844938798,2036.4870844938798,1433463.3616388473,124.44233808399977
2036.4884733775923,2036.4884733775923,1433700.5641044704,124.45237072119197
2036.4898622613043,2036.4898622613043,1433093.5350937222,124.43477677833879
2036.4912511450154,2036.4912511450154,1433401.4520036343,124.4384927446588
2036.4926400287275,2036.4926400287275,1434620.7668061177,124.49276773672437
2036.4940289124395,2036.4940289124395,1433856.7186856966,124.46301455527863
2036.4954177961515,2036.4954177961515,1433796.0156933826,124.4548934667195
2036.496806679864,2036.496806679864,1433778.7775874375,124.45739654471123
2036.498195563576,2036.498195563576,1433592.2575373955,124.45210392707308
2036.499584447288,2036.499584447288,1433504.492398388,124.44632847888683
2036.5009733310005,2036.5009733310005,1434035.422507025,124.4677574966706
2036.5023622147125,2036.5023622147125,1433725.4695942805,124.45429319131583
2036.5037510983082,2036.5037510983082,1433389.3182851048,124.44216936241911
2036.5051399820206,2036.5051399820206,1434368.8888796153,124.48983784455059
2036.5065288657327,2036.5065288657327,1433528.8636052818,124.43999558019921
2036.5079177494447,2036.5079177494447,1433838.3253021734,124.457282769531
2036.5093066331572,2036.5093066331572,1434144.9926904498,124.48161259800581
2036.5106955168692,2036.5106955168692,1433731.4948270468,124.44689348021107
2036.5120844005812,2036.5120844005812,1433609.2274099102,124.44448828317991
2036.5134732841773,2036.5134732841773,1433291.309244416,124.43545562735527
2036.5148621678893,2036.5148621678893,1433467.020621753,124.44146700733441
2036.516251051601,2036.516251051601,1433613.0758912247,124.44890627658204
2036.5176399353138,2036.5176399353138,1433880.7275547525,124.45484246303958
2036.5190288190258,2036.5190288190258,1433293.8716155302,124.43866539509534
2036.5204177026212,2036.5204177026212,1434127.2060973558,124.47536387148061
2036.521806586334,2036.521806586334,1433637.801997562,124.44074110545549
2036.523195470046,2036.523195470046,1433800.9815639548,124.46361478862005
2036.5245843536413,2036.5245843536413,1433565.648669283,124.44641872232603
2036.525973237354,2036.525973237354,1433387.0797694607,124.4375
2036.5273621210652,2036.5273621210652,1433611.100020749,124.45833420516684
2036.52875100466,2036.52875100466,1433013.4605934063,124.42581013022378
2036.5301398883728,2036.5301398883728,1434622.4267064433,124.49078310511585
2036.5315287720848,2036.5315287720848,1433843.6150468607,124.4567962813803
2036.5329176556802,2036.5329176556802,1433519.9663602302,124.44552805595306
2036.534306539393,2036.534306539393,1433700.8218097673,124.44989108321872
2036.5356954231054,2036.5356954231054,1433894.900027388,124.45771825327868
2036.537084306701,2036.537084306701,1434045.792552686,124.46551354692592
2036.538473190413,2036.538473190413,1433870.9090656633,124.45431673158228
2036.539862074009,2036.539862074009,1433767.8668922202,124.4643876338228
2036.541250957721,2036.541250957721,1433571.0155916444,124.44216936241911
2036.5426398414331,2036.5426398414331,1433866.6827917984,124.4567805881825
2036.5440287250292,2036.5440287250292,1433571.5819103858,124.45092688736794
2036.5454176087412,2036.5454176087412,1433505.2828041376,124.44417438780532
2036.5468064923368,2036.5468064923368,1433311.1334899825,124.43319539892681
2036.5481953760493,2036.5481953760493,1433414.0994334423,124.44583017697902
2036.549584259645,2036.549584259645,1433320.3004069598,124.43148058017714
2036.550973143357,2036.550973143357,1433735.6840436936,124.45281799240225
2036.552362026953,2036.552362026953,1433631.5985135976,124.45732984892854
2036.5537509105486,2036.5537509105486,1434179.229869057,124.47184122448137
2036.5551397942606,2036.5551397942606,1433336.0974948036,124.44261274654876
2036.5565286778567,2036.5565286778567,1433678.0729396376,124.45162134214041
2036.5579175615687,2036.5579175615687,1434465.1219529433,124.48428380346854
2036.5593064451643,2036.5593064451643,1433699.1556203682,124.44885919399783
2036.5606953287604,2036.5606953287604,1433587.6695755078,124.4514094749935
2036.5620842124724,2036.5620842124724,1433750.1585386333,124.45636079440656
2036.5634730960671,2036.5634730960671,1433935.1785869414,124.45620778510809
2036.5648619797792,2036.5648619797792,1433481.404682588,124.44346812031759
2036.5662508633748,2036.5662508633748,1433406.5653126368,124.43751569562934
2036.5676397469701,2036.5676397469701,1433693.4595813772,124.45889130552304
2036.5690286306829,2036.5690286306829,1433842.2906132978,124.4597308745885
2036.5704175142785,2036.5704175142785,1433915.2637353837,124.46342648043239
2036.5718063978738,2036.5718063978738,1434094.371581521,124.46604315409685
2036.5731952814701,2036.5731952814701,1433945.8925773061,124.46365401945663
2036.5745841651822,2036.5745841651822,1433713.2066930863,124.45594099921466
2036.5759730487775,2036.5759730487775,1433186.5475533258,124.42922812787998
2036.5773619323738,2036.5773619323738,1433726.8220049685,124.44945557208155
2036.5787508159694,2036.5787508159694,1434025.2816882182,124.46182977247483
2036.5801396996812,2036.5801396996812,1434516.2226711488,124.48854741501324
2036.5815285832775,2036.5815285832775,1433944.2408347798,124.46317147930749
2036.5829174668731,2036.5829174668731,1433558.5064851355,124.44489242230875
2036.5843063504685,2036.5843063504685,1432869.1726171141,124.41283579654271
2036.5856952340648,2036.5856952340648,1433794.008455327,124.45831458891166
2036.5870841176602,2036.5870841176602,1433573.1053098931,124.4428560185859
2036.588473001372,2036.588473001372,1434226.498311395,124.47768217385396
2036.5898618849685,2036.5898618849685,1433490.013132796,124.4401250664853
2036.591250768564,2036.591250768564,1433323.0152138956,124.43651509529869
2036.5926396521593,2036.5926396521593,1433607.2596587264,124.45071501903877
2036.5940285357558,2036.5940285357558,1433643.5119390208,124.45311617231607
2036.5954174193512,2036.5954174193512,1434020.6692309827,124.467498581457
2036.5968063029466,2036.5968063029466,1433603.0160143692,124.44567715473286
2036.598195186543,2036.598195186543,1433791.5700872296,124.4549562404507
2036.5995840701385,2036.5995840701385,1433560.6956119563,124.44751733286004
2036.6009729537334,2036.6009729537334,1433296.9042020047,124.43499652177839
2036.602361837329,2036.602361837329,1433813.303861999,124.45060123775015
2036.603750720925,2036.603750720925,1433706.3881500862,124.45279052842689
2036.6051396045207,2036.6051396045207,1433361.805847188,124.44497874311763
2036.6065284881163,2036.6065284881163,1433174.65496117,124.42894166325414
2036.6079173717123,2036.6079173717123,1433447.1697039742,124.43906562927697
2036.609306255308,2036.609306255308,1433876.1337798196,124.46125699263807
2036.6106951389036,2036.6106951389036,1433649.6366445734,124.4486708634829
2036.6120840224996,2036.6120840224996,1433321.2759544237,124.43265387976943
2036.6134729060952,2036.6134729060952,1433784.4961715725,124.46093137004881
2036.6148617896906,2036.6148617896906,1433552.5935460294,124.4414003030141
2036.616250673287,2036.616250673287,1433605.573305754,124.45224124764688
2036.617639556766,2036.617639556766,1433594.3749728552,124.4442764038889
2036.6190284403615,2036.6190284403615,1433655.1691257602,124.4495615073633
2036.6204173239578,2036.6204173239578,1433290.4376402255,124.44111779020228
2036.6218062075534,2036.6218062075534,1433484.37270452,124.44355836583105
2036.6231950911488,2036.6231950911488,1433526.869038172,124.43828477904218
2036.624583974745,2036.624583974745,1433816.5524778701,124.45922085667257
2036.6259728582243,2036.6259728582243,1432805.973896978,124.40692900467803
2036.6273617418196,2036.6273617418196,1433295.3838551703,124.43635421371039
2036.628750625416,2036.628750625416,1433592.3693823477,124.45231579303778
2036.6301395090115,2036.6301395090115,1433585.1598714648,124.44158079697478
2036.631528392607,2036.631528392607,1433236.7437272489,124.43092335709801
2036.6329172760868,2036.6329172760868,1433449.946726732,124.440085828231
2036.6343061596824,2036.6343061596824,1433044.0232459495,124.42156399088343
2036.6356950432778,2036.6356950432778,1433437.2880100966,124.43756278250551
2036.6370839267568,2036.6370839267568,1434151.5163742083,124.47013870678983
2036.6384728103517,2036.6384728103517,1433606.3296287237,124.4478822263561
2036.639861693947,2036.639861693947,1433080.1129767145,124.42569632616086
2036.6412505774272,2036.6412505774272,1433815.1210134204,124.46038997156887
2036.6426394610226,2036.6426394610226,1434059.9914220716,124.4635834039419
2036.644028344618,2036.644028344618,1433579.891286138,124.45099751006418
2036.645417228098,2036.645417228098,1433678.3091416354,124.45207253949208
2036.6468061116934,2036.6468061116934,1433951.2774958557,124.46341078807056
2036.6481949952888,2036.6481949952888,1434072.925296836,124.46307340181264
2036.649583878769,2036.649583878769,1433391.0755855776,124.43870463379751
2036.6509727623643,2036.6509727623643,1434034.842002761,124.46594115585395
2036.6523616458433,2036.6523616458433,1433908.3624239152,124.46363832712348
2036.6537505294398,2036.6537505294398,1433856.3975447905,124.45922085667257
2036.6551394129187,2036.6551394129187,1433279.7649306278,124.43606384153671
2036.6565282965141,2036.6565282965141,1433668.2931857551,124.45750247323382
2036.6579171799942,2036.6579171799942,1433729.5366448509,124.45515633150761
2036.6593060635896,2036.6593060635896,1434280.1853047344,124.47206090248727
2036.6606949470686,2036.6606949470686,1433630.8734978263,124.44244402534049
2036.662083830665,2036.662083830665,1433719.5359607863,124.45984072432762
2036.663472714144,2036.663472714144,1433816.7423399205,124.4497773011768
2036.6648615977394,2036.6648615977394,1433792.2531631282,124.45759663184485
2036.6662504812193,2036.6662504812193,1433837.607255303,124.45156249019134
2036.6676393648147,2036.6676393648147,1433347.889389819,124.43485918217411
2036.669028248294,2036.669028248294,1433449.7186071896,124.43824946409163
2036.6704171317738,2036.6704171317738,1433872.8984251516,124.46127268527147
2036.67180601537,2036.67180601537,1433537.3477037332,124.44033695284459
2036.6731948988484,2036.6731948988484,1433130.2923220908,124.43289324722382
2036.6745837824433,2036.6745837824433,1433760.3237192086,124.45045606836882
2036.6759726659232,2036.6759726659232,1433670.0282915863,124.45324564495094
2036.6773615494023,2036.6773615494023,1433483.498409755,124.44024670499492
2036.6787504329977,2036.6787504329977,1433758.8508348197,124.45178220399256
2036.6801393164776,2036.6801393164776,1434050.9403619878,124.47048784250023
2036.6815281999568,2036.6815281999568,1433372.1347320022,124.43662104159691
2036.6829170835522,2036.6829170835522,1433291.609240155,124.43334058844519
2036.684305967032,2036.684305967032,1432928.5933208722,124.42027285324124
2036.685694850511,2036.685694850511,1433810.2117238967,124.45452859377998
2036.68708373399,2036.68708373399,1433226.659028652,124.42847468525844
2036.6884726175865,2036.6884726175865,1433784.0384142182,124.45385769558331
2036.6898615010655,2036.6898615010655,1433621.5928866859,124.44731330592276
2036.6912503845444,2036.6912503845444,1433500.9333318851,124.43977192175137
2036.6926392680245,2036.6926392680245,1433653.691563059,124.44815687666893
2036.6940281515035,2036.6940281515035,1433589.4516116383,124.44435880143382
2036.695417035099,2036.695417035099,1433652.0190915097,124.45041683337183
2036.696805918579,2036.696805918579,1433872.7760286564,124.4548267695954
2036.698194802058,2036.698194802058,1433451.6733135465,124.4368368578513
2036.699583685537,2036.699583685537,1433584.4126054235,124.44761542261466
2036.700972569017,2036.700972569017,1433873.5420821488,124.45709837505252
2036.702361452496,2036.702361452496,1433444.062861305,124.43959142516701
2036.703750335975,2036.703750335975,1433628.818249633,124.44763896414428
2036.7051392195715,2036.7051392195715,1433725.0529600854,124.45304947423948
2036.7065281030505,2036.7065281030505,1433652.9112784457,124.44775274814126
2036.7079169865294,2036.7079169865294,1433564.1937322414,124.4479450036239
2036.7093058700095,2036.7093058700095,1433516.1590874242,124.43899499980904
2036.7106947534878,2036.7106947534878,1434142.5641569719,124.47089974292184
2036.712083636966,2036.712083636966,1433353.2689420567,124.440085828231
2036.713472520446,2036.713472520446,1433709.1140016706,124.44799993370725
2036.714861403925,2036.714861403925,1433283.7511735884,124.43888905553199
2036.7162502874041,2036.7162502874041,1434015.706776665,124.46567439082351
2036.717639170884,2036.717639170884,1433459.3995791087,124.44046643877546
2036.719028054363,2036.719028054363,1433642.4447206715,124.44657174366034
2036.7204169378422,2036.7204169378422,1433775.4048401034,124.4557173694222
2036.721805821322,2036.721805821322,1433683.8181154188,124.45075817743137
2036.723194704801,2036.723194704801,1433769.1490477663,124.4544069692291
2036.7245835882802,2036.7245835882802,1433716.198352865,124.45798503536244
2036.72597247176,2036.72597247176,1433607.276253961,124.4440606005365
2036.727361355239,2036.727361355239,1433314.0585308762,124.43288539911786
2036.7287502386018,2036.7287502386018,1433754.5096469822,124.45262966787806
2036.7301391220817,2036.7301391220817,1433890.436592981,124.45762017148648
2036.7315280055607,2036.7315280055607,1434207.3370252543,124.46990333384814
2036.7329168890399,2036.7329168890399,1433313.3883394874,124.43726456532224
2036.7343057725197,2036.7343057725197,1433652.7902766191,124.44790576783524
2036.7356946559987,2036.7356946559987,1433924.9812490118,124.46192785094966
2036.737083539478,2036.737083539478,1433500.1029952737,124.4445353674178
2036.7384724228411,2036.7384724228411,1433748.1846889933,124.45005194730736
2036.7398613063212,2036.7398613063212,1433694.579520239,124.45063654919568
2036.7412501898002,2036.7412501898002,1433669.1981997697,124.44973806596582
2036.7426390732792,2036.7426390732792,1433898.6414004564,124.45486600320214
2036.7440279566429,2036.7440279566429,1433610.223587883,124.44392327093557
2036.7454168401218,2036.7454168401218,1434126.5463474481,124.47180984187744
2036.7468057236003,2036.7468057236003,1433537.3094728875,124.45035405735092
2036.7481946070795,2036.7481946070795,1434082.2244935203,124.46642368526541
2036.749583490442,2036.749583490442,1434070.1838707267,124.46769865235116
2036.750972373921,2036.750972373921,1433653.7338695165,124.4493653308445
2036.7523612574012,2036.7523612574012,1433244.858987809,124.43640130102607
2036.7537501407637,2036.7537501407637,1433276.6806167664,124.44058415314113
2036.7551390242427,2036.7551390242427,1433565.7171669248,124.43787277066215
2036.7565279077228,2036.7565279077228,1433660.2514374095,124.45182143855911
2036.7579167910853,2036.7579167910853,1433359.2669954093,124.42964016488395
2036.7593056745643,2036.7593056745643,1433175.1271148273,124.43712722822116
2036.7606945580442,2036.7606945580442,1433496.5282080895,124.4391009439959
2036.7620834414067,2036.7620834414067,1433537.3033941241,124.44632063162815
2036.763472324886,2036.763472324886,1433828.6257493123,124.45413233270922
2036.7648612082494,2036.7648612082494,1433530.7827432023,124.45037759836248
2036.7662500917284,2036.7662500917284,1433863.174755703,124.4620063136739
2036.7676389750911,2036.7676389750911,1433157.6895160112,124.42956560590815
2036.769027858571,2036.769027858571,1434050.0558591976,124.46311263281984
2036.77041674205,2036.77041674205,1433918.290323324,124.4604645120791
2036.7718056254128,2036.7718056254128,1433492.4001914454,124.43655433467892
2036.7731945088926,2036.7731945088926,1433454.9224770637,124.44294626454325
2036.7745833922552,2036.7745833922552,1433015.0049723873,124.42900837425331
2036.7759722757344,2036.7759722757344,1434124.315128122,124.46814586848114
2036.7773611590978,2036.7773611590978,1433437.0141934142,124.43711938038223
2036.7787500424604,2036.7787500424604,1433500.640535458,124.44615191544695
2036.7801389259396,2036.7801389259396,1433371.9194041563,124.42987168983981
2036.781527809303,2036.781527809303,1433278.7601486808,124.43298350040675
2036.782916692782,2036.782916692782,1433961.696151624,124.46181407991168
2036.784305576144,2036.784305576144,1433657.5308589432,124.44669337586878
2036.785694459623,2036.785694459623,1433794.3601082223,124.45008725890874
2036.7870833429859,2036.7870833429859,1433899.4377068211,124.46347748059469
2036.7884722263486,2036.7884722263486,1433855.1752350752,124.45864021834724
2036.7898611098283,2036.7898611098283,1433563.344366826,124.43964243509782
2036.791249993191,2036.791249993191,1433651.420784006,124.44330724771822
2036.7926388765538,2036.7926388765538,1433537.5474482565,124.44162003475766
2036.7940277600335,2036.7940277600335,1433344.3546624717,124.43326603168664
2036.7954166433963,2036.7954166433963,1433799.7578777524,124.4601271178344
2036.796805526759,2036.796805526759,1433392.2678709147,124.43547132324247
2036.7981944102387,2036.7981944102387,1433628.393585173,124.456992446186
2036.7995832936015,2036.7995832936015,1433754.134765714,124.44818041809611
2036.8009721769643,2036.8009721769643,1433628.7140879475,124.44712104946422
2036.8023610603275,2036.8023610603275,1433441.060243953,124.43761379326791
2036.8037499438076,2036.8037499438076,1432575.7169139204,124.40339656988871
2036.8051388271701,2036.8051388271701,1433608.511598697,124.44370354325886
2036.8065277105327,2036.8065277105327,1434277.6805835897,124.47301414362875
2036.8079165938964,2036.8079165938964,1433280.8999650192,124.4370055866622
2036.8093054773753,2036.8093054773753,1433809.4918212686,124.45119368401012
2036.810694360738,2036.810694360738,1433499.2518675542,124.44385656793187
2036.8120832441014,2036.8120832441014,1433504.0858245003,124.43826908350984
2036.813472127464,2036.813472127464,1433816.3379315068,124.45144086274172
2036.8148610108267,2036.8148610108267,1433443.5834951517,124.44150624515319
2036.8162498941902,2036.8162498941902,1433625.5288935045,124.44473155155063
2036.8176387775527,2036.8176387775527,1433455.2926761257,124.43619725586281
2036.819027661032,2036.819027661032,1433583.9401524435,124.44567715473286
2036.8204165443947,2036.8204165443947,1433831.0894118664,124.45454428726177
2036.8218054277565,2036.8218054277565,1433420.3513642035,124.43087626770938
2036.8231943111193,2036.8231943111193,1433925.7753982393,124.46162576899958
2036.8245831944828,2036.8245831944828,1433765.9342918354,124.45213139119997
2036.8259720778453,2036.8259720778453,1433823.515095105,124.45618424519932
2036.8273609612081,2036.8273609612081,1433249.987902267,124.43009929022399
2036.8287498445716,2036.8287498445716,1433984.230463676,124.46699644132576
2036.8301387279341,2036.8301387279341,1432976.3500340842,124.41683106221
2036.831527611297,2036.831527611297,1433187.8765489424,124.42745831532724
2036.8329164946601,2036.8329164946601,1433291.952626334,124.43626396297222
2036.834305378023,2036.834305378023,1433419.5529348156,124.43410577364833
2036.8356942613857,2036.8356942613857,1433136.6227566018,124.42368315432356
2036.837083144749,2036.837083144749,1434104.4546115526,124.46826355666934
2036.8384720281117,2036.8384720281117,1433306.4516639027,124.43200640811833
2036.8398609114745,2036.8398609114745,1433627.485691334,124.44783906696613
2036.8412497948377,2036.8412497948377,1434802.0684109787,124.49861947025758
2036.8426386782005,2036.8426386782005,1433690.6241772908,124.44268729770745
2036.8440275615633,2036.8440275615633,1433852.0954122564,124.46285370794372
2036.84541644481,2036.84541644481,1433715.0143328942,124.45063654919568
2036.8468053281729,2036.8468053281729,1433597.5776539906,124.44458637532209
