time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
2061.8539758080797,5530848.4557309365,248.8262759939151,1972.6063099557928,674.2032849995768,600765,0
2061.855364716148,5530982.357353136,248.83456477145614,1972.609003482329,674.2056104410469,600766,0
2061.856753624448,5531346.282314658,248.84869273315462,1972.60983361291,674.2023060297435,600767,0
2061.858142532749,5531257.064084625,248.83677820511178,1972.6073767702915,674.2045036944339,600768,0
2061.85953144105,5530587.994357062,248.82255537330212,1972.609018497575,674.2085327068838,600769,0
2061.8609203493506,5530483.499511806,248.82124450848244,1972.607063252808,674.201313457607,600770,0
2061.862309257651,5531379.028823295,248.83723344789058,1972.607024695235,674.2081366825213,600771,0
2061.86369816572,5531245.11160852,248.84250007534885,1972.6094976451075,674.2066856611619,600772,0
2061.8650870740216,5530818.037385566,248.82716296909788,1972.6092062201708,674.2057441676777,600773,0
2061.8664759823223,5531614.178380029,248.84614191051867,1972.607683962606,674.2040924894015,600774,0
2061.8678648903897,5530586.241812199,248.82568729182685,1972.6087587252323,674.2044750557527,600775,0
2061.869253798691,5531115.9885575315,248.83404673094878,1972.6069950507285,674.2058228312915,600776,0
2061.870642706758,5530930.816467943,248.83306559066864,1972.6081452343535,674.2063158432438,600777,0
2061.8720316150584,5531167.51682419,248.8372648439136,1972.6103642101195,674.2067894774904,600778,0
2061.8734205231267,5530866.325893326,248.83633081053497,1972.6092840442711,674.202371003556,600779,0
2061.874809431195,5531160.064425459,248.83633081053497,1972.6094537295091,674.2059580580127,600780,0
2061.876198339495,5531142.680609086,248.83543601896815,1972.6071564726133,674.204725086597,600781,0
2061.877587247563,5530737.769454954,248.8290075533799,1972.6075993899963,674.1995151578498,600782,0
2061.881753971768,5530536.1251463005,248.82766532532108,1972.6100333801985,674.2042713594908,600785,0
2061.8873096042726,5531092.122185892,248.8401925056521,1972.6099680445386,674.2018677169551,600789,0
2061.8914763282432,5531144.359080194,248.83213939069446,1972.6117004273242,674.2075676481784,600792,0
2061.8928652363115,5530710.275104962,248.83209229568843,1972.610507065552,674.2012785587252,600793,0
2061.894254144379,5530993.015197294,248.83024773427366,1972.6132460953456,674.21000674985,600794,0
2061.8956430522135,5530310.039761917,248.8171077820012,1972.6105191496777,674.2084663460879,600795,0
2061.897031960282,5531143.8449437935,248.8364093008698,1972.611769269821,674.2080140532108,600796,0
2061.8984208683514,5531441.005511326,248.8419192605016,1972.6105064415196,674.2066204761545,600797,0
2061.899809776186,5531101.9505949225,248.83516130161348,1972.6127873650319,674.2063036974881,600798,0
2061.901198684254,5530815.070263996,248.83005150353122,1972.6093837507888,674.2036649655505,600799,0
2061.9025875920893,5531725.727942814,248.8443288483786,1972.6118380865128,674.2138013103938,600800,0
2061.903976500157,5530999.789223519,248.8377985756987,1972.6111514125253,674.2003370955887,600801,0
2061.9053654079917,5531175.456997933,248.83842649398022,1972.6121506158786,674.204289183492,600802,0
2061.90675431606,5531726.722930303,248.8480648407779,1972.609310538961,674.2055349614991,600803,0
2061.9081432238945,5530654.84121769,248.8299573127199,1972.6139952441883,674.208375887819,600804,0
2061.9095321317295,5530339.608093665,248.8203418131243,1972.6112351030044,674.2027987987165,600805,0
2061.910921039798,5530660.651851997,248.83078148111017,1972.6134271466874,674.2039339124507,600806,0
2061.9123099476333,5530745.052848037,248.82321472784648,1972.6094639749022,674.207646361118,600807,0
2061.9136988554687,5531216.634256651,248.83598545276766,1972.6158004671076,674.2055350200454,600808,0
2061.915087763304,5530366.681384901,248.81678594650722,1972.6095312552395,674.2061138722945,600809,0
2061.917865578974,5531005.820853697,248.83026343272635,1972.607432003557,674.1995124568878,600811,0
2061.9192544868088,5531051.27774868,248.82997301119093,1972.6105725680775,674.2080051600926,600812,0
2061.9206433946442,5529484.86299945,248.8074368362007,1972.6105663262533,674.200129718884,600813,0
2061.9220323024797,5530489.448718574,248.8225396743631,1972.6107753570566,674.204763775445,600814,0
2061.9234212103147,5530216.906930335,248.81324572859862,1972.6138763642552,674.2105690574205,600815,0
2061.9248101181493,5531095.792267149,248.82808133830073,1972.6098468759142,674.2061143986681,600816,0
2061.9261990259847,5530810.066165074,248.82926657901396,1972.6130604384082,674.2063737765175,600817,0
2061.9275879338193,5530701.151994028,248.82782231143284,1972.6129553125234,674.209778959517,600818,0
2061.9289768414214,5530682.677611479,248.82498084748244,1972.6111570492515,674.2026808257792,600819,0
2061.930365749257,5530509.240116382,248.82649577567096,1972.6108689358307,674.2011638030312,600820,0
2061.9317546570924,5530876.269379709,248.82950205662914,1972.6117403434198,674.2085472426082,600821,0
2061.933143564695,5530713.109740791,248.82852089842916,1972.612744459344,674.2074956748995,600822,0
2061.9345324725305,5530784.021219357,248.82594632091727,1972.611252489383,674.2043834372733,600823,0
2061.935921380133,5531073.882210346,248.83228852482148,1972.6146493020651,674.2084395093574,600824,0
2061.937310287968,5531147.44374141,248.83059310000448,1972.6113296508522,674.2098291601217,600825,0
2061.93869919557,5531219.833637791,248.84211548188543,1972.6132406068539,674.2065290879536,600826,0
2061.9400881034053,5530197.406246558,248.81916437947459,1972.6106560717071,674.2040304375676,600827,0
2061.941477011007,5530250.20429411,248.8122880556746,1972.6143560523847,674.2102558794281,600828,0
2061.9428659188416,5531072.644788377,248.83412522200408,1972.6145597787468,674.2070744469448,600829,0
2061.944254826444,5531371.683388198,248.84285327290394,1972.6102224958547,674.2051546399646,600830,0
2061.945643734047,5530910.777510631,248.83422726033893,1972.6098313914138,674.201668625776,600831,0
2061.9470326416485,5531795.558614036,248.85053715784903,1972.613583978296,674.2072029674122,600832,0
2061.948421549484,5531895.671449867,248.8542966024497,1972.615085482688,674.2084126234689,600833,0
2061.9498104570876,5530415.593111638,248.82551460561677,1972.6145025328465,674.2042073651761,600834,0
2061.9511993646893,5531060.774782474,248.83354438760864,1972.612629200287,674.2059056881072,600835,0
2061.9525882722915,5530818.031636435,248.82888981436622,1972.6142282928552,674.2093923540764,600836,0
2061.953977179894,5530797.63837886,248.8321236923601,1972.6134148970666,674.2061781649201,600837,0
2061.9553660874963,5531249.346072849,248.83494937658978,1972.6129352234004,674.2099143028332,600838,0
2061.956754995098,5531481.812877968,248.843810828198,1972.6100643612883,674.2007959378989,600839,0
2061.9581439027006,5531543.446948405,248.84605557452582,1972.612806309912,674.2033605412477,600840,0
2061.9595328103032,5531298.753618725,248.8395724407595,1972.6118822781439,674.205276037945,600841,0
2061.960921717905,5530971.795165244,248.83503571643604,1972.6167208963584,674.2128736124714,600842,0
2061.962310625507,5530595.949249686,248.82458837753555,1972.6105906740613,674.2060659257645,600843,0
2061.963699532877,5530613.555968584,248.82659781713448,1972.6149050862257,674.2048167014497,600844,0
2061.9650884404796,5531109.723971406,248.83062449686534,1972.6135387264121,674.2081398887566,600845,0
2061.9664773480818,5531246.760850475,248.83978436184597,1972.6142480407784,674.2061194361986,600846,0
2061.9678662556844,5530760.620264114,248.83165274186882,1972.6098546608064,674.2010170133037,600847,0
2061.969255163054,5531193.297792429,248.8289604577811,1972.6142036299577,674.2180336222985,600848,0
2061.970644070656,5530912.334202621,248.83002010659808,1972.6130552942834,674.2061784540805,600849,0
2061.9720329780253,5531125.016766751,248.83433714772968,1972.6136280702642,674.2124051233106,600850,0
2061.973421885628,5531577.425740868,248.84161315483388,1972.6118624752564,674.2087894849938,600851,0
2061.9748107929972,5531029.563565721,248.83904656172834,1972.6114745836078,674.1964360189892,600852,0
2061.976199700599,5530750.0785727445,248.82546750935686,1972.6181419332995,674.2158498188467,600853,0
2061.9775886079688,5531433.98419076,248.84304949355126,1972.6132228875797,674.2108953552233,600854,0
2061.9789775155705,5530747.705940048,248.82782231143284,1972.6146121601673,674.2100547390053,600855,0
2061.98036642294,5530355.205208147,248.81943911449122,1972.6117943023821,674.2037128502782,600856,0
2061.98175533031,5530827.7139720945,248.82623674715254,1972.6126497350258,674.2105134968634,600857,0
2061.9831442379136,5531998.404109498,248.85898994209552,1972.6139128242894,674.1996285006549,600858,0
2061.9845331452825,5531138.871563883,248.83465896052343,1972.617029762756,674.2106700821626,600859,0
2061.985922052652,5531345.838843022,248.84075762674007,1972.6143038411076,674.2051762705744,600860,0
2061.9873109600217,5531051.835373202,248.83268883177305,1972.6159533569717,674.210054422631,600861,0
2061.988699867391,5530682.3044276135,248.8221158026352,1972.6127698889181,674.2092348379745,600862,0
2061.99008877476,5530476.764068831,248.82646437828916,1972.6122297636664,674.2003415680048,600863,0
2061.9914776821292,5530237.234907132,248.8092187676132,1972.6140274214258,674.210747599237,600864,0
2061.992866589499,5531638.281867717,248.847460492869,1972.6140943586402,674.2057390598309,600865,0
2061.9942554968684,5531060.351281491,248.8345804696365,1972.6148544832065,674.2060842066248,600866,0
2061.9956444042373,5530819.662647806,248.82604836260612,1972.6155183697658,674.2124886410337,600867,0
2061.997033311607,5531106.370390361,248.83383480497582,1972.612255906121,674.2052089527283,600868,0
2061.998422218976,5530455.932177879,248.82478461258637,1972.6168531452959,674.2112337072595,600869,0
2061.999811126346,5531478.150805781,248.84629888497437,1972.6130954250457,674.2085465189859,600870,0
2062.0012000337165,5530727.735626243,248.82881132165946,1972.6137916973364,674.2048386062122,600871,0
2062.0025889410854,5530612.042928691,248.8181439324713,1972.6123836138222,674.2113363385638,600872,0
2062.003977848222,5530153.282085007,248.81403855339434,1972.6152152941497,674.2056816431997,600873,0
2062.0053667555917,5531157.707771713,248.82725716096698,1972.6127918510845,674.2134370572163,600874,0
2062.0067556629615,5530142.956095738,248.8144702886068,1972.6168758413392,674.2080813176598,600875,0
2062.008144570098,5530595.547122397,248.82409386452107,1972.6139886429803,674.2054076449643,600876,0
2062.009533477467,5530311.043908518,248.81402285391795,1972.6130441802666,674.2092976654435,600877,0
2062.0109223848367,5530514.769388349,248.82199021087345,1972.6165749862903,674.2105285850688,600878,0
2062.0123112919728,5531092.406581137,248.8384107960425,1972.6121790432587,674.2016397198917,600879,0
2062.0137001993417,5531403.026625093,248.83506711273634,1972.6136403429646,674.208339351931,600880,0
2062.0150891064786,5530448.739022676,248.82260247011322,1972.6154101714712,674.2062390986648,600881,0
2062.0164780138493,5530955.830427827,248.83055385392285,1972.6112370399187,674.2080242506811,600882,0
2062.0178669209863,5531051.919865435,248.83430575133727,1972.6132836175452,674.2075425833677,600883,0
2062.0192558281224,5531628.7616655575,248.839336972674,1972.6118618108712,674.2082780840252,600884,0
2062.020644735492,5531280.544724878,248.84169164350254,1972.6169892226033,674.2069806595591,600885,0
2062.0220336426282,5530276.624476951,248.8129003387887,1972.612146697267,674.210009412991,600886,0
