time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
2062.0234225497647,5530022.262224873,248.80886552231212,1972.6159692698789,674.2068857747345,600887,0
2062.0248114569017,5530436.0757752545,248.82746909254212,1972.6135321443653,674.2013195487967,600888,0
2062.026200364271,5531298.760089824,248.84075762674007,1972.6145228846017,674.2086948202815,600889,0
2062.027589271407,5531784.50224141,248.85169874595994,1972.6150308995425,674.2107510628499,600890,0
2062.028978178544,5531203.294457438,248.83915644699087,1972.6152626726966,674.2097191633314,600891,0
2062.030367085681,5530924.967538539,248.8317547812176,1972.6148472300752,674.2039578973861,600892,0
2062.031755992817,5531835.32209907,248.85127492389907,1972.6156489154325,674.2117812825242,600893,0
2062.033144899954,5530614.582908851,248.82730425688817,1972.6152186116608,674.2081449857441,600894,0
2062.034533807092,5531405.408772429,248.83988639786025,1972.61573377948,674.2104214777712,600895,0
2062.035922714228,5530027.297988415,248.81341842332378,1972.6154507172953,674.2105560209652,600896,0
2062.0373116213646,5530401.905093989,248.82354440446346,1972.61465349708,674.2030673658506,600897,0
2062.038700528501,5529554.574680005,248.8004031849627,1972.617181270145,674.213718524887,600898,0
2062.040089435638,5530687.459867988,248.82617395231958,1972.609277573091,674.2032838408439,600899,0
2062.041478342774,5530121.5125750955,248.81045904714296,1972.61653527307,674.2140200166255,600900,0
2062.042867249678,5530185.133109822,248.8144702886068,1972.615736193224,674.2046897373056,600901,0
2062.0442561568148,5530373.148045574,248.8159146336906,1972.6143765155823,674.2100291934672,600902,0
2062.0456450639513,5530832.096172027,248.82371709204088,1972.6153809122056,674.2101102271378,600903,0
2062.0470339710873,5529787.276504737,248.80874777376698,1972.614010142977,674.2028750897683,600904,0
2062.0484228779915,5530831.228202744,248.8294392626202,1972.6124709999067,674.2046495403285,600905,0
2062.0498117851275,5531179.876628453,248.83246120633055,1972.6183186970009,674.2165918838098,600906,0
2062.0512006920317,5530717.951715072,248.8230891366394,1972.6138449880393,674.209947884555,600907,0
2062.0525895991696,5530316.70519568,248.81782209831755,1972.6120806385097,674.2050903905218,600908,0
2062.0539785063065,5531343.342957536,248.8397686639939,1972.6202218647365,674.2157938318637,600909,0
2062.0553674132098,5531092.911915071,248.83195885978955,1972.6153037099502,674.2127087395957,600910,0
2062.0567563203463,5531160.860082341,248.8328850604357,1972.6147589414957,674.2111161724279,600911,0
2062.0581452272504,5530717.156273315,248.8255930993635,1972.6160228863935,674.209691047667,600912,0
2062.059534134154,5531348.747204504,248.83436854411812,1972.6142778429692,674.2158575363057,600913,0
2062.06092304129,5530882.321222441,248.83445488416592,1972.6161266141646,674.2041842151064,600914,0
2062.0623119481943,5531526.096419816,248.84639306960025,1972.614158592083,674.2036480926413,600915,0
2062.063700855098,5530963.072197282,248.8273905993872,1972.6189129500176,674.2149932112518,600916,0
2062.0650897622345,5531294.983971125,248.8409852445935,1972.6121908286466,674.2001920560698,600917,0
2062.0664786691377,5531257.107948473,248.8379948003319,1972.6157054089108,674.2128939130992,600918,0
2062.0678675760428,5530732.364251239,248.82383483350225,1972.6141204425362,674.2108420118059,600919,0
2062.069256482947,5530325.768065791,248.81618937229547,1972.6121950421532,674.2115428262152,600920,0
2062.070645390083,5530951.3949059155,248.84028669258922,1972.616315947075,674.2083466484926,600921,0
2062.072034296987,5531494.82780707,248.84652649775927,1972.6181812332422,674.2121617258753,600922,0
2062.0734232038903,5531621.505199973,248.8431672258654,1972.612533997844,674.2056129490528,600923,0
2062.074812110794,5530374.147486409,248.81414844970132,1972.6147772934808,674.20913787709,600924,0
2062.076201017698,5530620.497693447,248.81945481362587,1972.618655006252,674.21165666987,600925,0
2062.0775899246023,5531110.247562205,248.8298003279551,1972.6143624270649,674.2093098515472,600926,0
2062.078978831506,5530057.559536911,248.8186620060883,1972.616427450506,674.2059120440911,600927,0
2062.080367738409,5531018.755571501,248.82858369266984,1972.6168816057982,674.2112169296414,600928,0
2062.0817566453134,5530467.752672446,248.82737490075323,1972.6152861083604,674.2014625252428,600929,0
2062.0831455522166,5530610.026277151,248.81117338254728,1972.613393195214,674.2179764812716,600930,0
2062.084534458888,5530268.575948464,248.81924287522457,1972.6189824643598,674.2121199747318,600931,0
2062.085923365793,5530517.493065449,248.8216997796816,1972.6145457353246,674.2068712807002,600932,0
2062.087312272697,5530165.322851865,248.81068669271423,1972.6178248328956,674.2132486669007,600933,0
2062.0887011796003,5531062.790657119,248.84141693305398,1972.6127373142874,674.2039240298178,600934,0
2062.0900900865036,5530319.420416626,248.8119348147311,1972.61717067695,674.2193574728419,600935,0
2062.091478993175,5530750.226042245,248.82761822946824,1972.6140976998993,674.2109231598275,600936,0
2062.092867900078,5530681.015101921,248.82177827463175,1972.6135622757386,674.2120915186604,600937,0
2062.094256806982,5530458.475209187,248.82242978176225,1972.616342216648,674.2102147617769,600938,0
2062.095645713653,5530885.228512172,248.82381913464394,1972.6164856191006,674.214239012208,600939,0
2062.0970346205568,5530333.0287080575,248.81571839164422,1972.614039198069,674.2089714885967,600940,0
2062.098423527227,5531338.2234761,248.840318088227,1972.6133638014533,674.2059610980135,600941,0
2062.0998124341313,5530320.586627046,248.82110321725125,1972.6182279760415,674.2096290465258,600942,0
2062.1012013408035,5530503.531559747,248.81436039244198,1972.611973859526,674.21401337749,600943,0
2062.1025902477077,5531007.043259578,248.82861508978425,1972.6145502308593,674.2112728967576,600944,0
2062.103979154378,5530453.571567982,248.81945481362587,1972.614458689204,674.2099699385611,600945,0
2062.105368061282,5530409.690557347,248.824188057552,1972.6164434459756,674.2067501913086,600946,0
2062.1067569679526,5530751.02709568,248.82531837114163,1972.61525124007,674.2108689043519,600947,0
2062.1081458746235,5530456.288916128,248.8253811661905,1972.617661703138,674.2058895162799,600948,0
2062.1095347815276,5530914.769147676,248.82648007698054,1972.6155156490927,674.2173273914793,600949,0
2062.1109236881985,5530983.253048559,248.83267313347338,1972.615483581858,674.2081597089973,600950,0
2062.112312594869,5530172.153777614,248.81625216964827,1972.6164778488983,674.2083656307724,600951,0
2062.1137015015397,5531634.792468268,248.8382695145584,1972.6114508449375,674.213057198122,600952,0
2062.115090408211,5530903.394444795,248.84169164350254,1972.6197613150916,674.208769900441,600953,0
2062.1164793151147,5531099.829748008,248.83178617793186,1972.6135292794663,674.2125687214248,600954,0
2062.117868221785,5530261.473051602,248.81453308639348,1972.617710670576,674.2159870643692,600955,0
2062.1192571284573,5530024.087215032,248.80862217525743,1972.6119508686686,674.2136804321517,600956,0
2062.1206460351286,5529662.29626634,248.81425834595976,1972.6179419059033,674.2082395158991,600957,0
2062.122034941799,5530288.242967965,248.81314368165923,1972.6155388496363,674.2125440903458,600958,0
2062.1234238484703,5530039.754227876,248.81023925122133,1972.6134370748955,674.211806638174,600959,0
2062.1248127551416,5529686.608103737,248.80360603295122,1972.619813837609,674.2121619083127,600960,0
2062.126201661812,5531153.075202641,248.83322257337343,1972.6141698418824,674.2112321148651,600961,0
2062.127590568483,5529975.856943534,248.8092187676132,1972.6106412620647,674.2141923918956,600962,0
2062.128979475154,5529953.332068474,248.81547505129177,1972.6190446328833,674.2103416498306,600963,0
2062.130368381825,5529773.47901975,248.8063535412631,1972.617972235319,674.211308542457,600964,0
2062.1317572882626,5530498.831528294,248.8128689396913,1972.611536904711,674.2166171861414,600965,0
2062.133146194934,5529551.123190494,248.81227235608776,1972.6153055601603,674.2053600135083,600966,0
2062.1345351016053,5530493.175167778,248.81245290127663,1972.6128482852102,674.2194882575646,600967,0
2062.135924008276,5530764.947166703,248.83064019529428,1972.6181232006109,674.2071559216265,600968,0
2062.1373129149474,5530054.726491062,248.81275904281918,1972.6177553052282,674.2098669405278,600969,0
2062.138701821386,5530422.741052559,248.82549890686445,1972.6186495464449,674.2142020377636,600970,0
2062.1400907280567,5530171.0183249945,248.81654260719884,1972.613950390224,674.2081746142438,600971,0
2062.141479634727,5530749.181082722,248.83085997319546,1972.6178876804931,674.2107601349196,600972,0
2062.1428685411656,5532020.777370476,248.84914795413707,1972.6116640937757,674.2156132662338,600973,0
2062.144257447836,5530481.269049368,248.8307971795292,1972.6222601475577,674.2086531164772,600974,0
2062.145646354274,5531193.173490619,248.83173908285897,1972.6146485421393,674.2119587181761,600975,0
2062.1470352609454,5530660.416536765,248.8247375161883,1972.6145452969229,674.2112820534052,600976,0
2062.148424167384,5530013.200844245,248.81863060771795,1972.6191169065835,674.2076817003642,600977,0
2062.1498130740547,5530364.135108177,248.8217154786736,1972.614247102608,674.208142779678,600978,0
2062.1512019804923,5530123.671309506,248.81101638593094,1972.6187326852946,674.2119739121371,600979,0
2062.1525908871645,5530233.08116677,248.81567129353007,1972.6178777681996,674.2127993746992,600980,0
2062.153979793603,5530091.774297357,248.80819827981955,1972.6145163446395,674.2114151661314,600981,0
2062.1553687000405,5531258.208560857,248.83246120633055,1972.6098842999359,674.2121242727156,600982,0
2062.156757606712,5530355.118394711,248.82159773620938,1972.617971370026,674.2102080885933,600983,0
2062.1581465131503,5529893.594072342,248.8108986384037,1972.6192160854648,674.2103747800196,600984,0
2062.159535419588,5531041.871121572,248.8268411466094,1972.6112484244575,674.2127925148815,600985,0
2062.1609243262583,5530651.575588324,248.83267313347338,1972.6214744521371,674.2087442112055,600986,0
2062.1623132326968,5530762.207499039,248.8230891366394,1972.6133194437705,674.210718979291,600987,0
2062.1637021391343,5530095.627442011,248.81697433806642,1972.6115091707752,674.2004986579149,600988,0
2062.1650910455724,5530195.973106886,248.80071719149043,1972.621983157162,674.22488281931,600989,0
2062.166479952011,5529659.998077576,248.7991785557179,1972.6108002466974,674.2090068978572,600990,0
2062.167868858449,5530616.866607214,248.83285366386008,1972.6201560902307,674.2053340606141,600991,0
2062.1692577648873,5530882.30019601,248.8229949431925,1972.6170110884912,674.2176862651096,600992,0
2062.170646671559,5529750.134650503,248.8050111909927,1972.6167802284729,674.2119043997947,600993,0
2062.1720355779976,5529764.744959157,248.80488559059688,1972.6154604310605,674.2140933342752,600994,0
2062.1734244844356,5530997.379811522,248.8350985090327,1972.6178618209606,674.2076029852711,600995,0
2062.174813390873,5530399.84397701,248.81634636564777,1972.6166783248846,674.2092104940322,600996,0
2062.176202297079,5530695.2203807365,248.81681734511034,1972.6149507965035,674.2169959509811,600997,0
2062.1775912035164,5530399.600803848,248.82522417853863,1972.6190919987464,674.2089678945296,600998,0
2062.1789801099544,5531179.575305472,248.83215508902782,1972.613799531901,674.212917736989,600999,0
2062.180369016393,5529877.978174969,248.81285324014112,1972.6180103339957,674.2076077794397,601000,0
2062.1817579228314,5530534.865186185,248.81961180491783,1972.6157865097043,674.2137881695537,601001,0
2062.183146829269,5531039.0829273695,248.82867788400114,1972.6141275999425,674.2160391540802,601002,0
2062.1845357357065,5530703.939112795,248.82725716096698,1972.61367013727,674.2095966659946,601003,0
2062.185924641912,5531216.260710594,248.83781427367506,1972.6192656236374,674.212737608324,601004,0
2062.1873135483506,5530774.433033042,248.82562449685523,1972.618621916239,674.2160600251251,601005,0
2062.188702454789,5530928.230090239,248.82997301119093,1972.6103138007015,674.2113318237725,601006,0
2062.1900913612276,5530520.637948635,248.81906233496258,1972.615890251943,674.2143561113478,601007,0
2062.191480267433,5531005.6545308735,248.83267313347338,1972.6162412948443,674.2111014865163,601008,0
2062.1928691738703,5530488.078150953,248.824674720977,1972.6177584037737,674.2093313754901,601009,0
2062.194258080076,5530419.02201023,248.81483137566377,1972.6150788670652,674.2120217893123,601010,0
2062.1956469865145,5530519.651546273,248.82874852747622,1972.620014105194,674.2106785673213,601011,0
2062.197035892952,5530738.0385100255,248.82360719996004,1972.6160266683578,674.2158194747396,601012,0
2062.1984247991572,5530610.387318948,248.82565589434302,1972.6176878823724,674.2120040215585,601013,0
2062.1998137055957,5531249.818731144,248.8318018762875,1972.6141857173884,674.2153883476101,601014,0
2062.201202611801,5530858.0398887545,248.8313937187187,1972.61936620919,674.2097182850363,601015,0
2062.2025915182385,5530694.827452972,248.83081287794724,1972.61639284762,674.2125821289508,601016,0
2062.203980424445,5530648.412857594,248.82589922473906,1972.6174768220944,674.2131659509491,601017,0
2062.205369330651,5530782.130322983,248.82490235354257,1972.6153596608292,674.2124327357831,601018,0
2062.2067582370887,5530558.381943547,248.82354440446346,1972.616162998453,674.2140731345914,601019,0
2062.2081471432934,5530653.351151363,248.82140934815075,1972.612225138824,674.2141273471734,601020,0
2062.209536049499,5531113.735010656,248.84030239040862,1972.619359916901,674.2096955329076,601021,0
2062.210924955937,5530412.830080028,248.81890534332393,1972.6137818090726,674.2119030119513,601022,0
2062.212313862142,5529908.145065897,248.8084259274593,1972.618090654191,674.2135571164397,601023,0
2062.2137027683475,5530236.462154299,248.82696673592272,1972.6193382172175,674.2068500512107,601024,0
2062.2150916745522,5530917.071012794,248.82388193007117,1972.6136505635993,674.2161606413983,601025,0
2062.2164805809903,5530430.687147238,248.8188817945696,1972.617916149705,674.2139369554346,601026,0
2062.217869487196,5530865.359977784,248.8314800597987,1972.6150951532243,674.2093214751497,601027,0
2062.2192583934016,5530227.303005981,248.8166368030884,1972.6172491814114,674.2105343613563,601028,0
2062.220647299607,5530757.881724538,248.82347375951088,1972.6122266385858,674.214918445702,601029,0
2062.222036205813,5530837.511823709,248.82850519986653,1972.6201067104928,674.2118541261505,601030,0
2062.2234251120185,5530926.303499491,248.83734333395378,1972.6196076468027,674.210884271684,601031,0
2062.2248140182237,5530822.621020441,248.82858369266984,1972.6180154407182,674.2136394647757,601032,0
2062.2262029244284,5530084.46908397,248.8113382288878,1972.6173263867327,674.2126435490039,601033,0
2062.227591830634,5530629.757536997,248.82472181738694,1972.6152923533969,674.2119807746773,601034,0
2062.2289807368397,5530097.5536473,248.81581258784578,1972.617180977525,674.2119146676976,601035,0
2062.2303696430445,5530541.561689086,248.821338702592,1972.6159401476846,674.210694252067,601036,0
2062.231758549249,5531128.989901738,248.83390544698688,1972.616406938942,674.2129151391327,601037,0
2062.233147455455,5530005.822387394,248.81143242674761,1972.6179441125082,674.2158452861479,601038,0
2062.2345363616596,5531268.027629984,248.8354203208418,1972.6159046465052,674.2125870713695,601039,0
2062.235925267865,5531191.575456259,248.83487088579446,1972.616862758474,674.2133723195435,601040,0
2062.2373141738376,5531832.123001143,248.85290741972454,1972.6161462684956,674.2128621775435,601041,0
2062.2387030800433,5531048.299223657,248.82830896774988,1972.6144365278424,674.2170512262736,601042,0
2062.240091986249,5530054.793772096,248.8179162937227,1972.6191828358103,674.2091469669941,601043,0
2062.2414808924545,5530650.667295056,248.8172333762274,1972.6122105890374,674.2198672892309,601044,0
2062.2428697984274,5530796.092620954,248.82491805233252,1972.6148838990832,674.2118736935212,601045,0
2062.2442587046326,5530068.1205978,248.8182224285432,1972.6174270633892,674.2088899719349,601046,0
2062.2456476108373,5530842.084194457,248.82174687665466,1972.6172269142758,674.2144162782906,601047,0
2062.24703651681,5531126.1941750385,248.8361188865073,1972.6183059226755,674.2116892855361,601048,0
2062.248425423015,5530929.351599605,248.82945496112393,1972.6172751761299,674.2146386878459,601049,0
2062.24981432922,5530282.688412377,248.81883469705423,1972.6142635992464,674.2033118907069,601050,0
2062.251203235193,5531158.452783817,248.839336972674,1972.6164278152876,674.2154590269362,601051,0
2062.2525921413985,5531271.685127556,248.836534885354,1972.6163790432981,674.2087062035614,601052,0
2062.253981047371,5530540.708854381,248.8192899726627,1972.6160391048222,674.2120081611255,601053,0
2062.255369953576,5530774.943885039,248.82347375951088,1972.6162309071196,674.2121162762419,601054,0
2062.2567588595493,5530238.182720242,248.81539655435313,1972.617240361796,674.2148968163403,601055,0
2062.258147765754,5530026.340273237,248.81274334326207,1972.61809205272,674.2070735638146,601056,0
2062.2595366717264,5531242.428115613,248.83304204325438,1972.6163627176647,674.2157828016468,601057,0
2062.2609255776993,5530844.598455523,248.83044396486133,1972.6185841748818,674.215131264181,601058,0
2062.2623144839044,5531444.499438356,248.8397686639939,1972.6141643936674,674.2128583417532,601059,0
2062.2637033898764,5530891.266303463,248.8344862805395,1972.6220744558175,674.2132888544538,601060,0
2062.265092296082,5531094.907531219,248.83392114520882,1972.6146969113215,674.2142774069963,601061,0
2062.266481202055,5530089.667806749,248.8100744041527,1972.61617088184,674.2118212282292,601062,0
2062.2678701080267,5530743.238116693,248.82378773692437,1972.6153623241403,674.2120911765458,601063,0
2062.269259013999,5530681.877098862,248.82932937306646,1972.6189379290722,674.2107174939975,601064,0
2062.2706479202047,5530180.890274035,248.81052969579082,1972.6140915031326,674.2139013450185,601065,0
2062.2720368261776,5531193.204157499,248.8381674778811,1972.6186334057363,674.2112072169799,601066,0
2062.2734257321504,5531171.24375567,248.83642499893378,1972.6161965847784,674.2125465350093,601067,0
2062.274814638123,5531283.315187408,248.83522409417844,1972.6159470583834,674.2113703862256,601068,0
2062.276203544096,5530508.480961941,248.8165897051481,1972.6170847378264,674.2161725852335,601069,0
2062.2775924500684,5530740.0085633,248.82596201964134,1972.6185445967583,674.2112471384849,601070,0
2062.2789813560403,5529839.810485454,248.80929726650086,1972.6162281348084,674.2112768363528,601071,0
2062.280370262246,5530355.257098084,248.81738251928863,1972.617479207735,674.2167217203516,601072,0
2062.281759168218,5530050.8796607,248.8082453793483,1972.6184120141988,674.2169694780638,601073,0
