2186.003252 	    4.271402	  			0
2312.541327 	    2.177491	  			0
2439.429608 	    0.380422	  			0
2565.508437 	    0.692830	  			0
2691.603858 	    0.172472	  			0
2816.865450 	    0.218883	  			0
2944.387743 	    0.530068	  			0
3068.710895 	    0.903024	  			0
3192.462213 	    1.160112	  			0
2250.559155 	    1.063924	  			1
2374.729060 	    0.586023	  			1
2499.610067 	    0.260920	  			1
2625.380062 	    0.354543	  			1
2752.110262 	    0.514791	  			1
2876.958353 	    0.387591	  			1
3002.346869 	    0.470460	  			1
3128.121183 	    0.689334	  			1
3254.371574 	    1.432709	  			1
2181.010164 	    4.671577	  			2
2307.743705 	    2.751973	  			2
2432.858602 	    1.849563	  			2
2558.363686 	    1.322837	  			2
2683.476961 	    1.020648	  			2
2809.498240 	    0.377608	  			2
2934.885398 	    0.586060	  			2
3057.520901 	    2.333108	  			2
3179.732307 	    5.278102	  			2			
